Número de extracción;Fecha;Hora;Presión agua intercambiador (psi);Nivel de kathene acondicionador (in);Presión atomización en acondicionador (psi);Presión atomización en regenerador (psi);Caida de presión en filtros cambridge (in H2O);Caida de presión en acodicionador (in H2O);Caida de presión en regenerador (in H2O);Temperatura aire A (°C);Temperatura aire B (°C);Temperatura aire C (°C)
116;2018-05-04;15:00;2;12,2;4,8;0,2;0,26;1,90;0,70;40,4;39,8;51,0
116;2018-05-04;20:00;4;11,9;4,8;0,2;0,26;2,00;0,60;40,3;39,4;51,4
117;2018-05-05;10:00;2;12,5;4,8;0,2;0,26;2,00;0,80;39,8;39,7;51,6
117;2018-05-05;15:00;4;9,8;4,8;0,2;0,26;1,90;0,50;38,9;39,4;50,5
117;2018-05-05;20:00;5;11,3;4,8;0,2;0,26;1,90;0,60;39,8;38,9;50,4
117;2018-05-06;7:00;4;12,1;4,8;0,2;0,26;1,90;0,50;39,6;38,5;50,5
118;2018-05-06;15:00;3;12,0;4,8;0,2;0,25;1,90;0,90;38,8;38,0;50,6
118;2018-05-06;20:00;6;11,1;4,8;0,2;0,25;1,90;0,60;40,2;39,3;51,3
118;2018-05-07;1:00;6;11,8;4,8;0,2;0,26;1,80;0,80;39,1;38,5;50,2
118;2018-05-07;7:00;4;12,9;4,8;0,2;0,26;1,90;0,80;39,3;38,4;50,7
119;2018-05-07;15:00;4;11,9;4,8;0,2;0,26;1,90;0,70;41,2;40,4;41,7
119;2018-05-07;23:00;2;11,1;4,8;0,2;0,26;1,90;0,80;39,8;39,1;50,3
119;2018-05-08;4:00;5;10,5;4,8;0,2;0,26;1,90;0,70;38,8;38,1;49,6
120;2018-05-08;15:00;3;9,4;4,8;0,2;0,24;1,90;0,90;40,4;39,8;51,6
120;2018-05-08;20:30;3;12,0;4,7;0,2;0,25;1,90;1,50;38,9;38,4;49,8
120;2018-05-08;23:00;2;12,2;4,8;0,2;0,26;1,90;1,30;39,2;38,5;50,2
120;2018-05-09;4:00;2;11,5;4,8;0,2;0,26;1,90;1,50;38,1;37,5;48,8
120;2018-05-09;7:00;4;12,2;4,6;0,2;0,25;1,90;1,50;39,5;38,9;50,7
121;2018-05-09;23:00;4;11,5;4,8;0,2;0,26;1,90;1,20;38,5;39,1;51,7
121;2018-05-10;4:00;6;9,8;4,8;0,2;0,26;1,60;0,60;38,4;38,5;50,7
121;2018-05-10;10:00;4;9,6;4,8;0,2;0,25;10,90;0,40;39,9;39,1;51,3
122;2018-05-11;23:00;3;11,5;4,8;0,2;0,25;1,90;0,70;39,0;38,6;51,0
122;2018-05-11;4:00;4;12,2;4,8;0,2;0,25;1,90;0,60;38,3;37,6;50,4
122;2018-05-11;15:00;5;12,0;4,8;0,2;0,26;1,90;0,60;40,4;39,6;51,6
123;2018-05-12;0:00;3;10,1;4,6;0,2;0,24;1,90;1,00;38,5;38,0;49,6
123;2018-05-12;4:00;4;9,5;4,7;0,2;0,24;1,90;0,60;39,3;38,7;50,8
123;2018-05-12;7:00;4;9,8;4,6;0,2;0,25;1,90;0,80;39,5;38,4;50,1
123;2018-05-12;11:00;5;10,8;4,5;0,2;0,25;1,90;0,70;37,9;37,4;49,5
123;2018-05-12;15:00;4;12,9;4,8;0,2;0,26;1,90;0,40;40,1;39,8;51,6
124;2018-05-13;3:00;3;10,1;4,6;0,2;0,24;1,90;1,70;39,3;38,8;50,6
124;2018-05-13;7:00;3;11,2;4,8;0,2;0,26;1,90;0,70;39,4;38,8;50,4
124;2018-05-13;10:00;9;11,2;4,8;0,2;0,26;1,90;0,80;39,1;38,8;50,4
125;2018-05-14;4:00;6;10,0;4,7;0,2;0,23;1,90;0,60;39,2;38,5;50,7
125;2018-05-14;7:00;4;12,3;3,8;0,2;0,26;1,90;0,70;37,6;36,6;48,9
125;2018-05-14;10:00;5;11,3;4,8;0,2;0,26;1,90;0,70;39,9;39,2;50,9
125;2018-05-14;15:00;8;10,6;4,8;0,2;0,25;1,90;0,70;39,2;38,5;50,2
126;2018-05-15;4:00;5;10,3;4,8;0,2;0,25;1,80;0,60;39,7;39,1;51,0
126;2018-05-15;7:00;5;11,6;4,8;0,2;0,25;1,90;0,70;39,7;38,7;51,6
126;2018-05-15;10:00;4;12,6;4,8;0,2;0,26;1,90;0,70;39,4;38,7;50,3
126;2018-05-15;23:00;5;12,7;4,8;0,2;0,26;1,90;0,70;38,0;37,2;49,2
127;2018-05-16;16:00;5;10,7;4,6;0,2;0,24;1,90;0,70;38,5;38,6;50,0
127;2018-05-16;20:00;5;10,7;4,5;0,2;0,24;1,90;0,70;40,1;39,2;51,1
127;2018-05-16;23:00;5;12,2;4,8;0,2;0,26;1,90;0,70;38,3;37,5;49,5
127;2018-05-17;4:00;5;11,1;4,8;0,2;0,26;1,90;0,70;37,7;37,0;48,7
128;2018-05-17;13:00;4;9,0;4,8;0,2;0,26;1,90;0,60;40,3;39,8;51,6
128;2018-05-17;15:00;4;10,3;4,8;0,2;0,24;1,90;0,90;40,9;40,3;51,3
128;2018-05-17;20:00;7;11,3;4,6;0,2;0,23;1,90;0,60;40,4;39,6;51,6
128;2018-05-17;23:00;4;10,3;4,8;0,2;0,25;1,90;0,60;39,7;38,9;51,1
128;2018-05-17;4:00;5;10,1;4,8;0,2;0,25;1,90;0,70;38,1;37,3;49,3
129;2018-05-18;15:00;5;10,2;4,8;0,2;0,25;1,90;0,70;38,2;37,6;49,6
129;2018-05-18;19:00;5;11,7;4,6;0,2;0,25;1,90;0,70;36,6;39,5;50,9
129;2018-05-19;5:00;6;11,0;4,8;0,2;0,25;1,90;0,70;38,0;37,5;48,8
130;2018-05-19;20:00;4;10,4;4,8;0,2;0,26;1,80;1,30;40,0;39,4;50,9
130;2018-05-19;0:00;5;12,1;4,8;0,2;0,25;2,00;1,20;37,2;37,3;49,2
130;2018-05-19;4:00;8;10,9;4,8;0,2;0,25;1,90;1,10;39,6;38,6;50,4
130;2018-05-20;7:00;6;11,3;4,8;0,3;0,25;1,90;1,00;39,8;38,6;50,9
130;2018-05-20;11:00;10;108,0;4,8;0,2;0,25;1,90;0,90;39,2;38,9;50,2
130;2018-05-20;15:00;5;12,8;5,0;0,2;0,25;1,90;1,10;39,2;38,3;50,5
131;2018-05-20;2:00;6;11,0;4,5;0,2;0,24;1,90;1,20;38,4;37,8;49,5
131;2018-05-21;5:00;5;11,5;4,7;0,2;0,24;1,90;1,10;39,7;38,7;50,8
131;2018-05-21;7:00;5;12,3;4,5;0,2;0,25;1,90;1,20;38,3;38,7;50,1
131;2018-05-21;15:00;8;12,8;4,8;0,2;0,26;1,90;1,30;38,8;38,8;50,3
132;2018-05-22;7:00;8;12,3;4,8;0,3;0,25;1,90;1,20;37,8;37,9;49,3
132;2018-05-22;11:00;8;12,1;4,7;0,2;0,25;1,90;1,20;38,0;38,2;50,1
132;2018-05-22;15:00;8;12,3;4,8;0,2;0,26;1,90;1,10;40,4;39,7;51,6
132;2018-05-22;20:00;4;12,4;4,8;0,2;0,26;1,90;1,30;38,5;37,6;49,5
133;2018-05-23;7:00;2;12,0;4,8;0,2;0,26;1,90;1,00;39,7;38,5;50,7
133;2018-05-23;10:00;2;12,3;4,8;0,2;0,26;1,90;1,10;39,8;38,6;51,2
133;2018-05-23;15:00;7;11,5;4,6;0,2;0,23;1,90;1,10;39,6;39,2;51,3
133;2018-05-23;19:00;5;11,2;4,6;0,2;0,24;1,90;1,20;38,8;38,1;50,3
134;2018-05-24;10:00;3;11,4;4,8;0,2;0,26;1,90;1,20;40,4;40,0;51,6
134;2018-05-24;15:00;6;11,8;4,7;0,2;0,23;1,90;1,00;39,5;39,1;51,6
134;2018-05-24;20:00;7;12,1;4,6;0,2;0,23;1,90;1,10;38,5;37,4;49,9
134;2018-05-24;23:00;6;12,3;4,6;0,2;0,25;1,90;0,90;38,7;38,6;50,2
135;2018-05-25;18:00;4;10,7;4,5;0,2;0,25;1,90;1,00;40,4;40,0;51,6
135;2018-05-25;21:00;4;10,2;4,5;0,2;0,25;1,90;1,10;40,8;39,7;51,6
135;2018-05-26;0:00;7;11,2;4,6;0,2;0,25;1,80;1,10;39,9;39,2;51,6
135;2018-05-26;4:30;8;11,8;4,6;0,2;0,24;1,80;1,00;39,0;38,1;50,6
135;2018-05-26;7:00;8;10,5;4,6;0,2;0,25;1,90;1,10;39,7;38,7;50,7
135;2018-05-26;12:00;4;10,8;4,6;0,2;0,24;1,90;1,20;39,0;39,7;51,6
136;2018-05-27;7:00;5;10,7;4,6;0,2;0,25;1,80;0,70;39,8;39,0;51,1
136;2018-05-27;15:00;6;12,3;4,8;0,2;0,26;1,90;0,60;40,3;39,0;51,6
136;2018-05-27;20:00;6;11,8;4,8;0,2;0,26;1,90;0,60;39,8;39,1;50,4
138;2018-05-28;1:00;5;12,3;4,6;0,2;0,25;1,80;0,50;39,4;38,4;51,0
138;2018-05-28;5:00;7;11,2;4,6;0,2;0,25;1,80;0,50;39,4;38,4;50,8
138;2018-05-28;7:00;8;12,0;4,6;0,2;0,25;1,80;0,60;38,3;37,4;49,6
138;2018-05-28;11:00;4;12,0;4,6;0,2;0,26;1,80;0,80;39,1;38,4;50,0
138;2018-05-28;15:00;6;12,2;4,8;0,2;0,18;1,90;0,50;39,5;38,5;51,5
138;2018-05-28;20:00;4;12,0;4,8;0,2;0,18;1,90;0,70;38,3;37,6;49,8
138;2018-05-29;7:00;6;12,3;4,6;0,3;0,18;1,90;0,70;38,1;37,9;49,8
138;2018-05-29;15:00;8;12,0;4,8;0,2;0,16;1,90;0,40;40,6;39,7;51,6
138;2018-05-29;20:00;2;12,2;4,8;0,2;0,18;1,90;0,90;38,2;37,4;49,7
138;2018-05-29;23:00;4;11,3;4,6;0,2;0,16;1,90;0,40;40,0;39,2;51,6
139;2018-05-30;8:00;4;10,8;4,8;0,2;0,16;1,90;0,70;39,6;38,7;50,4
139;2018-05-30;12:00;5;11,5;4,8;0,2;0,18;1,90;0,50;40,5;39,0;51,6
139;2018-05-30;23:00;5;12,5;4,6;0,2;0,18;1,90;0,54;37,8;39,5;51,3
140;2018-05-31;12:00;5;12,8;4,8;0,2;0,16;1,50;0,60;41,2;40,5;51,6
140;2018-05-31;20:00;2;12,1;4,5;0,2;0,18;1,80;0,90;39,2;38,1;50,2
140;2018-05-31;23:00;6;12,2;4,8;0,2;0,17;1,80;0,80;39,2;38,2;51,1
140;2018-06-01;4:00;5;12,1;4,8;0,2;0,18;1,90;0,80;35,6;39,1;50,4
141;2018-06-01;16:00;4;10,6;4,6;0,2;0,17;1,80;0,40;39,8;39,2;51,6
141;2018-06-01;20:00;4;11,4;4,7;0,2;0,17;1,80;0,90;38,4;37,5;49,5
141;2018-06-01;23:00;4;11,2;4,8;0,2;0,18;1,80;0,70;39,5;38,9;51,0
141;2018-06-02;4:00;4;11,6;4,8;0,2;0,18;1,90;0,60;38,9;37,9;50,2
142;2018-06-02;16:00;5;12,2;4,6;0,2;0,25;1,90;1,00;40,1;39,8;51,3
142;2018-06-02;21:00;5;12,5;4,6;0,2;0,25;1,90;0,90;40,0;39,6;51,0
142;2018-06-02;23:00;4;12,0;4,6;0,2;0,23;1,80;0,70;30,8;39,1;51,6
143;2018-06-03;14:00;6;11,8;4,6;0,2;0,25;1,80;0,70;40,3;34,6;51,6
143;2018-06-03;20:00;5;10,6;4,6;0,2;0,25;1,90;0,90;40,1;38,5;51,6
143;2018-06-03;23:00;5;12,1;4,6;0,2;0,23;1,80;0,70;30,8;39,1;51,6
144;2018-06-04;18:00;4;11,4;4,8;0,2;0,25;1,80;1,00;40,4;39,4;50,8
144;2018-06-04;21:00;5;11,1;4,8;0,2;0,25;1,90;1,10;40,2;39,7;50,5
144;2018-06-04;23:00;5;11,9;4,9;0,2;0,23;1,80;1,00;39,1;38,5;50,1
144;2018-06-04;3:00;4;12,8;4,9;0,3;0,24;1,90;1,10;38,2;37,4;49,2
144;2018-06-05;16:00;4;11,2;4,8;0,2;0,26;1,90;1,00;40,4;39,6;51,4
145;2018-06-05;20:00;5;11,5;4,8;0,2;0,24;1,90;0,90;39,9;39,1;51,2
145;2018-06-05;0:00;4;12,9;4,8;0,2;0,25;1,90;1,00;38,8;38,0;50,0
145;2018-06-06;4:00;6;10,5;4,8;0,2;0,25;1,80;0,90;38,5;38,0;49,3
145;2018-06-06;15:00;8;11,4;4,8;0,2;0,26;1,90;0,00;38,3;38,1;50,1
146;2018-06-06;0:00;4;11,4;4,6;0,2;0,25;1,90;0,60;38,9;38,0;49,7
146;2018-06-07;4:00;4;12,1;4,6;0,2;0,25;1,80;0,90;38,6;39,2;50,1
146;2018-06-07;7:00;4;11,9;4,8;0,2;0,26;1,90;0,70;38,2;37,0;49,5
146;2018-06-07;10:00;6;12,1;4,8;0,2;0,26;1,90;0,00;40,8;40,0;51,6
147;2018-06-08;0:00;4;11,4;4,8;0,2;0,25;1,90;0,80;38,5;39,0;50,0
147;2018-06-08;5:00;4;11,6;4,8;0,2;0,25;1,90;0,70;38,4;37,4;49,2
147;2018-06-08;7:00;2;11,1;4,8;0,2;0,26;1,90;0,30;40,1;39,9;51,6
147;2018-06-08;10:00;4;12,1;4,8;0,2;0,26;1,90;0,50;40,5;40,1;51,6
148;2018-06-08;23:00;6;12,0;4,8;0,2;0,20;1,90;0,70;39,9;38,8;50,3
148;2018-06-09;4:00;4;12,7;4,8;0,2;0,20;1,90;0,60;39,1;38,3;50,8
148;2018-06-09;8:00;4;11,9;4,8;0,3;0,20;1,70;0,70;39,8;39,0;50,5
148;2018-06-09;12:00;5;12,2;4,6;0,3;0,21;1,80;0,80;39,5;39,1;51,6
149;2018-06-10;4:00;4;12,2;4,6;0,2;0,20;1,90;0,70;39,3;38,3;50,8
149;2018-06-10;7:00;5;12,2;4,8;0,2;0,20;1,80;0,70;39,3;38,6;50,4
149;2018-06-10;15:00;4;11,9;4,5;0,2;0,20;1,80;0,50;40,6;39,7;51,6
150;2018-06-11;4:00;4;11,8;4,8;0,2;0,20;1,90;1,00;39,0;37,9;50,0
150;2018-06-11;7:00;4;12,1;4,8;0,2;0,21;1,80;1,00;38,3;37,4;49,7
150;2018-06-11;11:00;4;11,6;4,6;0,2;0,20;1,80;0,40;40,2;39,5;51,6
150;2018-06-11;16:00;5;11,6;4,6;0,2;0,20;1,90;0,70;39,4;38,6;50,2
151;2018-06-12;7:00;4;12,1;4,6;0,2;0,20;1,90;1,00;37,4;36,2;48,4
151;2018-06-12;11:00;4;12,3;4,6;0,2;0,20;1,90;0,40;39,3;38,8;50,8
151;2018-06-12;15:00;5;11,5;4,6;0,2;0,25;1,90;0,60;39,6;38,4;49,5
151;2018-06-12;2:00;5;12,9;4,5;0,2;0,20;1,80;1,10;39,0;38,0;50,4
151;2018-06-12;7:00;5;11,7;4,6;0,2;0,20;1,90;0,70;39,7;38,9;49,6
152;2018-06-13;15:00;3;12,7;4,5;0,2;0,20;1,90;0,90;40,5;39,7;51,6
153;2018-06-14;6:00;4;12,5;4,6;0,2;0,20;1,90;1,50;39,6;38,0;49,6
153;2018-06-16;11:00;4;11,9;4,5;0,2;0,20;1,90;1,60;39,5;38,0;49,0
153;2018-06-14;15:00;5;11,8;4,6;0,2;0,21;1,90;1,00;40,0;39,6;50,7
153;2018-06-14;20:00;4;12,0;4,6;0,2;0,20;1,90;1,40;38,4;37,4;50,1
154;2018-06-15;7:00;6;12,3;4,8;0,2;0,21;1,80;1,10;38,2;37,1;49,4
154;2018-06-15;10:00;4;12,3;4,5;0,2;0,20;1,90;1,40;38,2;37,6;51,0
154;2018-06-15;15:00;5;12,9;4,7;0,2;0,20;1,80;1,10;38,3;37,4;49,6
154;2018-06-15;20:00;4;12,6;4,5;0,2;0,20;1,80;1,30;38,6;37,8;50,3
154;2018-06-15;23:00;5;11,9;4,5;0,2;0,20;1,90;1,00;39,0;38,0;50,5
155;2018-06-16;5:00;6;11,5;4,5;0,2;0,20;1,90;1,10;37,4;36,4;48,1
155;2018-06-16;8:00;5;12,4;4,6;0,2;0,21;1,90;0,50;38,6;37,7;49,5
155;2018-06-16;13:00;4;11,2;4,6;0,2;0,20;1,90;0,30;40,6;39,8;50,4
155;2018-06-16;15:00;4;11,6;4,6;0,2;0,20;1,80;0,40;40,9;40,3;51,4
155;2018-06-16;23:00;5;11,8;4,5;0,2;0,20;1,90;0,70;39,6;38,0;50,5
156;2018-06-17;7:00;4;11,9;4,5;0,2;0,20;1,80;0,60;39,0;38,5;50,5
156;2018-06-17;13:00;5;12,1;4,5;0,2;0,20;1,90;0,50;40,1;39,4;51,6
156;2018-06-17;23:00;5;11,8;4,5;0,2;0,20;1,90;1,10;39,9;37,9;48,8
157;2018-06-18;5:00;5;12,3;4,5;0,2;0,20;1,90;0,90;37,2;36,7;48,1
157;2018-06-18;7:00;4;11,5;4,5;0,2;0,20;1,80;0,70;39,0;38,4;49,1
157;2018-06-18;23:00;5;11,2;4,5;0,2;0,20;1,00;0,80;35,6;37,4;34,9
158;2018-06-19;5:00;5;12,1;4,5;0,2;0,20;1,90;0,60;38,6;37,5;49,5
158;2018-06-19;7:00;5;11,7;4,5;0,2;0,22;1,80;1,00;37,2;36,5;47,8
158;2018-06-19;12:00;4;12,7;4,5;0,2;0,21;1,80;1,00;38,3;37,7;48,6
158;2018-06-19;16:00;7;11,6;4,7;0,2;0,21;1,90;0,90;38,8;38,1;48,7
158;2018-06-19;23:00;5;10,9;4,5;0,2;0,20;1,80;0,90;38,4;38,0;46,5
159;2018-06-20;5:00;4;11,8;4,5;0,2;0,20;1,90;0,90;38,9;38,2;50,1
159;2018-06-20;8:00;3;11,2;4,5;0,2;0,21;1,90;0,70;38,9;37,9;49,2
159;2018-06-20;12:00;5;11,1;4,6;0,2;0,21;1,90;0,60;38,9;38,5;49,4
159;2018-06-20;15:00;5;11,5;4,6;0,2;0,22;1,90;0,60;37,8;38,6;51,0
159;2018-06-20;19:00;4;12,0;4,5;0,2;0,23;1,90;0,60;37,6;38,5;50,6
160;2018-06-21;10:00;3;12,2;4,5;0,2;0,20;1,90;0,80;38,6;38,1;49,4
160;2018-06-21;12:00;3;11,1;4,6;0,2;0,23;1,90;0,50;40,2;39,6;50,3
160;2018-06-21;15:00;5;11,8;4,8;0,2;0,20;1,90;0,50;39,9;39,3;50,8
160;2018-06-21;20:00;5;11,4;4,5;0,2;0,20;1,90;0,80;40,1;39,3;50,5
160;2018-06-21;23:00;5;12,4;4,6;0,2;0,20;1,90;1,10;38,9;38,3;49,5
161;2018-06-22;16:00;5;11,5;4,8;0,2;0,20;1,90;1,00;36,9;38,0;49,0
161;2018-06-22;20:00;5;12,3;4,8;0,2;0,20;1,80;1,10;37,9;51,4;49,0
161;2018-06-22;23:40;4;11,2;4,8;0,2;0,21;1,90;0,70;39,0;38,7;49,3
161;2018-06-22;8:00;5;12,0;4,5;0,2;0,20;1,80;0,90;38,2;37,7;48,7
162;2018-06-23;13:00;5;11,1;4,8;0,2;0,20;1,80;0,60;40,2;39,8;50,6
162;2018-06-23;15:00;5;12,3;4,6;0,2;0,21;1,80;0,60;39,8;39,2;51,2
162;2018-06-23;21:00;4;11,8;4,7;0,2;0,20;1,70;1,00;40,1;39,6;50,8
162;2018-06-23;23:00;4;12,8;4,6;0,2;0,22;1,90;1,00;37,9;38,0;48,9
162;2018-06-24;3:00;3;12,0;4,6;0,2;0,22;1,80;0,90;37,7;38,2;48,3
162;2018-06-24;8:00;8;12,2;4,8;0,2;0,20;1,80;1,20;38,2;37,2;48,2
163;2018-06-24;15:00;4;12,4;4,8;0,2;0,20;1,80;0,90;39,5;39,2;50,8
163;2018-06-24;20:00;5;11,2;4,7;0,2;0,20;1,80;1,30;38,8;38,5;48,7
163;2018-06-24;23:00;5;12,7;4,6;0,2;0,21;1,90;1,50;37,8;37,8;48,2
163;2018-06-24;3:00;5;12,4;4,6;0,2;0,21;1,91;1,20;32,3;37,1;47,7
164;2018-06-25;15:00;5;12,6;4,6;0,2;0,21;1,80;1,40;38,4;38,1;49,1
164;2018-06-25;20:00;4;12,3;4,5;0,2;0,20;1,80;1,40;38,2;38,1;49,2
164;2018-06-25;23:00;5;11,9;4,8;0,2;0,20;1,80;1,30;37,8;37,4;48,1
164;2018-06-25;5:00;3;11,9;4,8;0,2;0,20;1,80;1,20;38,3;37,5;49,1
165;2018-06-26;23:00;4;11,8;4,8;0,2;0,19;1,80;1,20;38,9;38,9;49,8
165;2018-06-27;5:00;8;12,0;4,8;0,2;0,19;1,80;1,10;38,8;37,5;49,5
165;2018-06-27;7:00;5;13,0;4,6;0,2;0,20;1,80;0,90;38,0;37,6;50,6
165;2018-06-27;15:00;8;12,2;4,6;0,2;0,21;1,80;0,80;38,6;38,4;48,8
166;2018-06-28;5:00;6;12,5;4,6;0,2;0,19;1,70;1,00;38,7;38,2;50,2
166;2018-06-28;15:00;6;12,5;4,5;0,2;0,19;1,80;1,20;38,0;38,2;50,1
166;2018-06-28;19:00;5;13,0;4,5;0,2;0,20;1,90;1,20;35,0;37,8;48,9
167;2018-06-29;8:00;5;12,1;4,5;0,2;0,20;1,90;1,00;37,4;37,2;48,3
167;2018-06-29;10:00;4;12,7;4,5;0,2;0,19;1,90;0,70;38,1;37,9;49,3
167;2018-06-29;15:00;5;12,0;4,5;0,2;0,20;1,80;0,60;38,,9;38,3;49,1
167;2018-06-29;20:00;6;12,5;4,5;0,2;0,20;1,90;0,60;38,0;37,3;49,1
169;2018-07-02;13:00;6;15,5;4,5;0,2;0,20;1,90;0,40;38,9;37,5;49,1
169;2018-07-02;15:30;6;11,6;4,6;0,2;0,24;1,80;1,10;37,4;36,5;48,8
170;2018-07-03;23:00;6;12,9;4,5;0,2;0,22;1,90;1,00;37,3;37,4;49,0
170;2018-07-03;3:00;6;11,0;4,3;0,2;0,23;1,80;1,10;31,5;36,8;48,0
170;2018-07-03;7:00;5;11,5;4,8;0,2;0,20;1,90;0,60;38,6;38,9;49,8
170;2018-07-03;12:00;6;11,5;4,8;0,2;0,20;1,80;1,10;36,6;35,5;47,0
171;2018-07-04;5:00;8;11,4;4,8;0,2;0,20;1,80;1,10;37,5;37,0;46,0
171;2018-07-04;7:00;6;11,4;4,6;0,2;0,21;1,80;1,10;36,7;36,4;48,1
171;2018-07-04;11:00;8;11,7;4,7;0,2;0,22;1,70;1,10;39,2;39,0;49,7
172;2018-07-05;4:00;6;11,5;4,8;0,2;0,20;1,80;0,60;38,6;37,5;49,5
172;2018-07-05;7:00;8;13,0;4,6;0,2;0,21;1,80;1,10;37,0;36,4;49,6
172;2018-07-05;12:00;6;11,7;4,6;0,2;0,22;1,70;1,10;38,7;38,3;49,0
172;2018-07-05;17:00;7;11,1;4,6;0,3;0,22;1,80;1,10;38,5;37,7;49,3
173;2018-07-06;15:00;6;12,5;4,6;0,3;0,23;1,80;0,90;38,2;37,9;48,7
173;2018-07-06;19:00;6;12,2;4,5;0,3;0,22;1,80;1,20;37,3;37,8;48,3
174;2018-07-07;21:00;2;16,4;3,8;0,2;0,20;1,80;0,80;36,4;35,8;48,0
174;2018-07-08;0:00;5;11,5;4,6;0,2;0,20;1,80;1,30;36,5;36,1;47,1
174;2018-07-08;4:00;5;10,7;4,6;0,2;0,19;1,80;1,20;36,8;36,3;47,5
174;2018-07-08;9:00;7;12,0;4,7;0,2;0,20;1,80;1,10;37,6;37,0;48,8
174;2018-07-08;12:00;2;12,7;4,7;0,2;0,20;1,70;1,20;38,4;38,1;49,6
174;2018-07-08;15:00;2;12,4;3,8;0,2;0,22;1,80;1,20;38,3;38,1;49,5
175;2018-07-08;0:00;3;12,6;3,8;0,2;0,21;1,80;1,20;36,5;35,8;48,2
175;2018-07-08;4:00;5;12,3;4,6;0,2;0,20;1,70;1,10;36,8;36,2;48,4
175;2018-07-08;7:00;2;12,0;4,7;0,2;0,20;1,70;1,30;36,7;36,2;48,0
175;2018-07-08;13:00;2;12,2;4,7;0,2;0,20;1,70;1,20;38,0;37,8;48,8
175;2018-07-09;17:00;6;11,5;4,8;0,2;0,20;1,70;1,20;37,6;37,1;49,1
176;2018-07-09;3:00;3;11,8;4,6;0,2;0,20;1,80;1,10;36,8;36,5;48,6
176;2018-07-09;5:00;5;12,3;4,6;0,2;0,21;1,80;1,30;38,9;39,6;49,2
176;2018-07-09;8:00;5;12,7;4,6;0,2;0,20;1,80;1,10;38,6;37,5;48,6
176;2018-07-09;13:00;6;12,2;4,6;0,2;0,20;1,80;1,20;35,1;34,3;46,6
176;2018-07-10;15:00;6;12,7;4,5;0,2;0,22;1,70;0,90;48,3;36,7;36,2
177;2018-07-11;4:00;5;11,5;4,8;0,2;0,20;1,70;1,20;36,7;36,5;48,5
177;2018-07-11;7:00;4;12,6;4,8;0,2;0,22;1,80;1,30;35,9;35,4;47,3
177;2018-07-11;16:00;5;12,4;4,6;0,2;0,23;1,80;1,20;37,2;37,0;48,9
178;2018-07-12;7:00;3;12,0;4,8;0,2;0,22;1,80;0,20;36,3;35,8;48,1
178;2018-07-12;10:00;3;11,7;4,8;0,2;0,22;1,80;0,30;36,7;36,1;49,0
178;2018-07-12;17:00;7;11,6;4,6;0,2;0,23;1,70;1,30;38,3;38,1;49,8
178;2018-07-12;20:00;3;12,1;4,6;0,2;0,21;1,70;1,30;36,8;36,7;48,6
178;2018-07-12;23:00;3;12,0;4,7;0,2;0,20;1,80;1,30;37,1;36,0;49,1
179;2018-07-13;16:00;4;12,0;4,6;0,2;0,22;1,70;1,30;37,9;37,7;49,8
179;2018-07-13;21:00;5;12,5;4,6;0,2;0,22;1,70;1,20;36,5;36,0;48,1
179;2018-07-13;23:00;2;11,8;4,5;0,2;0,20;1,70;1,20;36,7;36,2;48,4
179;2018-07-13;4:00;2;11,7;4,7;0,2;0,20;1,70;1,20;36,1;35,9;49,0
180;2018-07-14;14:30;4;12,0;4,8;0,2;0,20;1,70;1,20;38,5;38,0;49,6
180;2018-07-14;19:00;6;12,5;4,8;0,2;0,20;1,70;0,90;38,5;38,0;49,4
180;2018-07-14;23:00;5;12,5;4,8;0,2;0,20;1,60;1,20;36,6;36,4;48,0
181;2018-07-15;15:00;6;12,0;4,8;0,2;0,20;1,60;1,20;38,6;37,6;49,6
181;2018-07-15;19:30;5;12,5;4,8;0,2;0,20;1,60;1,20;37,1;36,8;48,9
181;2018-07-16;3:00;5;11,6;4,5;0,2;0,20;1,70;1,00;37,6;37,3;49,7
182;2018-07-16;20:00;6;12,5;4,8;0,2;0,20;1,60;1,20;38,4;37,9;48,9
182;2018-07-16;23:00;5;11,9;4,5;0,2;0,24;1,70;1,10;37,5;37,0;49,5
182;2018-07-16;4:00;5;12,3;4,5;0,2;0,24;1,60;1,00;38,2;38,5;49,0
182;2018-07-16;7:00;5;11,7;4,5;0,2;0,23;1,70;1,10;37,5;37,3;49,1
182;2018-07-16;11:00;5;11,8;4,5;0,2;0,23;1,60;1,30;3738,0;37,9;49,6
183;2018-07-17;23:00;4;12,3;4,6;0,2;0,24;1,70;1,00;35,9;35,3;48,5
183;2018-07-18;2:00;5;11,9;4,6;0,2;0,23;1,70;1,10;36,1;35,8;48,7
183;2018-07-18;8:00;5;12,0;4,6;0,2;0,20;1,70;0,70;36,7;36,8;50,1
183;2018-07-18;13:00;8;11,6;4,6;0,2;0,20;1,70;1,30;38,3;38,2;50,2
184;2018-07-19;5:00;6;11,9;4,6;0,2;0,23;1,70;1,20;36,8;37,2;48,5
184;2018-07-19;9:00;3;11,7;4,6;0,2;0,20;1,70;1,10;38,0;37,6;50,2
184;2018-07-19;15:00;5;12,2;4,5;0,2;0,25;1,60;1,30;38,1;38,1;49,8
184;2018-07-19;20:00;6;11,8;4,8;0,2;0,20;1,70;1,20;37,1;36,8;40,4
185;2018-07-20;16:00;4;12,4;4,6;0,2;0,23;1,70;1,20;38,0;38,0;49,7
