Número de extracción;Fecha/hora;Temperatura de esterilización (°C);Temperatura Salida de Gelatina (°C);Temperatura Salida de agua del condensador (°C);Presión de Vacio (in Hg);Presión de entrada al esterilizador (psi);
;2/26/2020 11:00:00 PM;142;48;48;20;58;
;2/27/2020 12:00:00 AM;142;49;48;20;58;
;2/27/2020 1:00:00 AM;142;47;44;20;58;
;2/27/2020 2:00:00 AM;142;48;46;20;58;
;2/27/2020 3:00:00 AM;142;47,5;44;20;58;
;2/27/2020 4:00:00 AM;142;48;46;20;58;
;2/27/2020 5:00:00 AM;142;49;48;20;58;
;2/27/2020 6:15:41 AM;142,5;48,6;44;20;40;
;2/27/2020 7:03:11 AM;141,7;49,1;45;20,3;40;
;2/27/2020 7:55:40 AM;141,3;48,5;43,8;20,4;40;
;2/27/2020 9:03:44 AM;141,5;48,5;44;20,5;40;
;2/27/2020 10:13:47 AM;141,8;48,2;45;20;40;
;2/27/2020 11:15:25 AM;142;48,5;45;20;40;
;2/27/2020 12:09:06 PM;141,5;48,2;45;20;40;
;2/27/2020 1:01:22 PM;141,7;46,9;45;20;40;
;2/27/2020 2:00:00 PM;141,7;46,9;44;20;40;
;2/27/2020 3:00:00 PM;141,5;47,5;44;20;40;
053;2/27/2020 9:00:00 PM;141,8;43,4;42;20;40;
;2/27/2020 10:00:00 PM;142;46;46;20;58;
;2/28/2020 3:00:00 AM;142;53;48;20;58;
;2/28/2020 4:00:00 AM;142;47;46;20;58;
;2/28/2020 5:00:00 AM;142;48;46;20;58;
;2/28/2020 6:20:41 AM;142;47,8;43,8;20,4;40;
;2/28/2020 7:15:00 AM;141,1;47,9;45;20;40;
;2/28/2020 7:52:57 AM;142,7;50;45,8;20;40;
;2/28/2020 9:00:00 AM;141,7;50,2;43;20;46;
055;3/1/2020 1:06:07 AM;141,9;46,2;44;20,4;40;
;3/1/2020 2:11:46 AM;142,5;50,9;49;19,6;40;
;3/1/2020 3:19:11 AM;141,8;49,8;48;20;40;
;3/1/2020 4:13:53 AM;141,5;50,8;47,5;19,7;39;
;3/1/2020 5:32:15 AM;142;50;48;19,7;39;
;3/1/2020 6:00:46 AM;141;49,3;48;20;38;
;3/1/2020 7:05:47 AM;141,8;48,8;48;20;38;
;3/1/2020 8:00:44 AM;141,1;48,8;48;20;38;
;3/1/2020 9:00:33 AM;141,3;49,4;48;20;38;
;3/1/2020 10:13:33 AM;142;49,7;48;20;38;
;3/1/2020 11:00:00 AM;142;50;47,3;20;48;
;3/1/2020 12:00:00 PM;142;51;47,3;20;51;
;3/1/2020 1:00:00 PM;141;49,9;46;203;38;
;3/1/2020 2:00:00 PM;142;51;46;20;58;
;3/1/2020 3:00:00 PM;142;51;48;20;58;
;3/1/2020 5:00:00 PM;142;51;48;20;58;
;3/1/2020 6:00:00 PM;142;46;44;20;58;
;3/1/2020 7:00:00 PM;142;47;44;20;58;
;3/1/2020 8:00:00 PM;142;46;44;20;58;
;3/1/2020 9:00:00 PM;142;45;44;20;58;
056;3/2/2020 1:02:25 AM;141,9;47,9;45;20;40;
;3/2/2020 2:09:28 AM;143,1;48,8;45;20;40;
;3/2/2020 3:08:10 AM;141,8;49,9;46;19,7;40;
;3/2/2020 3:53:11 AM;141,6;52;46;19,8;40;
;3/2/2020 4:59:37 AM;141;49,8;47,8;20;39;
;3/2/2020 6:17:06 AM;141,4;50;48;20;38;
;3/2/2020 7:19:18 AM;142;50,2;48;20;38;
;3/2/2020 8:10:13 AM;141,4;50,4;48;20;38;
;3/2/2020 9:09:05 AM;141,7;49,3;48;20;38;
;3/2/2020 10:16:01 AM;142;48,9;48;20;38;
;3/2/2020 11:00:22 AM;141,7;49,7;46;20;38;
;3/2/2020 12:03:34 PM;141,7;50,5;46;20;38;
;3/2/2020 1:00:35 PM;141,6;50;46;20;38;
;3/2/2020 2:00:00 PM;142;51;48;20;58;
;3/2/2020 3:00:00 PM;142;51;48;20;58;
;3/2/2020 4:00:00 PM;142;50,5;48;20;58;
;3/2/2020 5:00:00 PM;142;50;46;20;58;
;3/2/2020 6:00:00 PM;142;51;48;20;58;
;3/2/2020 7:00:00 PM;142;51;48;20;58;
;3/2/2020 8:00:00 PM;142;50;46;20;58;
;3/2/2020 9:00:00 PM;142;48,5;46;20;58;
057;3/3/2020 2:00:00 AM;142,1;49,1;44;20;38;
;3/3/2020 3:00:15 AM;141,8;48,4;44;20;38;
;3/3/2020 4:00:11 AM;141,7;48,1;46;20;38;
;3/3/2020 5:06:17 AM;142;47,9;46;20;38;
;3/3/2020 6:00:00 AM;141,7;48;45;20;48;
;3/3/2020 8:00:00 AM;145;45,9;47,3;20;40;
;3/3/2020 9:00:00 AM;141;47,5;46;20;40;
;3/3/2020 10:00:00 AM;142;49,4;45;20;40;
;3/3/2020 11:00:00 AM;141;49;46;20;40;
;3/3/2020 12:00:00 PM;142;49,3;46;20;40;
;3/3/2020 1:00:00 PM;142;49;46;20;40;
;3/3/2020 2:00:00 PM;142;47;46;20;58;
;3/3/2020 3:00:00 PM;142;51;48;20;58;
;3/3/2020 4:00:00 PM;142;49;46;20;58;
;3/3/2020 5:00:00 PM;142;48;46;20;58;
;3/3/2020 6:00:00 PM;142;49;46;20;58;
;3/3/2020 7:00:00 PM;142;49;48;20;58;
;3/3/2020 8:00:00 PM;142;48;46;20;58;
;3/3/2020 9:00:00 PM;142;49;46;20;58;
;3/3/2020 10:00:00 PM;1418;49;45;20;38;
;3/3/2020 11:00:00 PM;141,6;48,6;45;20;38;
;3/4/2020 12:00:00 AM;141,8;48,7;45;20;38;
;3/4/2020 7:00:00 AM;141;48,5;45;20;40;
058;3/4/2020 12:00:00 AM;142;50,5;48;20;40;
;3/4/2020 4:00:43 AM;142;48,1;45;20;38;
;3/4/2020 5:00:52 AM;142;48,1;45;20;38;
;3/4/2020 6:00:00 AM;142;50;48;20;58;
;3/4/2020 7:00:00 AM;142;46;44;20;58;
;3/4/2020 8:56:49 AM;142,2;50,6;48;19,7;38;
;3/4/2020 9:00:00 AM;142;48;46;20;58;
;3/4/2020 10:00:00 AM;142;48;46;20;58;
;3/4/2020 11:00:00 AM;142;48,4;46;20;58;
;3/4/2020 12:00:00 PM;142;50;48;20;58;
;3/4/2020 1:00:00 PM;142;51;48;20;58;
;3/4/2020 2:16:33 PM;141,5;50,6;46,3;19,8;37;
;3/4/2020 3:09:59 PM;141,6;50,9;46,8;19,7;37;
;3/4/2020 4:03:58 PM;140,5;52,4;48;19,6;38;
;3/4/2020 5:13:17 PM;141,8;51,4;48,7;19,7;37;
;3/4/2020 6:09:19 PM;142,5;51,2;49,2;19,7;37;
;3/4/2020 7:11:00 PM;141,8;51,2;49;19,7;37;
;3/4/2020 8:17:15 PM;142;50,4;49;20;38;
;3/4/2020 10:00:00 PM;142;50,2;48;20;40;
;3/4/2020 11:00:00 PM;141,7;50,7;48;20;40;
;3/5/2020 1:00:00 AM;142;50,4;47,8;20;40;
;3/30/2020 2:00:00 AM;141,6;50,5;46;20;40;
059;3/5/2020 6:00:00 AM;142;48;46;20;58;
;3/5/2020 7:00:00 AM;142;49;48;20;58;
;3/5/2020 8:00:00 AM;142;49;48;20;58;
;3/5/2020 8:51:22 AM;141,7;47,7;44,3;20,4;37;
;3/5/2020 9:00:00 AM;142;50;48;20;58;
;3/5/2020 10:00:00 AM;142;47;46;20;58;
;3/5/2020 11:00:00 AM;142;48;46;20;58;
;3/5/2020 12:00:00 PM;142;50;48;20;58;
;3/5/2020 1:00:00 PM;142;48,5;48;20;58;
;3/5/2020 2:22:56 PM;141,1;48,2;44;20,4;36;
;3/5/2020 3:15:23 PM;141,5;47,9;44;19,8;40;
;3/5/2020 3:56:13 PM;141,6;47,5;43,5;20,5;37;
;3/5/2020 4:54:25 PM;141,6;47,4;43,4;20,5;37;
;3/5/2020 5:52:36 PM;141,9;47,8;44;20;34;
;3/5/2020 7:06:08 PM;141,9;47,9;44;20,5;35;
;3/5/2020 8:02:00 PM;141,6;47,4;44;20;38;
;3/5/2020 10:00:00 PM;142;48;46;20;58;
;3/5/2020 11:00:00 PM;142;48;46;20;58;
;3/6/2020 12:00:00 AM;142;49;48;20;58;
;3/6/2020 1:00:00 AM;142;50;48;20;58;
;3/6/2020 2:00:00 AM;142;49;48;20;58;
060;3/6/2020 12:00:00 AM;142;48;46;20;58;
;3/6/2020 5:00:47 AM;141,2;46,4;43;20,4;37;
;3/6/2020 6:21:01 AM;141,8;47,4;43;20,5;38;
;3/6/2020 7:23:53 AM;141,7;48,9;44,8;20;36;
;3/6/2020 7:59:19 AM;141,5;49,1;44;20;36;
;3/6/2020 8:53:40 AM;141,5;49,4;44;20;38;
;3/6/2020 10:07:28 AM;141,3;44,8;42;20,5;34;
;3/6/2020 11:09:15 AM;141,4;46,6;42,5;20,6;35;
;3/6/2020 12:02:37 PM;141,5;48,9;44;20;38;
;3/6/2020 12:56:55 PM;141,7;48,3;43,5;20,5;37;
;3/6/2020 2:00:00 PM;140,9;46,8;44;20;38;
;3/6/2020 3:00:00 PM;142;48,2;42;20;38;
;3/6/2020 4:00:00 PM;142;48,4;45;20;38;
;3/6/2020 5:00:00 PM;141,7;48,9;45;20;38;
;3/6/2020 6:00:00 PM;141,3;48,2;44;20;38;
;3/6/2020 7:00:00 PM;141,5;48,6;44;20;38;
;3/6/2020 8:00:00 PM;142;48,9;44;20;38;
;3/6/2020 9:00:00 PM;141,7;49,5;44;20;38;
;3/6/2020 10:00:00 PM;142;47,6;46;20;58;
;3/6/2020 11:00:00 PM;142;49;48;20;58;
;3/7/2020 1:00:00 AM;142;46;44;20;58;
;3/7/2020 2:00:00 AM;142;49;46;20;58;
;3/7/2020 3:00:00 AM;142;47;46;20;58;
;3/7/2020 4:00:00 AM;142;47;46;20;58;
;3/7/2020 5:00:00 AM;142;47;46;20;58;
061;3/7/2020 1:03:08 AM;141,8;48,6;44;20,4;38;
;3/7/2020 6:13:29 AM;141,7;47;43,5;20;37;
;3/7/2020 7:10:17 AM;141,3;47,8;43,5;20,4;38;
;3/7/2020 7:46:43 AM;141,3;47,5;43;20,4;37;
;3/7/2020 9:02:45 AM;141,5;47,9;43;20,4;38;
;3/7/2020 10:21:46 AM;141,6;48,2;43;20,3;38;
;3/7/2020 11:22:19 AM;141;48,9;44;20,3;38;
;3/7/2020 11:59:09 AM;140,1;48,6;43,5;20,2;38;
;3/7/2020 2:00:00 PM;141,6;48,6;44;20;38;
;3/7/2020 3:00:00 PM;141,3;48,6;45;20;38;
;3/7/2020 5:00:00 PM;141,7;44,3;42,6;20;38;
;3/7/2020 6:00:00 PM;142;47,6;44;20;38;
;3/7/2020 7:00:00 PM;140,6;47,7;44;20;38;
;3/7/2020 8:00:00 PM;141,3;47,4;44;20;38;
;3/7/2020 9:00:00 PM;141,7;47,6;44;20;38;
;3/7/2020 10:17:10 PM;141,5;47;42;20,6;35;
;3/7/2020 10:58:56 PM;141,1;48,4;43,5;20,4;36;
;3/8/2020 12:05:12 AM;141,5;48,2;43,2;20,3;32;
;3/8/2020 1:05:35 AM;141,4;47,2;43;20,5;32;
;3/8/2020 1:58:10 AM;141,6;47,8;43;20,3;34;
;3/8/2020 3:08:53 AM;141,3;47,5;43;20,4;32;
;3/8/2020 3:54:43 AM;141,3;47,4;43,2;20,4;35;
;3/8/2020 5:04:55 AM;141,6;45;44;20;35;
;3/8/2020 6:00:43 AM;141,6;44,6;42,6;20;38;
;3/8/2020 7:02:03 AM;141,5;45,4;42,6;20;38;
;3/8/2020 8:02:04 AM;141,7;46,8;425;20;38;
062;3/8/2020 1:00:00 PM;142;45,6;42,8;20;38;
;3/8/2020 2:00:00 PM;142;46;44;20;40;
;3/8/2020 3:00:00 PM;142;47,3;46;20;40;
;3/8/2020 4:00:00 PM;141;48,6;46;20;40;
;3/8/2020 5:00:00 PM;142;50,6;45;20;40;
;3/8/2020 6:00:00 PM;141;49;46;20;40;
;3/8/2020 7:00:00 PM;142;48,4;46;20;40;
;3/8/2020 8:00:00 PM;142;49;47;20;40;
;3/8/2020 9:00:00 PM;141,1;50;47;20;40;
;3/8/2020 10:15:42 PM;141,1;50;46;20;30;
;3/8/2020 11:03:57 PM;141,1;50,3;46;19,8;32;
;3/9/2020 12:05:26 AM;140;49,9;45,2;20;30;
;3/9/2020 12:46:36 AM;140,6;49,2;45;20;30;
;3/9/2020 1:57:15 AM;142,6;50,3;45;20;32;
;3/9/2020 3:08:54 AM;141,3;49,5;45;20;32;
;3/9/2020 4:05:58 AM;141,5;48,7;44,5;19,8;35;
;3/9/2020 4:58:29 AM;141,4;49,2;44,6;20;32;
;3/9/2020 6:08:58 AM;141,3;50;45;20;32;
;3/9/2020 7:00:23 AM;141,5;48,9;45;20;32;
;3/9/2020 8:00:02 AM;141,2;45,9;45;20;32;
;3/9/2020 9:00:26 AM;141,4;48,4;45;20;32;
;3/9/2020 10:03:37 AM;141,7;47,4;45;20;32;
063;3/9/2020 2:00:00 PM;140;45;42;20;40;
;3/9/2020 3:00:00 PM;141,4;37;46;20;40;
;3/9/2020 5:00:00 PM;142;48;46;20;40;
;3/9/2020 6:00:00 PM;141;49;45;20;40;
;3/9/2020 7:00:00 PM;14,9;49,7;45;20;40;
;3/9/2020 8:00:00 PM;142;50,4;47,3;20;40;
;3/9/2020 9:00:00 PM;141;50,2;46;20;40;
;3/9/2020 9:56:19 PM;141,7;49,9;45,6;20;30;
;3/9/2020 11:13:12 PM;141,7;50,1;45;20;35;
;3/10/2020 12:04:59 AM;142,1;51,1;44;20,3;32;
;3/10/2020 12:42:10 AM;141,5;50,3;44,5;19,8;32;
;3/10/2020 1:44:42 AM;141,2;49,4;45;20;30;
;3/10/2020 3:21:06 AM;141,4;49,8;45;19,8;30;
;3/10/2020 4:02:00 AM;142,1;49,6;44;19,8;30;
;3/10/2020 5:05:01 AM;142,2;49,2;44;20;32;
;3/10/2020 6:00:08 AM;141,8;48,9;45;20;32;
;3/10/2020 7:00:45 AM;142,3;49,5;45;20;32;
;3/10/2020 8:00:08 AM;142,1;49,3;45;20;32;
;3/10/2020 9:00:21 AM;142;49,3;45;20;32;
;3/10/2020 10:00:28 AM;142;49,4;45;20;32;
;3/10/2020 11:09:44 AM;142;48,4;45;20;32;
;3/10/2020 4:00:00 PM;142;28,3;45;20;40;
064;3/10/2020 10:07:59 AM;142;49,3;45;20;32;
;3/10/2020 2:00:00 PM;142;47;46;20;58;
;3/10/2020 3:00:00 PM;142;48,7;46;20;58;
;3/10/2020 4:00:00 PM;142;48;46;20;58;
;3/10/2020 5:00:00 PM;142;49;48;20;58;
;3/10/2020 6:00:00 PM;142;52;48;20;58;
;3/10/2020 8:00:00 PM;142;49,6;48;20;58;
;3/10/2020 9:00:00 PM;142;51;48;20;58;
;3/10/2020 11:00:38 PM;141,9;49,3;45;20;32;
;3/11/2020 12:03:18 AM;141,8;49,7;45;20;32;
;3/11/2020 1:00:57 AM;141,9;50,4;45;20;32;
;3/11/2020 2:16:35 AM;142;50,3;45;20;32;
;3/11/2020 3:18:00 AM;141,7;50,7;45;20;32;
;3/11/2020 4:00:46 AM;142;50,8;45;20;32;
;3/11/2020 5:00:05 AM;142,4;51,5;45;20;32;
;3/11/2020 6:00:00 AM;142;50,8;48;20;40;
;3/11/2020 8:00:00 AM;141,8;51;47;20;40;
;3/11/2020 10:00:00 AM;142;49,7;46;20;40;
;3/11/2020 11:00:00 AM;142;50;45;20;38;
;3/11/2020 12:00:00 PM;141;48,3;45;20;38;
;3/12/2020 9:00:00 AM;142;49,5;46;20;40;
0645;3/11/2020 7:00:00 AM;141;51;47,5;20;40;
065;3/11/2020 5:00:00 PM;142;44,8;46;20;58;
;3/11/2020 6:00:00 PM;142;44;44;20;58;
;3/11/2020 7:00:00 PM;142;46;46;20;58;
;3/11/2020 8:00:00 PM;142;47;48;20;58;
;3/11/2020 9:00:00 PM;142;48;48;20;58;
;3/11/2020 10:00:00 PM;141,8;48;43;20;32;
;3/11/2020 11:00:00 PM;141,9;50,1;43;20;32;
;3/12/2020 12:01:32 AM;142;50,1;43;20;32;
;3/12/2020 1:03:20 AM;141,6;50;43;20;32;
;3/12/2020 2:00:48 AM;141,8;50,3;43;20;32;
;3/12/2020 3:02:52 AM;141,9;50,2;43;20;32;
;3/12/2020 4:00:50 AM;142,2;50,2;43;20;32;
;3/12/2020 5:16:11 AM;142,2;50,3;45;20;32;
;3/12/2020 6:00:00 AM;142;51;48;20;58;
;3/12/2020 7:00:00 AM;142;50;48;20;58;
;3/12/2020 8:00:00 AM;142;50;48;20;58;
;3/12/2020 9:00:00 AM;142;51;48;20;58;
;3/12/2020 10:00:00 AM;142;50;46;20;58;
;3/12/2020 11:00:00 AM;142;51;46;20;58;
;3/12/2020 12:00:00 PM;142;51;48;20;58;
;3/12/2020 1:00:00 PM;142;49;48;20;58;
;3/12/2020 2:07:30 PM;141,9;50,2;45;20;35;
;3/12/2020 2:57:05 PM;142,1;49,7;45;19,7;28;
;3/12/2020 4:04:18 PM;142;48,8;45;19,8;28;
066;3/12/2020 12:00:00 AM;142;48;45;20;38;
;3/12/2020 9:17:26 PM;142;44,6;42;21;32;
;3/12/2020 10:00:00 PM;142;47;46;20;38;
;3/12/2020 11:00:00 PM;142;48,6;45;20;38;
;3/13/2020 2:00:00 AM;142;48;44;20;38;
;3/13/2020 3:00:00 AM;142;48;45;20;38;
;3/13/2020 3:00:00 AM;142;48,3;44;20;38;
;3/13/2020 4:00:00 AM;142;48;44;20;38;
;3/13/2020 5:00:00 AM;141;50,1;46;20;38;
;3/13/2020 6:00:00 AM;142;51;48;20;58;
;3/13/2020 7:00:00 AM;142;50;48;20;58;
;3/13/2020 8:00:00 AM;142;50,6;48;20;58;
;3/13/2020 9:00:00 AM;142;50;46;20;58;
;3/13/2020 10:00:00 AM;142;50;46;20;58;
;3/13/2020 11:00:00 AM;142;50;46;20;58;
;3/13/2020 12:00:00 PM;142;50;46;20;58;
;3/13/2020 1:00:00 PM;142;50;48;20;58;
;3/13/2020 2:18:47 PM;142,1;47,1;44;20,5;28;
;3/13/2020 2:55:21 PM;142;48,5;45;20;29;
;3/13/2020 4:03:48 PM;142,1;47,7;45;20;28;
;3/13/2020 4:54:43 PM;142,1;48,5;45;20;28;
;3/13/2020 6:10:57 PM;141,9;49;44;20;30;
;3/13/2020 6:57:59 PM;141,8;47,3;44;20,6;28;
067;3/13/2020 9:12:59 PM;142;46,3;43;20,5;28;
;3/13/2020 10:00:00 PM;142;47;46;20;58;
;3/13/2020 11:00:00 PM;142;48;46;20;58;
;3/14/2020 12:00:00 AM;142;48;46;20;58;
;3/14/2020 1:00:00 AM;142;48;46;20;58;
;3/14/2020 2:00:00 AM;142;47;46;20;58;
;3/14/2020 3:00:00 AM;142;47;46;20;58;
;3/14/2020 4:00:00 AM;142;48;48;20;58;
;3/14/2020 5:00:00 AM;142;49;48;20;58;
;3/14/2020 6:11:03 AM;141,9;49,7;44;20,3;26;
;3/14/2020 6:54:49 AM;141,8;49,6;46;20;26;
;3/14/2020 7:58:00 AM;142;49,1;45;20;28;
;3/14/2020 9:05:27 AM;141,8;49;44;20,4;28;
;3/14/2020 9:51:37 AM;142;50;45;20;28;
;3/14/2020 11:15:00 AM;142;50;45;20;28;
;3/14/2020 12:05:01 PM;142;51,2;45;20;28;
;3/14/2020 1:06:08 PM;142,1;51,1;45;20;30;
;3/14/2020 2:00:00 PM;141,9;48,2;45;20;32;
;3/14/2020 3:00:00 PM;141;50,1;45;20;32;
;3/14/2020 4:00:00 PM;142,1;49,9;45;20;32;
;3/14/2020 5:00:00 PM;142,1;49,1;45;20;32;
;3/14/2020 6:00:00 PM;141,9;48,3;45;20;32;
;3/14/2020 7:00:00 PM;141,7;49,8;45;20;32;
;3/14/2020 8:00:00 PM;141,8;49,2;45;20;32;
;3/14/2020 9:00:00 PM;141,8;48,5;45;20;32;
;3/14/2020 10:00:00 PM;142;47;46;20;58;
068;3/15/2020 1:00:00 AM;142;45,6;48;20;58;
;3/15/2020 2:00:00 AM;142;48;48;20;58;
;3/15/2020 3:00:00 AM;142;48;48;20;58;
;3/15/2020 4:00:00 AM;142;47;48;20;58;
;3/15/2020 5:00:00 AM;142;48;48;20;58;
;3/15/2020 6:00:26 AM;141,9;47,9;43;20,4;28;
;3/15/2020 7:20:26 AM;142;48,1;44;20;28;
;3/15/2020 9:18:44 AM;142;48,6;44;20;30;
;3/15/2020 9:55:13 AM;141,9;48,4;44;20;30;
;3/15/2020 11:26:42 AM;142,4;47,1;45;20;30;
;3/15/2020 11:57:27 AM;142;47,9;44;20,3;28;
;3/15/2020 1:19:41 PM;141,8;47,4;43;20,6;28;
;3/15/2020 2:00:00 PM;141,8;46,9;45;20;32;
;3/15/2020 3:00:00 PM;141,9;47,2;45;20;32;
;3/15/2020 4:00:00 PM;141,7;47,4;45;20;32;
;3/15/2020 5:00:00 PM;141,8;46;45;20;32;
;3/15/2020 6:00:00 PM;141,9;47,1;45;20;32;
;3/15/2020 7:00:00 PM;142;48,2;45;20;32;
;3/15/2020 8:00:00 PM;141,7;50,3;45;20;32;
;3/15/2020 9:00:00 PM;141,8;50,1;45;20;32;
;3/15/2020 10:00:00 PM;142;48,6;48;20;58;
;3/15/2020 11:00:00 PM;142;47,5;46;20;58;
;3/16/2020 12:00:00 AM;142;47;46;20;58;
069;3/16/2020 3:00:00 AM;142;44;44;20;58;
;3/16/2020 4:00:00 AM;142;44;46;20;58;
;3/16/2020 5:00:00 AM;142;45;46;20;58;
;3/16/2020 6:09:00 AM;141,7;45,9;41;20,9;26;
;3/16/2020 7:20:29 AM;142,4;46,5;42,8;20,3;26;
;3/16/2020 7:57:46 AM;141,7;47,3;43;20,6;26;
;3/16/2020 8:46:20 AM;141,7;48,4;43;20,5;26;
;3/16/2020 9:53:55 AM;141,7;48,6;43;20,4;26;
;3/16/2020 11:08:36 AM;141,7;48,7;43;20,3;28;
;3/16/2020 12:04:51 PM;141,7;47,9;43,5;20,4;28;
;3/16/2020 12:58:10 PM;141,5;47,4;43;20,3;28;
;3/16/2020 2:00:00 PM;1414;47,3;46;20;38;
;3/16/2020 3:00:00 PM;142;47,6;45;20;39;
;3/16/2020 4:00:00 PM;141,7;48,1;45;20;32;
;3/16/2020 5:00:00 PM;141,7;48,4;44;20;24;
;3/16/2020 6:00:00 PM;141,7;48,7;44;20;24;
;3/16/2020 7:00:00 PM;142;48,6;45;20;24;
;3/16/2020 8:00:00 PM;141,6;48,9;45;20;24;
;3/16/2020 9:00:00 PM;47,8;47,8;45;20;24;
;3/16/2020 10:24:10 PM;141,5;47,1;43;20;30;
;3/16/2020 10:58:04 PM;141,8;46,9;45;20;28;
;3/16/2020 11:59:14 PM;141,8;48,1;44;20,3;28;
;3/17/2020 1:02:14 AM;142;43,8;40;21;26;
;3/17/2020 1:55:00 AM;141,8;44,8;42;20,5;26;
;3/17/2020 3:17:00 AM;141,7;45,8;42;21;26;
;3/17/2020 4:10:03 AM;141,7;46,8;42;20;28;
070;3/17/2020 8:07:09 AM;141,7;45,6;42,5;20;24;
;3/17/2020 9:00:26 AM;141,6;45,9;42;20;24;
;3/17/2020 10:00:00 AM;141,9;45,2;42,8;20;24;
;3/17/2020 11:00:00 AM;141,8;45,1;42;20;24;
;3/17/2020 12:00:00 PM;141,6;46,2;42,5;20;24;
;3/17/2020 1:00:00 PM;141,8;45,8;42;20;24;
;3/17/2020 2:00:00 PM;141,7;47,4;42,8;20;24;
;3/17/2020 3:00:00 PM;141,6;47,1;44;20;24;
;3/17/2020 4:00:00 PM;141,6;46,4;44;20;24;
;3/17/2020 5:00:00 PM;141,6;48,8;44;20;24;
;3/17/2020 6:00:00 PM;141,7;50,1;45;20;40;
;3/17/2020 7:00:00 PM;142;49,5;46;20;40;
;3/17/2020 8:00:00 PM;142;50,3;46;20;38;
;3/17/2020 9:00:00 PM;141,7;50,7;46;20;38;
;3/17/2020 10:00:00 PM;141;50;45;20;38;
;3/17/2020 11:00:00 PM;141;58,3;45;20;38;
;3/18/2020 12:00:00 AM;142;50;46;20;38;
;3/18/2020 1:00:00 AM;141;50;45;20;40;
;3/18/2020 2:00:00 AM;141,7;49,5;45;20;40;
;3/18/2020 3:00:00 AM;141,3;49;46;20;40;
;3/18/2020 5:00:00 AM;141,7;50,7;46;20;40;
071;3/18/2020 5:00:00 AM;141,7;48,8;48,8;20;43;
;3/18/2020 9:00:00 AM;142;41;46;20;58;
;3/18/2020 10:00:00 AM;142;41;46;20;58;
;3/18/2020 11:00:00 AM;142;42;48;20;58;
;3/18/2020 12:00:00 PM;142;44;48;20;58;
;3/18/2020 1:00:00 PM;142;45;48;20;58;
;3/18/2020 2:00:00 PM;142;47,5;48;20;58;
;3/18/2020 3:00:00 PM;142;48,8;48;20;58;
;3/18/2020 4:00:00 PM;142;48;48;20;58;
;3/18/2020 5:00:00 PM;142;48;48;20;58;
;3/18/2020 6:00:00 PM;141;48,3;46;20;38;
;3/18/2020 7:00:00 PM;141;49;46;20;37;
;3/18/2020 8:00:00 PM;141,7;49;45;20;40;
;3/18/2020 9:00:00 PM;141;48;45;20;40;
;3/18/2020 10:00:00 PM;141;46,4;45;20;40;
;3/18/2020 11:00:00 PM;141;47;44;20;40;
;3/19/2020 12:00:00 AM;141;49;44;20;40;
;3/19/2020 1:00:00 AM;141,6;48,3;45;20;38;
;3/19/2020 2:00:00 AM;14142;48,3;44;20;40;
;3/19/2020 3:00:00 AM;141,7;48,5;44;20;40;
;3/19/2020 6:00:00 AM;142;49;48;20;58;
;3/19/2020 7:00:00 AM;142;49;48;20;58;
;3/19/2020 8:00:00 AM;142;47;46;20;58;
;3/19/2020 9:00:00 AM;142;47;46;20;58;
;3/19/2020 10:00:00 AM;142;45;46;20;58;
072;3/19/2020 3:00:00 PM;142;46;48;20;58;
;3/19/2020 4:00:00 PM;142;46;48;20;58;
;3/19/2020 5:00:00 PM;142;46;48;20;58;
;3/19/2020 6:00:00 PM;141,5;46,3;42;20;24;
;3/19/2020 7:00:00 PM;141,5;46,2;42,8;20;24;
;3/19/2020 8:00:00 PM;141,6;46,7;42,6;20;24;
;3/19/2020 9:00:00 PM;142;48,6;42,8;20;24;
;3/19/2020 10:00:00 PM;141,8;49,3;43;20;24;
;3/19/2020 11:00:00 PM;141,2;49,5;42,8;20;24;
;3/20/2020 12:00:59 AM;141,6;48,6;42;20;24;
;3/20/2020 1:06:54 AM;141,7;48,6;43;20;24;
;3/20/2020 2:00:13 AM;141,8;48,7;43;20;24;
;3/20/2020 3:00:43 AM;140,7;48,5;43;20;24;
;3/20/2020 4:00:56 AM;142;48,3;42;20;24;
;3/20/2020 5:11:14 AM;141,7;49,5;43;20;24;
;3/20/2020 6:12:33 AM;141,6;48,9;44;20;25;
;3/20/2020 7:16:10 AM;141,5;49;44;20;25;
;3/20/2020 7:48:19 AM;141,5;49,3;44;20;25;
;3/20/2020 8:48:31 AM;141,7;48,3;44;20;25;
;3/20/2020 10:04:31 AM;145,3;42,5;40;20,5;24;
;3/20/2020 11:02:29 AM;141,5;44,5;41,3;21;24;
;3/20/2020 11:52:45 AM;141,4;43,3;425;21;24;
;3/20/2020 1:13:00 PM;141,4;41,9;40;21;24;
;3/20/2020 2:17:55 PM;141,5;43,2;41;21;25;
073;3/20/2020 3:06:12 PM;141,6;45,6;41,3;21;26;
;3/20/2020 3:48:08 PM;141,6;45,3;43;21;26;
;3/20/2020 5:08:28 PM;141,2;46,8;42,5;20,7;25;
;3/20/2020 6:00:00 PM;142;43;46;20;58;
;3/20/2020 7:00:00 PM;142;45;46;20;58;
;3/20/2020 8:00:00 PM;142;46;46;20;58;
;3/20/2020 9:00:00 PM;142;47,5;48;20;58;
;3/20/2020 10:00:00 PM;142;48;48;20;58;
;3/20/2020 11:00:00 PM;142;48;48;20;58;
