Número de extracción;Fecha/hora;Temperatura de esterilización (°C);Temperatura Salida de Gelatina (°C);Temperatura Salida de agua del condensador (°C);Presión de Vacio (in Hg);Presión de entrada al esterilizador (psi);
;6/19/2020 11:00:00 PM;142;46,6;40;20;42;
;6/20/2020 12:00:00 AM;142;45,4;40;20;42;
;6/20/2020 12:00:00 AM;142;45,4;40;20;42;
;6/20/2020 12:00:00 AM;142;47,1;40;20;41;
;6/20/2020 12:00:00 AM;142;47,1;40;20;41;
;6/20/2020 1:00:00 AM;142;47;40;20;42;
;6/20/2020 1:00:00 AM;142;47;40;20;42;
;6/20/2020 3:00:00 AM;142;48,1;40;20;42;
;6/20/2020 3:00:00 AM;142;48,1;40;20;42;
;6/20/2020 4:00:00 AM;142;48,6;40;20;42;
;6/20/2020 4:00:00 AM;142;48,6;40;20;42;
;6/20/2020 5:00:00 AM;141;50;42;20;42;
;6/20/2020 5:00:00 AM;141;50;42;20;42;
;6/20/2020 6:00:44 AM;142;50,8;40;21;48;
;6/20/2020 6:00:44 AM;142;50,8;40;21;48;
;6/20/2020 7:00:00 AM;142,1;50,2;40;21;48;
;6/20/2020 7:00:00 AM;142,1;50,2;40;21;48;
;6/20/2020 8:10:16 AM;142;50,1;40;21;48;
;6/20/2020 8:10:16 AM;142;50,1;40;21;48;
;6/20/2020 9:00:00 AM;142;50,2;45;21;48;
;6/20/2020 9:00:00 AM;142;50,2;45;21;48;
;6/20/2020 10:00:00 AM;142;46,8;40;21;48;
;6/20/2020 10:00:00 AM;142;46,8;40;21;48;
;6/20/2020 11:00:00 AM;141,9;46;40;21;48;
;6/20/2020 11:00:00 AM;141,9;46;40;21;48;
;6/20/2020 12:00:00 PM;142;48,1;40;21;48;
;6/20/2020 12:00:00 PM;142;48,1;40;21;48;
;6/20/2020 1:00:00 PM;142;46,1;40;21;48;
;6/20/2020 1:00:00 PM;142;46,1;40;21;48;
;6/20/2020 2:00:00 PM;142;45,8;40;21;48;
;6/20/2020 2:00:00 PM;142;45,8;40;21;48;
;6/20/2020 3:00:00 PM;142,2;46,2;40;21;48;
;6/20/2020 3:00:00 PM;142,2;46,2;40;21;48;
;6/20/2020 4:00:00 PM;142,1;45,9;40;21;48;
;6/20/2020 4:00:00 PM;142,1;45,9;40;21;48;
;6/20/2020 5:00:00 PM;142,1;45,1;40;21;48;
;6/20/2020 5:00:00 PM;142,1;45,1;40;21;48;
;6/20/2020 6:00:00 PM;141;47,5;40;20;43;
;6/20/2020 6:00:00 PM;141;47,5;40;20;43;
;6/20/2020 7:00:00 PM;142;45,4;40;20;42;
;6/20/2020 7:00:00 PM;142;45,4;40;20;42;
;6/20/2020 8:00:00 PM;142;45;40;20;42;
;6/20/2020 8:00:00 PM;142;45;40;20;42;
;6/20/2020 9:00:00 PM;142;45,4;40;20;42;
;6/20/2020 9:00:00 PM;142;45,4;40;20;42;
;6/20/2020 10:00:00 PM;142;46;40;20;42;
;6/20/2020 10:00:00 PM;142;46;40;20;42;
;6/20/2020 11:00:00 PM;142;46,3;40;20;42;
;6/20/2020 11:00:00 PM;142;46,3;40;20;42;
;6/21/2020 2:00:00 AM;141,7;45;40;20;42;
;6/21/2020 2:00:00 AM;141,7;45;40;20;42;
;6/21/2020 2:00:00 AM;142;45,1;40;20;42;
;6/21/2020 2:00:00 AM;142;45,1;40;20;42;
;6/21/2020 4:00:00 AM;142;44,7;40;20;42;
;6/21/2020 4:00:00 AM;142;44,7;40;20;42;
;6/21/2020 5:00:00 AM;142;44,1;40;20;42;
;6/21/2020 5:00:00 AM;142;44,1;40;20;42;
152;6/21/2020 1:14:15 AM;14,2;48,2;40;21;46;
;6/21/2020 1:14:15 AM;14,2;48,2;40;21;46;
;6/21/2020 2:12:52 AM;142,1;49,7;40;21;46;
;6/21/2020 2:12:52 AM;142,1;49,7;40;21;46;
;6/21/2020 3:24:43 AM;142,1;46,4;39,8;21;46;
;6/21/2020 3:24:43 AM;142,1;46,4;39,8;21;46;
;6/21/2020 4:09:27 AM;142,1;46,5;40;21;46;
;6/21/2020 4:09:27 AM;142,1;46,5;40;21;46;
;6/21/2020 5:10:48 AM;142,1;46,1;40;20,8;46;
;6/21/2020 5:10:48 AM;142,1;46,1;40;20,8;46;
;6/21/2020 9:11:56 AM;142;42,4;38,5;21;44;
;6/21/2020 9:11:56 AM;142;42,4;38,5;21;44;
;6/21/2020 10:01:10 AM;142,1;49,2;38,9;21;46;
;6/21/2020 10:01:10 AM;142,1;49,2;38,9;21;46;
;6/21/2020 11:21:11 AM;142,1;47,3;39;21;46;
;6/21/2020 11:21:11 AM;142,1;47,3;39;21;46;
;6/21/2020 12:05:49 PM;142,1;47,7;40;20,8;48;
;6/21/2020 12:05:49 PM;142,1;47,7;40;20,8;48;
;6/21/2020 6:00:00 PM;142;45,7;40;20;42;
;6/21/2020 6:00:00 PM;142;45,7;40;20;42;
;6/21/2020 7:00:00 PM;142;46;41;20;43;
;6/21/2020 7:00:00 PM;142;46;41;20;43;
;6/21/2020 8:00:00 PM;142;45,6;40;20;43;
;6/21/2020 8:00:00 PM;142;45,6;40;20;43;
;6/21/2020 9:00:00 PM;142;46,4;40;20;43;
;6/21/2020 9:00:00 PM;142;46,4;40;20;43;
;6/21/2020 10:00:00 PM;142;46,6;40;20;43;
;6/21/2020 10:00:00 PM;142;46,6;40;20;43;
;6/21/2020 11:00:00 PM;142;45,6;40;20;43;
;6/21/2020 11:00:00 PM;142;45,6;40;20;43;
;6/22/2020 1:00:00 AM;142;46,2;40;20;43;
;6/22/2020 1:00:00 AM;142;46,2;40;20;43;
;6/22/2020 1:13:54 AM;142;46;40;21;46;
;6/22/2020 1:13:54 AM;142;46;40;21;46;
;6/22/2020 2:00:00 AM;142;46,5;40;20;43;
;6/22/2020 2:00:00 AM;142;46,5;40;20;43;
;6/22/2020 2:10:05 AM;142,1;47,1;39,8;21;46;
;6/22/2020 2:10:05 AM;142,1;47,1;39,8;21;46;
;6/22/2020 3:00:00 AM;142;45,8;40;20;43;
;6/22/2020 3:00:00 AM;142;45,8;40;20;43;
;6/22/2020 3:24:05 AM;142,1;46,4;40;21;46;
;6/22/2020 3:24:05 AM;142,1;46,4;40;21;46;
;6/22/2020 3:53:16 AM;142,1;47,1;40;21;45;
;6/22/2020 3:53:16 AM;142,1;47,1;40;21;45;
;6/22/2020 4:00:00 AM;142;45,6;40;20;43;
;6/22/2020 4:00:00 AM;142;45,6;40;20;43;
;6/22/2020 5:00:00 AM;142;46,1;40;20;43;
;6/22/2020 5:00:00 AM;142;46,1;40;20;43;
;6/22/2020 5:00:48 AM;142,1;47,6;40;21;46;
;6/22/2020 5:00:48 AM;142,1;47,6;40;21;46;
;6/22/2020 5:46:41 AM;142;45,7;40;21;46;
;6/22/2020 5:46:41 AM;142;45,7;40;21;46;
;6/22/2020 6:05:48 AM;142;45,5;40;21;46;
;6/22/2020 6:05:48 AM;142;45,5;40;21;46;
;6/22/2020 7:07:15 AM;142;46,2;41;21;46;
;6/22/2020 7:07:15 AM;142;46,2;41;21;46;
;6/22/2020 7:54:55 AM;142;45,7;40;21;46;
;6/22/2020 7:54:55 AM;142;45,7;40;21;46;
;6/22/2020 8:57:11 AM;142,1;45,5;40;21;46;
;6/22/2020 8:57:11 AM;142,1;45,5;40;21;46;
;6/22/2020 9:59:05 AM;142,1;47,4;40;21;46;
;6/22/2020 9:59:05 AM;142,1;47,4;40;21;46;
;6/22/2020 11:27:08 AM;142;45,9;40;21;46;
;6/22/2020 11:27:08 AM;142;45,9;40;21;46;
;6/22/2020 12:09:21 PM;142;46,8;38,8;21;46;
;6/22/2020 12:09:21 PM;142;46,8;38,8;21;46;
;6/22/2020 7:00:00 PM;142;48,6;40;21;48;
;6/22/2020 7:00:00 PM;142;48,6;40;21;48;
;6/22/2020 8:00:00 PM;142,1;445,6;40;21;48;
;6/22/2020 8:00:00 PM;142,1;445,6;40;21;48;
;6/22/2020 9:00:00 PM;142,1;46,3;40;21;48;
;6/22/2020 9:00:00 PM;142,1;46,3;40;21;48;
;6/22/2020 10:00:00 PM;142;46,5;40;21;48;
;6/22/2020 10:00:00 PM;142;46,5;40;21;48;
;6/22/2020 11:00:00 PM;142,1;46,7;40;21;48;
;6/22/2020 11:00:00 PM;142,1;46,7;40;21;48;
;6/23/2020 12:00:00 AM;142,1;46,4;40;21;48;
;6/23/2020 12:00:00 AM;142,1;46,4;40;21;48;
;6/23/2020 1:00:00 AM;142,1;45,3;40;21;48;
;6/23/2020 1:00:00 AM;142,1;45,3;40;21;48;
;6/23/2020 1:15:08 AM;142,2;48,1;40;21;46;
;6/23/2020 1:15:08 AM;142,2;48,1;40;21;46;
;6/23/2020 2:00:00 AM;142;45,6;40;21;48;
;6/23/2020 2:00:00 AM;142;45,6;40;21;48;
;6/23/2020 2:10:13 AM;142,1;46,7;40;21;46;
;6/23/2020 2:10:13 AM;142,1;46,7;40;21;46;
;6/23/2020 3:00:00 AM;142,1;45,6;40;21;48;
;6/23/2020 3:00:00 AM;142,1;45,6;40;21;48;
;6/23/2020 3:07:43 AM;142,2;44,8;41;21;46;
;6/23/2020 3:07:43 AM;142,2;44,8;41;21;46;
;6/23/2020 4:00:00 AM;142,1;45,7;40;21;48;
;6/23/2020 4:00:00 AM;142,1;45,7;40;21;48;
;6/23/2020 4:01:35 AM;142,2;44,8;39,8;21;46;
;6/23/2020 4:01:35 AM;142,2;44,8;39,8;21;46;
;6/23/2020 5:00:00 AM;142,1;45,5;40;21;48;
;6/23/2020 5:00:00 AM;142,1;45,5;40;21;48;
;6/23/2020 5:03:40 AM;142,2;45,5;40;21;46;
;6/23/2020 5:03:40 AM;142,2;45,5;40;21;46;
;6/23/2020 5:44:49 AM;142;44,1;40;21;46;
;6/23/2020 5:44:49 AM;142;44,1;40;21;46;
;6/23/2020 6:00:00 AM;142,1;45,3;40;21;48;
;6/23/2020 6:00:00 AM;142,1;45,3;40;21;48;
;6/23/2020 7:08:47 AM;142,1;45,3;39,8;21,2;46;
;6/23/2020 7:08:47 AM;142,1;45,3;39,8;21,2;46;
;6/23/2020 7:43:28 AM;142;46;40;21;46;
;6/23/2020 7:43:28 AM;142;46;40;21;46;
;6/23/2020 9:05:27 AM;142,1;46,8;38,9;21;45;
;6/23/2020 9:05:27 AM;142,1;46,8;38,9;21;45;
;6/23/2020 9:55:58 AM;142,1;44,7;39;21;45;
;6/23/2020 9:55:58 AM;142,1;44,7;39;21;45;
;6/23/2020 11:01:21 AM;142,1;44;39,8;21;46;
;6/23/2020 11:01:21 AM;142,1;44;39,8;21;46;
;6/23/2020 12:16:45 PM;142,1;44,6;39,8;21;46;
;6/23/2020 12:16:45 PM;142,1;44,6;39,8;21;46;
;6/23/2020 7:00:00 PM;142,1;47,5;40;21;48;
;6/23/2020 7:00:00 PM;142,1;47,5;40;21;48;
;6/23/2020 8:00:00 PM;142,1;47,9;40;21;48;
;6/23/2020 8:00:00 PM;142,1;47,9;40;21;48;
;6/23/2020 9:00:00 PM;142;46,7;40;21;48;
;6/23/2020 9:00:00 PM;142;46,7;40;21;48;
;6/23/2020 10:00:00 PM;142,1;46,4;40;21;48;
;6/23/2020 10:00:00 PM;142,1;46,4;40;21;48;
;6/23/2020 11:00:00 PM;142,1;46,9;40;21;48;
;6/23/2020 11:00:00 PM;142,1;46,9;40;21;48;
;6/24/2020 12:00:00 AM;142;46,2;40;21;48;
;6/24/2020 12:00:00 AM;142;46,2;40;21;48;
;6/24/2020 1:00:00 AM;142,1;45,6;40;21;48;
;6/24/2020 1:00:00 AM;142,1;45,6;40;21;48;
;6/24/2020 2:00:00 AM;142;45,5;40;21;48;
;6/24/2020 2:00:00 AM;142;45,5;40;21;48;
;6/24/2020 3:00:00 AM;142,1;45,1;40;21;48;
;6/24/2020 3:00:00 AM;142,1;45,1;40;21;48;
;6/24/2020 4:06:49 AM;142;47,8;40;21;48;
;6/24/2020 4:06:49 AM;142;47,8;40;21;48;
;6/24/2020 5:00:08 AM;142,1;45,7;40;21;48;
;6/24/2020 5:00:08 AM;142,1;45,7;40;21;48;
153;6/24/2020 6:08:35 AM;146,5;46,5;41,7;20,7;52;
;6/24/2020 6:08:35 AM;146,5;46,5;41,7;20,7;52;
;6/24/2020 6:08:35 AM;146,5;46,5;41,7;20,7;52;
;6/24/2020 7:55:53 AM;142,3;47,9;43;20,5;48;
;6/24/2020 7:55:53 AM;142,3;47,9;43;20,5;48;
;6/24/2020 7:55:53 AM;142,3;47,9;43;20,5;48;
;6/24/2020 9:03:04 AM;142;46,7;41;21;46;
;6/24/2020 9:03:04 AM;142;46,7;41;21;46;
;6/24/2020 9:03:04 AM;142;46,7;41;21;46;
;6/24/2020 10:00:00 AM;142;43,6;39;21;46;
;6/24/2020 10:00:00 AM;142;43,6;39;21;46;
;6/24/2020 10:00:00 AM;142;43,6;39;21;46;
;6/24/2020 10:17:15 AM;142,5;46,2;41;21;46;
;6/24/2020 10:17:15 AM;142,5;46,2;41;21;46;
;6/24/2020 10:17:15 AM;142,5;46,2;41;21;46;
;6/24/2020 11:00:00 AM;142;45,8;39;21;46;
;6/24/2020 11:00:00 AM;142;45,8;39;21;46;
;6/24/2020 11:00:00 AM;142;45,8;39;21;46;
;6/24/2020 11:23:29 AM;142;46,3;42;21;46;
;6/24/2020 11:23:29 AM;142;46,3;42;21;46;
;6/24/2020 11:23:29 AM;142;46,3;42;21;46;
;6/24/2020 12:00:00 PM;142;47,2;39;21;46;
;6/24/2020 12:00:00 PM;142;47,2;39;21;46;
;6/24/2020 12:00:00 PM;142;47,2;39;21;46;
;6/24/2020 1:00:00 PM;142;48,3;39;21;46;
;6/24/2020 1:00:00 PM;142;48,3;39;21;46;
;6/24/2020 1:00:00 PM;142;48,3;39;21;46;
;6/24/2020 2:00:00 PM;142;46;39;21;46;
;6/24/2020 2:00:00 PM;142;46;39;21;46;
;6/24/2020 2:00:00 PM;142;46;39;21;46;
;6/24/2020 3:00:00 PM;142;46,2;39;21;46;
;6/24/2020 3:00:00 PM;142;46,2;39;21;46;
;6/24/2020 3:00:00 PM;142;46,2;39;21;46;
;6/24/2020 4:00:00 PM;142;45,1;39;21;46;
;6/24/2020 4:00:00 PM;142;45,1;39;21;46;
;6/24/2020 4:00:00 PM;142;45,1;39;21;46;
;6/24/2020 5:00:00 PM;142;46,1;39;21;46;
;6/24/2020 5:00:00 PM;142;46,1;39;21;46;
;6/24/2020 5:00:00 PM;142;46,1;39;21;46;
;6/25/2020 1:16:42 AM;142;45,9;41;21;46;
;6/25/2020 1:16:42 AM;142;45,9;41;21;46;
;6/25/2020 1:16:42 AM;142;45,9;41;21;46;
;6/25/2020 2:01:02 AM;142,1;46,6;41;21;46;
;6/25/2020 2:01:02 AM;142,1;46,6;41;21;46;
;6/25/2020 2:01:02 AM;142,1;46,6;41;21;46;
;6/25/2020 3:13:03 AM;142,1;46,1;41;21;46;
;6/25/2020 3:13:03 AM;142,1;46,1;41;21;46;
;6/25/2020 3:13:03 AM;142,1;46,1;41;21;46;
;6/25/2020 4:02:24 AM;142;45,8;40;21;46;
;6/25/2020 4:02:24 AM;142;45,8;40;21;46;
;6/25/2020 4:02:24 AM;142;45,8;40;21;46;
;6/25/2020 5:28:53 AM;142,1;47,7;40;21;46;
;6/25/2020 5:28:53 AM;142,1;47,7;40;21;46;
;6/25/2020 5:28:53 AM;142,1;47,7;40;21;46;
;6/25/2020 6:00:00 AM;142;46;41;20;43;
;6/25/2020 6:00:00 AM;142;46;41;20;43;
;6/25/2020 6:00:00 AM;142;46;41;20;43;
;6/25/2020 6:21:58 AM;142,2;44,6;41;21;46;
;6/25/2020 6:21:58 AM;142,2;44,6;41;21;46;
;6/25/2020 6:21:58 AM;142,2;44,6;41;21;46;
;6/25/2020 7:00:00 AM;142;46;42;20;43;
;6/25/2020 7:00:00 AM;142;46;42;20;43;
;6/25/2020 7:00:00 AM;142;46;42;20;43;
;6/25/2020 7:16:24 AM;142,1;4,7;41;20,8;45;
;6/25/2020 7:16:24 AM;142,1;4,7;41;20,8;45;
;6/25/2020 7:16:24 AM;142,1;4,7;41;20,8;45;
;6/25/2020 8:00:00 AM;142;49,5;42;20;43;
;6/25/2020 8:00:00 AM;142;49,5;42;20;43;
;6/25/2020 8:00:00 AM;142;49,5;42;20;43;
;6/25/2020 8:04:39 AM;141,9;47,5;41;21;45;
;6/25/2020 8:04:39 AM;141,9;47,5;41;21;45;
;6/25/2020 8:04:39 AM;141,9;47,5;41;21;45;
;6/25/2020 9:00:00 AM;142;46,7;42;20;43;
;6/25/2020 9:00:00 AM;142;46,7;42;20;43;
;6/25/2020 9:00:00 AM;142;46,7;42;20;43;
;6/25/2020 9:20:02 AM;141,8;47,8;40;20,8;45;
;6/25/2020 9:20:02 AM;141,8;47,8;40;20,8;45;
;6/25/2020 9:20:02 AM;141,8;47,8;40;20,8;45;
;6/25/2020 10:00:00 AM;142;46,8;42;20;43;
;6/25/2020 10:00:00 AM;142;46,8;42;20;43;
;6/25/2020 10:00:00 AM;142;46,8;42;20;43;
;6/25/2020 10:12:30 AM;142,4;47,9;40;21;46;
;6/25/2020 10:12:30 AM;142,4;47,9;40;21;46;
;6/25/2020 10:12:30 AM;142,4;47,9;40;21;46;
;6/25/2020 11:14:20 AM;142;48,2;43;20,4;46;
;6/25/2020 11:14:20 AM;142;48,2;43;20,4;46;
;6/25/2020 11:14:20 AM;142;48,2;43;20,4;46;
;6/25/2020 12:00:00 PM;142;47,3;42;20;43;
;6/25/2020 12:00:00 PM;142;47,3;42;20;43;
;6/25/2020 12:00:00 PM;142;47,3;42;20;43;
;6/25/2020 12:15:07 PM;142;46,2;41;21;46;
;6/25/2020 12:15:07 PM;142;46,2;41;21;46;
;6/25/2020 12:15:07 PM;142;46,2;41;21;46;
;6/25/2020 4:00:00 PM;142;47,5;42;20;43;
;6/25/2020 4:00:00 PM;142;47,5;42;20;43;
;6/25/2020 4:00:00 PM;142;47,5;42;20;43;
;6/25/2020 5:00:00 PM;142;46,8;42;20;41;
;6/25/2020 5:00:00 PM;142;46,8;42;20;41;
;6/25/2020 5:00:00 PM;142;46,8;42;20;41;
;6/26/2020 1:58:26 AM;142;47,5;40;20,5;45;
;6/26/2020 1:58:26 AM;142;47,5;40;20,5;45;
;6/26/2020 1:58:26 AM;142;47,5;40;20,5;45;
;6/26/2020 3:02:08 AM;141,7;47,5;40;21;46;
;6/26/2020 3:02:08 AM;141,7;47,5;40;21;46;
;6/26/2020 3:02:08 AM;141,7;47,5;40;21;46;
;6/26/2020 4:06:06 AM;142,2;48,2;42,8;20,3;44;
;6/26/2020 4:06:06 AM;142,2;48,2;42,8;20,3;44;
;6/26/2020 4:06:06 AM;142,2;48,2;42,8;20,3;44;
;6/26/2020 4:59:16 AM;142,1;47,6;41,8;2,4;45;
;6/26/2020 4:59:16 AM;142,1;47,6;41,8;2,4;45;
;6/26/2020 4:59:16 AM;142,1;47,6;41,8;2,4;45;
;6/26/2020 6:00:00 AM;142;47,2;42;20;43;
;6/26/2020 6:00:00 AM;142;47,2;42;20;43;
;6/26/2020 6:00:00 AM;142;47,2;42;20;43;
;6/26/2020 7:00:00 AM;142;47,6;42;20;43;
;6/26/2020 7:00:00 AM;142;47,6;42;20;43;
;6/26/2020 7:00:00 AM;142;47,6;42;20;43;
;6/26/2020 8:00:00 AM;142;48,4;42;2043;75079583;
;6/26/2020 8:00:00 AM;142;48,4;42;2043;75079583;
;6/26/2020 8:00:00 AM;142;48,4;42;2043;75079583;
;6/26/2020 9:00:00 AM;142;48,2;42;20;43;
;6/26/2020 9:00:00 AM;142;48,2;42;20;43;
;6/26/2020 9:00:00 AM;142;48,2;42;20;43;
;6/26/2020 10:00:00 AM;141,8;48,3;42;20;43;
;6/26/2020 10:00:00 AM;141,8;48,3;42;20;43;
;6/26/2020 10:00:00 AM;141,8;48,3;42;20;43;
;6/26/2020 11:00:00 AM;142;47,5;42;20;43;
;6/26/2020 11:00:00 AM;142;47,5;42;20;43;
;6/26/2020 11:00:00 AM;142;47,5;42;20;43;
;6/26/2020 12:00:00 PM;142;48,7;42;20;43;
;6/26/2020 12:00:00 PM;142;48,7;42;20;43;
;6/26/2020 12:00:00 PM;142;48,7;42;20;43;
;6/26/2020 12:27:17 PM;142,1;447,5;42;21;46;
;6/26/2020 12:27:17 PM;142,1;447,5;42;21;46;
;6/26/2020 12:27:17 PM;142,1;447,5;42;21;46;
;6/26/2020 12:59:39 PM;141,9;46;41;20,5;44;
;6/26/2020 12:59:39 PM;141,9;46;41;20,5;44;
;6/26/2020 12:59:39 PM;141,9;46;41;20,5;44;
;6/26/2020 1:00:00 PM;142;48;42;20;43;
;6/26/2020 1:00:00 PM;142;48;42;20;43;
;6/26/2020 1:00:00 PM;142;48;42;20;43;
;6/26/2020 2:00:00 PM;142;48,3;42;20;43;
;6/26/2020 2:00:00 PM;142;48,3;42;20;43;
;6/26/2020 2:00:00 PM;142;48,3;42;20;43;
;6/26/2020 3:00:00 PM;142;48;42;20;43;
;6/26/2020 3:00:00 PM;142;48;42;20;43;
;6/26/2020 3:00:00 PM;142;48;42;20;43;
;6/26/2020 4:00:00 PM;142;48,3;43;20;43;
;6/26/2020 4:00:00 PM;142;48,3;43;20;43;
;6/26/2020 4:00:00 PM;142;48,3;43;20;43;
;6/26/2020 5:00:00 PM;142;459,1;42;20;43;
;6/26/2020 5:00:00 PM;142;459,1;42;20;43;
;6/26/2020 5:00:00 PM;142;459,1;42;20;43;
;6/26/2020 6:00:00 PM;142;49;44;20,5;44;
;6/26/2020 6:00:00 PM;142;49;44;20,5;44;
;6/26/2020 6:00:00 PM;142;49;44;20,5;44;
;6/26/2020 7:00:00 PM;142;49,4;44;20,5;44;
;6/26/2020 7:00:00 PM;142;49,4;44;20,5;44;
;6/26/2020 7:00:00 PM;142;49,4;44;20,5;44;
;6/26/2020 8:00:00 PM;142;49,7;44;20,5;44;
;6/26/2020 8:00:00 PM;142;49,7;44;20,5;44;
;6/26/2020 8:00:00 PM;142;49,7;44;20,5;44;
;6/26/2020 9:00:00 PM;142;49,8;44;20,5;44;
;6/26/2020 9:00:00 PM;142;49,8;44;20,5;44;
;6/26/2020 9:00:00 PM;142;49,8;44;20,5;44;
;6/26/2020 10:00:00 PM;142;48,1;44;20,5;44;
;6/26/2020 10:00:00 PM;142;48,1;44;20,5;44;
;6/26/2020 10:00:00 PM;142;48,1;44;20,5;44;
;6/26/2020 11:00:00 PM;142;48,3;44;20,5;44;
;6/26/2020 11:00:00 PM;142;48,3;44;20,5;44;
;6/26/2020 11:00:00 PM;142;48,3;44;20,5;44;
;6/27/2020 12:00:00 AM;142;47,4;43;20,5;44;
;6/27/2020 12:00:00 AM;142;47,4;43;20,5;44;
;6/27/2020 12:00:00 AM;142;47,4;43;20,5;44;
;6/27/2020 1:00:00 AM;142;47,9;43;20,5;44;
;6/27/2020 1:00:00 AM;142;47,9;43;20,5;44;
;6/27/2020 1:00:00 AM;142;47,9;43;20,5;44;
;6/27/2020 2:00:00 AM;142;47,8;43;20,5;44;
;6/27/2020 2:00:00 AM;142;47,8;43;20,5;44;
;6/27/2020 2:00:00 AM;142;47,8;43;20,5;44;
;6/27/2020 3:00:00 AM;142;47,5;43;20,5;44;
;6/27/2020 3:00:00 AM;142;47,5;43;20,5;44;
;6/27/2020 3:00:00 AM;142;47,5;43;20,5;44;
;6/27/2020 4:00:00 AM;142;47,2;43;20,5;44;
;6/27/2020 4:00:00 AM;142;47,2;43;20,5;44;
;6/27/2020 4:00:00 AM;142;47,2;43;20,5;44;
;6/27/2020 5:00:00 AM;142;46,9;43;20,5;44;
;6/27/2020 5:00:00 AM;142;46,9;43;20,5;44;
;6/27/2020 5:00:00 AM;142;46,9;43;20,5;44;
;6/27/2020 6:00:07 AM;142,1;46,4;40;21;48;
;6/27/2020 6:00:07 AM;142,1;46,4;40;21;48;
;6/27/2020 6:00:07 AM;142,1;46,4;40;21;48;
;6/27/2020 7:00:09 AM;142,1;46,4;40;21;48;
;6/27/2020 7:00:09 AM;142,1;46,4;40;21;48;
;6/27/2020 7:00:09 AM;142,1;46,4;40;21;48;
;6/27/2020 8:00:31 AM;142,1;45,1;40;21;48;
;6/27/2020 8:00:31 AM;142,1;45,1;40;21;48;
;6/27/2020 8:00:31 AM;142,1;45,1;40;21;48;
;6/27/2020 9:00:53 AM;142,1;47,1;40;21;48;
;6/27/2020 9:00:53 AM;142,1;47,1;40;21;48;
;6/27/2020 9:00:53 AM;142,1;47,1;40;21;48;
;6/27/2020 10:06:56 AM;142;46,8;40;21;48;
;6/27/2020 10:06:56 AM;142;46,8;40;21;48;
;6/27/2020 10:06:56 AM;142;46,8;40;21;48;
;6/27/2020 11:00:28 AM;142;46,6;40;21;48;
;6/27/2020 11:00:28 AM;142;46,6;40;21;48;
;6/27/2020 11:00:28 AM;142;46,6;40;21;48;
;6/27/2020 12:00:00 PM;142;46,2;40;21;48;
;6/27/2020 12:00:00 PM;142;46,2;40;21;48;
;6/27/2020 12:00:00 PM;142;46,2;40;21;48;
;6/27/2020 1:00:00 PM;142;46,7;40;21;48;
;6/27/2020 1:00:00 PM;142;46,7;40;21;48;
;6/27/2020 1:00:00 PM;142;46,7;40;21;48;
;6/27/2020 2:00:00 PM;142,1;46,4;40;21;48;
;6/27/2020 2:00:00 PM;142,1;46,4;40;21;48;
;6/27/2020 2:00:00 PM;142,1;46,4;40;21;48;
;6/27/2020 3:00:00 PM;142,1;46,2;40;21;48;
;6/27/2020 3:00:00 PM;142,1;46,2;40;21;48;
;6/27/2020 3:00:00 PM;142,1;46,2;40;21;48;
;6/27/2020 5:00:00 PM;142,1;46,9;40;21;48;
;6/27/2020 5:00:00 PM;142,1;46,9;40;21;48;
;6/27/2020 5:00:00 PM;142,1;46,9;40;21;48;
;6/27/2020 6:00:00 PM;142;46,8;42;20;43;
;6/27/2020 6:00:00 PM;142;46,8;42;20;43;
;6/27/2020 6:00:00 PM;142;46,8;42;20;43;
;6/27/2020 7:00:00 PM;142;47,1;42;20;43;
;6/27/2020 7:00:00 PM;142;47,1;42;20;43;
;6/27/2020 7:00:00 PM;142;47,1;42;20;43;
;6/27/2020 8:00:00 PM;142;47,2;41;20;43;
;6/27/2020 8:00:00 PM;142;47,2;41;20;43;
;6/27/2020 8:00:00 PM;142;47,2;41;20;43;
;6/27/2020 9:00:00 PM;142;47,2;41;20;43;
;6/27/2020 9:00:00 PM;142;47,2;41;20;43;
;6/27/2020 9:00:00 PM;142;47,2;41;20;43;
;6/27/2020 10:00:00 PM;142;47;41;20;43;
;6/27/2020 10:00:00 PM;142;47;41;20;43;
;6/27/2020 10:00:00 PM;142;47;41;20;43;
;6/27/2020 11:00:00 PM;142;47,3;40;20;43;
;6/27/2020 11:00:00 PM;142;47,3;40;20;43;
;6/27/2020 11:00:00 PM;142;47,3;40;20;43;
;6/28/2020 2:00:00 AM;40;48,2;40;20;43;
;6/28/2020 2:00:00 AM;40;48,2;40;20;43;
;6/28/2020 2:00:00 AM;40;48,2;40;20;43;
;6/28/2020 3:00:00 AM;41;49;40;20;43;
;6/28/2020 3:00:00 AM;41;49;40;20;43;
;6/28/2020 3:00:00 AM;41;49;40;20;43;
;6/28/2020 4:00:00 AM;142;46,8;40;20;43;
;6/28/2020 4:00:00 AM;142;46,8;40;20;43;
;6/28/2020 4:00:00 AM;142;46,8;40;20;43;
;6/28/2020 5:00:00 AM;142;48,4;40;20;43;
;6/28/2020 5:00:00 AM;142;48,4;40;20;43;
;6/28/2020 5:00:00 AM;142;48,4;40;20;43;
154;6/28/2020 1:00:00 PM;142;42,7;40;21;48;
;6/28/2020 1:00:00 PM;142;42,7;40;21;48;
;6/28/2020 1:00:00 PM;142;42,7;40;21;48;
