Número de extracción;Fecha;Hora;Peróxido de hidrogeno (ppm);Dióxido de azufre (ppm);NTU L1;NTU L3;NTU FP 1;NTU FP2;NTU FP 3;NTU FP 4
108;2018-04-25;9:00;34;25;120;92;25;ND;ND;28
108;2018-04-25;11:00;19;38;138;100;33;28;ND;31
108;2018-04-25;13:00;129;0;192;220;45;70;ND;39
108;2018-04-25;15:00;7;0;205;219;ND;72;ND;52
108;2018-04-25;17:00;138;36;243;163;70;64;ND;48
108;2018-04-25;19:00;6;0;290;321;99;89;ND;74
108;2018-04-25;21:00;31;30;ND;ND;ND;ND;ND;ND
108;2018-04-25;23:00;20;0;214;240;77;67;ND;76
108;2018-04-26;1:00;56;40;280;ND;57;89;ND;ND
108;2018-04-26;2:00;34;24;ND;ND;ND;ND;ND;ND
108;2018-04-26;3:00;20;0;207;ND;40;ND;ND;ND
109;2018-04-26;5:00;ND;ND;ND;ND;ND;ND;ND;ND
109;2018-04-26;7:00;ND;ND;ND;50;ND;ND;ND;17
109;2018-04-26;11:00;115;25;169;73;ND;61;ND;39
109;2018-04-26;13:00;8;0;180;74;43;40;ND;32
109;2018-04-26;15:00;30;24;255;103;58;53;ND;38
109;2018-04-26;17:00;127;9;239;204;67;62;ND;49
109;2018-04-26;19:00;5;15;218;183;73;70;ND;ND
109;2018-04-26;21:00;30;16;319;162;86;ND;ND;ND
109;2018-04-26;23:00;20;24;324;164;99;ND;ND;ND
109;2018-04-27;1:00;40;21;183;ND;ND;56;ND;ND
109;2018-04-27;3:00;136;30;503;ND;ND;64;ND;ND
109;2018-04-27;5:00;122;21;ND;ND;ND;75;ND;ND
110;2018-04-27;7:00;ND;ND;ND;ND;ND;ND;ND;ND
110;2018-04-27;9:00;ND;ND;ND;24;ND;14;ND;29
110;2018-04-27;11:00;ND;ND;125;58;53;22;ND;37
110;2018-04-27;13:00;72;12;128;95;36;34;ND;25
110;2018-04-27;15:00;2;9;117;138;47;42;ND;36
110;2018-04-27;17:00;121;29;124;209;63;56;ND;43
110;2018-04-27;19:00;64;8;168;197;67;69;ND;56
110;2018-04-27;21:00;66;22;172;252;51;53;ND;64
110;2018-04-27;23:00;20;0;137;151;52;40;ND;69
110;2018-04-28;1:00;51;40;116;142;54;52;ND;ND
110;2018-04-28;2:00;72;16;ND;ND;ND;ND;ND;ND
110;2018-04-28;3:00;ND;0;183;ND;53;ND;ND;85
110;2018-04-28;5:00;104;15;106;ND;39;ND;ND;53
110;2018-04-28;7:00;7;29;ND;ND;32;ND;ND;48
110;2018-04-28;9:00;33;33;ND;ND;ND;ND;ND;ND
111;2018-04-28;9:00;ND;ND;315;ND;ND;ND;ND;ND
111;2018-04-28;11:00;ND;ND;183;83;ND;47;ND;ND
111;2018-04-28;13:00;ND;ND;118;78;ND;40;ND;45
111;2018-04-28;15:00;5;39;144;86;45;36;ND;40
111;2018-04-28;17:00;10;25;134;37;42;37;ND;37
111;2018-04-28;19:00;25;2;121;40;51;ND;ND;46
111;2018-04-28;21:00;25;21;153;141;ND;61;ND;45
111;2018-04-28;23:00;50;28;141;171;ND;49;ND;64
111;2018-04-29;1:00;61;35;136;157;65;63;ND;ND
111;2018-04-29;3:00;30;3;110;179;50;50;ND;32
111;2018-04-29;5:00;124;21;142;ND;78;ND;ND;36
111;2018-04-29;7:00;2;11;106;ND;47;ND;ND;29
112;2018-04-29;9:00;80;11;ND;ND;ND;ND;ND;ND
112;2018-04-29;11:00;66;ND;107;32;ND;30;ND;39
112;2018-04-29;13:00;ND;ND;ND;36;27;26;ND;17
112;2018-04-29;15:00;45;3;110;44;40;34;ND;23
112;2018-04-29;17:00;114;2;130;67;39;38;ND;23
112;2018-04-29;19:00;18;36;151;75;55;49;ND;27
112;2018-04-29;21:00;98;39;155;89;49;ND;ND;30
112;2018-04-29;23:00;30;6;234;114;51;ND;ND;40
112;2018-04-30;1:00;107;11;178;136;68;64;ND;38
112;2018-04-30;3:00;5;39;208;164;90;88;ND;23
112;2018-04-30;5:00;59;10;82;108;ND;61;ND;ND
112;2018-04-30;7:00;64;12;67;61;ND;35;ND;ND
112;2018-04-30;9:00;145;36;ND;ND;ND;46;ND;ND
112;2018-04-30;11:00;6;32;26;35;ND;ND;ND;ND
113;2018-04-30;13:00;ND;ND;ND;ND;ND;ND;ND;ND
113;2018-04-30;15:00;ND;ND;ND;ND;ND;ND;ND;ND
113;2018-04-30;17:00;80;26;161;66;52;ND;ND;20
113;2018-04-30;19:00;8;31;154;75;62;ND;ND;33
113;2018-04-30;21:00;60;5;146;83;64;57;ND;33
113;2018-04-30;23:00;10;10;152;96;77;64;ND;34
113;2018-05-01;1:00;103;26;149;165;62;54;ND;45
113;2018-05-01;3:00;20;28;179;200;65;54;ND;48
113;2018-05-01;5:00;113;11;178;190;78;63;ND;65
113;2018-05-01;7:00;20;1;159;276;71;52;ND;80
113;2018-05-01;9:00;131;1;221;257;ND;ND;ND;56
113;2018-05-01;11:00;20;3;134;ND;ND;67;ND;ND
113;2018-05-01;13:00;144;19;ND;ND;ND;86;ND;ND
113;2018-01-05;15:00;16;17;ND;ND;ND;ND;ND;ND
114;2018-05-01;17:00;ND;ND;186;29;ND;ND;ND;22
114;2018-05-01;19:00;ND;ND;ND;ND;ND;ND;ND;ND
114;2018-05-01;21:00;83;25;200;58;ND;127;ND;34
114;2018-05-01;23:00;42;14;142;58;ND;195;ND;49
114;2018-05-02;1:00;10;15;236;74;45;ND;ND;36
114;2018-05-02;3:00;25;2;213;158;55;54;ND;60
114;2018-05-02;5:00;99;40;228;178;66;58;ND;64
114;2018-05-02;6:00;78;28;ND;ND;ND;ND;ND;ND
114;2018-05-02;7:00;8;36;289;211;ND;83;ND;38
114;2018-05-02;9:00;96;24;235;281;ND;83;ND;74
114;2018-05-02;11:00;2;8;313;265;85;75;ND;ND
114;2018-05-02;13:00;8;15;274;135;105;ND;ND;98
114;2018-05-02;15:00;11;10;281;61;69;ND;ND;60
114;2018-05-02;17:00;47;36;507;ND;88;ND;ND;44
114;2018-05-02;19:00;72;12;ND;ND;444;34;ND;73
114;2018-05-02;23:00;35;29;ND;ND;ND;ND;ND;ND
115;2018-05-03;1:00;ND;ND;ND;ND;ND;ND;ND;ND
115;2018-05-03;3:00;ND;ND;417;161;39;ND;ND;ND
115;2018-05-03;5:00;105;5;ND;ND;ND;ND;ND;ND
115;2018-05-03;7:00;10;1;272;223;56;43;ND;55
115;2018-05-03;9:00;110;34;266;260;84;85;ND;ND
115;2018-05-03;11:00;143;35;ND;ND;ND;ND;ND;ND
115;2018-05-03;13:00;2;27;288;361;ND;103;ND;ND
115;2018-05-03;15:00;68;20;302;315;88;72;ND;116
115;2018-05-03;17:00;43;29;248;342;91;83;ND;143
115;2018-05-03;19:00;42;20;334;349;80;69;ND;106
115;2018-05-03;21:00;64;34;180;129;74;ND;ND;74
115;2018-05-03;23:00;20;32;91;ND;51;ND;ND;58
115;2018-05-04;1:00;20;40;ND;52;12;11;ND;35
115;2018-05-04;2:00;36;38;ND;ND;ND;ND;ND;ND
116;2018-05-04;3:00;ND;ND;ND;ND;ND;ND;ND;ND
116;2018-05-04;5:00;ND;ND;282;160;ND;46;ND;ND
116;2018-05-04;7:00;ND;ND;290;186;ND;80;ND;ND
116;2018-05-04;9:00;36;8;367;264;ND;62;ND;ND
116;2018-05-04;11:00;72;7;336;115;82;75;ND;118
116;2018-05-04;13:00;105;8;271;372;103;97;ND;ND
116;2018-05-04;15:00;10;35;298;375;108;92;ND;ND
116;2018-05-04;17:00;50;19;391;147;147;122;ND;100
116;2018-05-04;19:00;5;26;358;250;128;104;ND;121
116;2018-05-04;21:00;108;8;104;380;98;ND;ND;91
116;2018-05-04;23:00;36;16;134;ND;ND;65;ND;64
116;2018-05-05;1:00;123;15;124;ND;ND;42;ND;ND
116;2018-05-05;3:00;131;20;322;ND;ND;88;ND;ND
117;2018-05-05;5:00;145;14;ND;ND;ND;ND;ND;ND
117;2018-05-05;7:00;108;38;127;100;25;ND;ND;ND
117;2018-05-05;9:00;75;15;159;178;32;ND;ND;60
117;2018-05-05;11:00;50;10;209;230;38;54;ND;86
117;2018-05-05;13:00;94;1;233;396;ND;76;ND;98
117;2018-05-05;15:00;10;32;255;356;ND;82;ND;ND
117;2018-05-05;17:00;118;14;184;298;63;62;ND;112
117;2018-05-05;19:00;3;36;350;343;116;98;ND;112
117;2018-05-05;21:00;112;34;322;83;110;94;ND;80
117;2018-05-05;23:00;76;20;283;321;136;136;ND;91
117;2018-05-06;1:00;112;32;172;ND;60;40;ND;ND
117;2018-05-06;3:00;71;20;240;ND;39;43;ND;ND
117;2018-05-06;5:00;90;36;200;ND;63;ND;ND;49
117;2018-05-06;7:00;45;30;ND;ND;ND;ND;ND;ND
118;2018-05-06;9:00;79;33;271;90;ND;20;ND;ND
118;2018-05-06;11:00;82;14;228;138;54;53;ND;ND
118;2018-05-06;13:00;80;11;240;197;62;44;ND;59
118;2018-05-06;15:00;10;0;ND;278;57;46;ND;64
118;2018-05-06;17:00;10;4;271;243;46;43;ND;77
118;2018-05-06;19:00;10;3;256;364;55;42;ND;73
118;2018-05-06;21:00;5;1;257;332;ND;60;ND;94
118;2018-05-06;23:00;30;14;277;334;83;67;ND;ND
118;2018-05-06;1:00;106;36;158;290;78;64;ND;ND
118;2018-05-07;3:00;5;3;73;ND;84;ND;ND;ND
118;2018-05-07;5:00;36;38;82;ND;59;ND;ND;ND
118;2018-05-07;7:00;93;16;ND;ND;41;ND;ND;ND
119;2018-05-07;9:00;134;20;ND;27;ND;ND;ND;39
119;2018-05-07;11:00;69;19;347;88;83;85;ND;48
119;2018-05-07;13:00;44;39;408;67;103;95;ND;47
119;2018-05-07;15:00;37;17;381;110;64;58;ND;69
119;2018-05-07;17:00;10;35;242;129;72;79;ND;97
119;2018-05-07;19:00;3;37;194;160;72;66;ND;67
119;2018-05-07;21:00;30;3;345;213;92;ND;ND;ND
119;2018-05-07;23:00;35;0;260;260;ND;125;ND;ND
119;2018-05-08;1:00;98;21;339;322;132;ND;ND;152
119;2018-05-08;3:00;35;25;168;ND;76;ND;ND;ND
119;2018-05-08;5:00;0;25;148;ND;188;126;ND;ND
119;2018-05-08;7:00;129;13;ND;ND;ND;30;ND;30
120;2018-05-08;9:00;92;20;159;100;30;ND;ND;35
120;2018-05-08;10:00;63;19;ND;ND;ND;ND;ND;ND
120;2018-05-08;11:00;3;39;137;115;23;ND;ND;ND
120;2018-05-08;13:00;43;26;153;78;29;ND;ND;ND
120;2018-05-08;15:00;18;10;255;116;47;ND;ND;ND
120;2018-05-08;17:00;50;31;270;248;88;77;ND;66
120;2018-05-08;19:00;36;21;318;244;78;ND;ND;74
120;2018-05-08;21:00;70;8;422;240;ND;54;ND;88
120;2018-05-08;23:00;35;1;561;342;139;168;ND;77
120;2018-05-09;1:00;75;9;521;266;125;ND;ND;95
120;2018-05-09;3:00;20;7;415;259;118;98;ND;74
120;2018-05-09;5:00;36;24;212;ND;83;73;ND;206
120;2018-05-09;7:00;3;37;190;ND;49;38;ND;40
120;2018-05-09;9:00;133;4;ND;ND;ND;8;ND;ND
121;2018-05-09;11:00;64;28;251;54;ND;42;ND;ND
121;2018-05-09;13:00;104;34;ND;ND;ND;ND;ND;ND
121;2018-05-09;15:00;11;23;232;116;ND;33;ND;ND
121;2018-05-09;17:00;132;28;262;56;80;ND;ND;57
121;2018-05-09;19:00;97;2;249;355;72;ND;ND;71
121;2018-05-09;21:00;68;9;222;400;81;70;ND;117
121;2018-05-09;23:00;85;18;250;349;72;71;ND;114
121;2018-05-09;1:00;30;24;260;348;66;78;ND;ND
121;2018-05-09;3:00;10;3;297;187;ND;100;ND;100
121;2018-05-09;5:00;69;18;279;96;ND;87;ND;79
121;2018-05-10;7:00;33;14;358;ND;95;46;ND;45
121;2018-05-10;9:00;37;5;52;ND;43;44;ND;41
121;2018-05-10;11:00;10;25;ND;ND;95;ND;ND;21
122;2018-05-10;13:00;ND;ND;ND;ND;ND;ND;ND;ND
122;2018-05-10;15:00;ND;ND;125;34;ND;39;ND;12
122;2018-05-10;17:00;ND;ND;181;55;ND;49;ND;24
122;2018-05-10;19:00;30;11;227;104;73;60;ND;37
122;2018-05-10;21:00;70;18;353;182;110;97;ND;63
122;2018-05-10;23:00;10;13;382;221;114;134;ND;85
122;2018-05-11;1:00;10;9;400;248;157;ND;ND;128
122;2018-05-11;3:00;10;18;420;245;ND;150;ND;97
122;2018-05-11;5:00;10;4;377;255;ND;138;ND;ND
122;2018-05-11;7:00;123;30;340;67;94;ND;ND;ND
122;2018-05-11;9:00;88;0;346;ND;80;ND;ND;54
122;2018-05-11;11:00;3;29;177;ND;79;ND;ND;64
122;2018-05-11;13:00;141;4;195;ND;51;ND;ND;24
122;2018-05-11;15:00;20;6;510;ND;97;ND;ND;ND
123;2018-05-11;17:00;ND;ND;ND;36;ND;24;ND;ND
123;2018-05-11;19:00;ND;ND;38;30;ND;23;ND;ND
123;2018-05-11;21:00;ND;ND;51;50;ND;22;ND;ND
123;2018-05-11;23:00;38;6;160;62;56;29;ND;21
123;2018-05-12;1:00;145;12;174;96;50;47;ND;31
123;2018-05-12;3:00;36;9;221;119;71;59;ND;46
123;2018-05-12;5:00;24;8;266;160;79;68;ND;66
123;2018-05-12;7:00;134;20;260;124;71;61;ND;69
123;2018-05-12;9:00;68;38;284;128;98;100;ND;ND
123;2018-05-12;11:00;57;20;294;130;ND;91;ND;87
123;2018-05-12;13:00;96;12;273;86;85;77;ND;49
123;2018-05-12;15:00;50;32;83;462;102;ND;ND;45
123;2018-05-12;17:00;123;18;329;ND;108;ND;ND;45
123;2018-05-12;19:00;35;7;ND;ND;ND;ND;ND;ND
124;2018-05-12;19:00;ND;ND;ND;ND;ND;ND;ND;ND
124;2018-05-12;21:00;ND;ND;105;27;ND;14;ND;ND
124;2018-05-12;23:00;ND;ND;79;54;ND;27;ND;ND
124;2018-05-13;1:00;10;0;171;108;ND;38;ND;34
124;2018-05-13;3:00;127;30;85;169;63;70;ND;39
124;2018-05-13;5:00;100;1;172;197;65;48;ND;55
124;2018-05-13;7:00;35;10;176;205;84;64;ND;64
124;2018-05-13;9:00;144;4;219;303;96;ND;ND;109
124;2018-05-13;11:00;20;16;241;543;ND;98;ND;82
124;2018-05-13;13:00;41;12;442;566;134;105;ND;62
124;2018-05-12;15:00;64;24;3;584;88;54;ND;50
124;2018-05-13;17:00;30;33;356;ND;35;ND;ND;ND
124;2018-05-13;19:00;3;18;4;ND;42;ND;ND;ND
124;2018-05-13;21:00;79;20;ND;ND;ND;ND;ND;ND
125;2018-05-13;23:00;ND;ND;159;25;ND;11;ND;12
125;2018-05-14;1:00;ND;ND;97;34;ND;34;ND;23
125;2018-05-14;3:00;131;39;115;37;44;37;ND;16
125;2018-05-14;5:00;148;32;ND;ND;ND;ND;ND;ND
125;2018-05-14;7:00;35;3;223;112;67;59;ND;36
125;2018-05-14;9:00;110;19;290;202;78;ND;ND;58
125;2018-05-14;11:00;104;10;299;272;98;ND;ND;60
125;2018-05-14;13:00;106;32;243;230;ND;ND;ND;ND
125;2018-05-14;15:00;3;19;298;167;102;96;ND;ND
125;2018-05-14;17:00;124;3;220;ND;82;ND;ND;52
125;2018-05-14;19:00;3;34;191;ND;45;ND;ND;52
125;2018-05-14;21:00;138;24;ND;ND;122;ND;ND;76
125;2018-05-14;23:00;100;33;ND;ND;43;25;ND;ND
126;2018-05-15;1:00;ND;ND;56;15;ND;16;ND;ND
126;2018-05-15;3:00;ND;ND;78;19;ND;ND;ND;ND
126;2018-05-15;5:00;50;0;116;20;60;47;ND;21
126;2018-05-15;7:00;7;7;187;28;63;56;ND;26
126;2018-05-15;9:00;147;35;206;72;73;68;ND;41
126;2018-05-15;11:00;3;3;209;103;112;76;ND;44
126;2018-05-15;13:00;43;29;255;157;95;ND;ND;99
126;2018-05-15;15:00;34;32;326;144;95;ND;ND;72
126;2018-05-15;17:00;30;39;256;152;ND;96;ND;83
126;2018-05-15;19:00;10;38;304;103;ND;43;ND;83
126;2018-05-15;21:00;50;19;114;ND;98;97;ND;36
126;2018-05-15;23:00;40;28;ND;ND;ND;ND;ND;ND
126;2018-05-16;1:00;54;6;ND;ND;ND;ND;ND;ND
127;2018-05-16;1:00;ND;ND;ND;ND;ND;ND;ND;ND
127;2018-05-16;3:00;ND;ND;42;24;ND;22;ND;ND
127;2018-05-16;5:00;ND;ND;49;30;ND;17;ND;23
127;2018-05-16;7:00;26;14;112;36;44;20;ND;19
127;2018-05-16;9:00;112;15;128;65;39;37;ND;24
127;2018-05-16;11:00;30;32;125;92;55;51;ND;35
127;2018-05-16;13:00;131;33;251;142;84;69;ND;39
127;2018-05-16;15:00;10;12;211;158;87;72;ND;42
127;2018-05-16;17:00;10;22;184;284;100;ND;ND;56
127;2018-05-16;19:00;32;31;184;217;72;68;ND;63
127;2018-05-16;21:00;142;20;246;202;ND;80;ND;75
127;2018-05-16;23:00;20;10;88;155;59;55;ND;56
127;2018-05-17;1:00;67;11;49;ND;85;ND;ND;ND
127;2018-05-17;3:00;20;20;ND;ND;39;ND;ND;ND
128;2018-05-17;5:00;93;23;ND;ND;ND;ND;ND;ND
128;2018-05-17;7:00;129;39;171;27;ND;48;ND;18
128;2018-05-17;9:00;114;38;ND;ND;ND;ND;ND;ND
128;2018-05-17;11:00;30;20;192;40;ND;70;ND;37
128;2018-05-17;13:00;98;27;184;55;ND;57;ND;30
128;2018-05-17;15:00;18;36;142;84;48;ND;ND;40
128;2018-05-17;17:00;86;5;146;103;58;ND;ND;45
128;2018-05-17;19:00;10;16;172;171;72;78;ND;ND
128;2018-05-17;21:00;47;10;192;140;79;62;ND;66
128;2018-05-17;23:00;1;10;135;154;62;72;ND;73
128;2018-05-17;1:00;86;8;141;172;45;55;ND;75
128;2018-05-18;3:00;30;11;166;138;63;74;ND;65
128;2018-05-18;5:00;88;25;92;ND;ND;47;ND;50
128;2018-05-18;7:00;27;14;ND;ND;74;ND;ND;ND
129;2018-05-18;9:00;102;35;ND;ND;ND;ND;ND;ND
129;2018-05-18;11:00;ND;ND;200;26;17;ND;ND;ND
129;2018-05-18;13:00;ND;ND;196;33;54;ND;ND;14
129;2018-05-18;15:00;82;10;145;26;47;ND;ND;22
129;2018-05-18;17:00;80;10;157;45;52;45;ND;27
129;2018-05-18;19:00;50;12;186;59;ND;54;ND;32
129;2018-05-18;21:00;79;8;170;83;64;74;ND;50
129;2018-05-18;23:00;3;25;128;98;60;54;ND;54
129;2018-05-19;1:00;10;11;160;140;59;57;ND;44
129;2018-05-19;3:00;30;13;180;143;27;29;ND;ND
129;2018-05-19;5:00;10;8;160;129;ND;76;ND;74
129;2018-05-19;7:00;32;25;102;151;ND;67;ND;65
129;2018-05-19;9:00;34;37;124;149;50;ND;ND;58
129;2018-05-19;11:00;33;12;159;ND;30;ND;ND;44
129;2018-05-19;13:00;37;21;ND;ND;ND;ND;ND;ND
130;2018-05-19;15:00;ND;ND;ND;22;ND;ND;ND;ND
130;2018-05-19;17:00;ND;ND;109;24;ND;25;ND;ND
130;2018-05-19;19:00;38;16;137;30;40;36;ND;18
130;2018-05-19;21:00;20;27;155;45;46;43;ND;25
130;2018-05-19;23:00;5;0;183;49;57;48;ND;28
130;2018-05-20;1:00;10;18;200;78;55;46;ND;32
130;2018-05-20;3:00;3;12;180;100;64;ND;ND;42
130;2018-05-20;5:00;3;32;184;110;63;ND;ND;49
130;2018-05-20;7:00;17;32;216;108;ND;75;ND;ND
130;2018-05-20;9:00;123;9;181;129;ND;83;ND;ND
130;2018-05-20;11:00;124;20;168;169;ND;66;ND;ND
130;2018-05-20;13:00;127;26;188;ND;ND;63;ND;ND
130;2018-05-20;15:00;20;26;103;ND;ND;38;ND;ND
130;2018-05-20;17:00;32;30;ND;ND;ND;ND;ND;ND
131;2018-05-20;19:00;ND;ND;61;18;15;ND;ND;14
131;2018-05-20;21:00;ND;ND;ND;ND;ND;ND;ND;ND
131;2018-05-20;23:00;50;9;157;21;31;31;ND;19
131;2018-05-21;1:00;30;33;139;41;42;39;ND;20
131;2018-05-21;3:00;30;12;137;75;51;ND;ND;34
131;2018-05-21;5:00;30;17;151;75;64;ND;ND;35
131;2018-05-21;7:00;7;26;115;93;ND;58;ND;ND
131;2018-05-21;9:00;120;34;140;115;ND;60;ND;ND
131;2018-05-21;11:00;2;7;119;112;72;68;ND;52
131;2018-05-21;13:00;33;3;138;104;58;ND;ND;55
131;2018-05-21;15:00;15;24;70;ND;44;ND;ND;33
131;2018-05-21;17:00;126;31;ND;ND;59;ND;ND;ND
132;2018-05-21;23:00;ND;ND;124;93;ND;29;ND;ND
132;2018-05-22;1:00;ND;ND;153;103;ND;49;ND;ND
132;2018-05-22;3:00;30;13;133;121;42;ND;ND;46
132;2018-05-22;5:00;30;24;172;140;60;ND;ND;ND
132;2018-05-22;7:00;35;33;154;179;55;42;ND;47
132;2018-05-22;9:00;81;40;138;237;ND;52;ND;ND
132;2018-05-22;10:00;52;26;ND;ND;ND;ND;ND;ND
132;2018-05-22;11:00;145;8;150;223;ND;87;ND;ND
132;2018-05-22;13:00;112;36;147;236;90;77;ND;62
132;2018-05-22;15:00;89;23;147;217;78;70;ND;72
132;2018-05-22;17:00;72;21;85;218;47;ND;ND;68
132;2018-05-22;19:00;124;12;ND;ND;ND;ND;ND;ND
132;2018-05-22;21:00;85;0;140;ND;36;ND;ND;20
132;2018-05-22;23:00;ND;ND;92;ND;28;ND;ND;ND
133;2018-05-23;1:00;ND;ND;ND;21;ND;ND;ND;ND
133;2018-05-23;3:00;42;23;24;24;ND;16;ND;ND
133;2018-05-23;5:00;50;12;43;35;ND;17;ND;21
133;2018-05-23;7:00;19;9;55;39;22;28;ND;31
133;2018-05-23;9:00;148;26;71;83;33;24;ND;35
133;2018-05-23;11:00;19;6;101;103;39;28;ND;42
133;2018-05-23;13:00;133;14;42;116;55;41;ND;51
133;2018-05-23;15:00;7;15;156;139;67;ND;ND;60
133;2018-05-23;17:00;87;7;106;100;75;ND;ND;ND
133;2018-05-23;19:00;3;31;120;169;78;64;ND;47
133;2018-05-23;21:00;129;36;90;ND;40;51;ND;48
133;2018-05-23;23:00;20;34;172;ND;ND;38;ND;52
133;2018-05-23;1:00;85;32;185;ND;ND;58;ND;52
133;2018-05-23;3:00;20;38;ND;ND;ND;15;ND;58
134;2018-05-24;5:00;ND;ND;ND;21;18;ND;ND;ND
134;2018-05-24;7:00;ND;ND;51;20;24;ND;ND;ND
134;2018-05-24;9:00;137;32;54;22;30;ND;ND;ND
134;2018-05-24;11:00;19;16;95;38;36;28;ND;24
134;2018-05-24;13:00;108;1;84;70;47;37;ND;28
134;2018-05-24;15:00;18;37;103;91;ND;41;ND;34
134;2018-05-24;17:00;43;21;114;111;42;31;ND;36
134;2018-05-24;19:00;18;31;110;112;85;48;ND;38
134;2018-05-24;21:00;25;13;106;130;ND;48;ND;42
134;2018-05-24;23:00;35;30;125;154;70;56;ND;59
134;2018-05-25;1:00;110;15;134;57;67;53;ND;55
134;2018-05-25;3:00;20;24;55;48;34;ND;ND;ND
134;2018-05-25;5:00;141;28;117;ND;43;ND;ND;13
134;2018-05-25;7:00;16;21;ND;ND;ND;ND;ND;ND
135;2018-05-25;9:00;ND;ND;ND;ND;ND;ND;ND;ND
135;2018-05-25;11:00;ND;ND;43;36;ND;20;ND;23
135;2018-05-25;13:00;47;20;84;34;ND;21;ND;18
135;2018-05-25;15:00;75;21;106;41;ND;38;ND;26
135;2018-05-25;17:00;19;13;118;40;43;35;ND;26
135;2018-05-25;19:00;18;19;115;54;45;ND;ND;32
135;2018-05-25;21:00;90;35;173;67;48;46;ND;ND
135;2018-05-25;23:00;35;8;136;81;64;59;ND;43
135;2018-05-26;1:00;149;2;129;194;ND;87;ND;50
135;2018-05-26;3:00;35;13;126;125;71;59;ND;62
135;2018-05-26;5:00;136;35;115;93;7;60;ND;55
135;2018-05-26;7:00;33;21;140;82;72;58;ND;42
135;2018-05-26;9:00;31;32;173;ND;ND;48;ND;30
135;2018-05-26;11:00;7;7;97;ND;45;ND;ND;40
135;2018-05-26;13:00;78;20;ND;ND;ND;ND;ND;ND
136;2018-05-26;15:00;ND;ND;21;16;52;ND;ND;45
136;2018-05-26;17:00;143;30;37;37;ND;16;ND;ND
136;2018-05-26;19:00;58;10;47;66;ND;17;ND;ND
136;2018-05-26;21:00;20;27;72;62;48;21;ND;32
136;2018-05-26;23:00;30;0;97;63;36;31;ND;32
136;2018-05-27;1:00;30;37;135;82;62;48;ND;33
136;2018-05-27;3:00;30;15;220;104;64;56;ND;49
136;2018-05-27;5:00;10;15;341;112;100;69;ND;46
136;2018-05-27;7:00;23;0;244;160;87;ND;ND;ND
136;2018-05-27;9:00;135;39;221;184;78;68;ND;ND
136;2018-05-27;11:00;19;24;228;ND;ND;84;ND;68
136;2018-05-27;13:00;61;22;65;ND;ND;43;ND;69
136;2018-05-27;15:00;20;40;103;ND;83;ND;ND;44
136;2018-05-27;16:00;48;22;ND;ND;ND;ND;ND;ND
136;2018-05-27;17:00;108;35;ND;ND;ND;ND;ND;ND
136;2018-05-27;19:00;85;24;ND;ND;ND;ND;ND;ND
136;2018-05-27;21:00;47;5;ND;ND;ND;ND;ND;ND
137;2018-05-27;17:00;ND;ND;ND;ND;ND;ND;ND;ND
137;2018-05-28;19:00;ND;ND;79;67;28;ND;ND;ND
137;2018-05-28;21:00;49;34;45;46;17;15;ND;24
137;2018-05-28;23:00;10;5;100;58;27;25;ND;28
137;2018-05-28;1:00;10;2;110;80;26;24;ND;30
137;2018-05-28;3:00;30;23;107;148;62;63;ND;46
137;2018-05-28;5:00;10;12;190;183;65;49;ND;60
137;2018-05-28;7:00;90;22;254;171;ND;80;ND;56
137;2018-05-28;9:00;48;29;239;384;ND;117;ND;69
137;2018-05-28;11:00;7;17;345;284;86;75;ND;ND
137;2018-05-28;13:00;94;27;303;187;92;ND;ND;92
137;2018-05-28;15:00;148;11;332;186;60;ND;ND;61
137;2018-05-28;17:00;147;23;116;ND;ND;54;ND;ND
137;2018-05-28;19:00;20;14;168;ND;ND;70;ND;ND
137;2018-05-28;21:00;31;35;ND;ND;108;ND;ND;ND
138;2018-05-29;23:00;ND;ND;17;30;12;ND;ND;16
138;2018-05-29;1:00;ND;ND;50;19;8;14;ND;10
138;2018-05-29;3:00;121;18;74;34;14;13;ND;14
138;2018-05-29;5:00;39;12;77;39;21;26;ND;20
138;2018-05-29;7:00;36;11;85;77;30;29;ND;26
138;2018-05-29;9:00;91;14;131;135;36;32;ND;36
138;2018-05-29;11:00;36;35;159;173;60;48;ND;50
138;2018-05-29;13:00;115;40;241;223;ND;67;ND;ND
138;2018-05-29;14:00;36;20;ND;ND;ND;ND;ND;ND
138;2018-05-29;15:00;27;4;280;221;ND;92;ND;70
138;2018-05-29;17:00;129;30;275;131;72;66;ND;67
138;2018-05-29;19:00;17;23;31;163;60;ND;ND;46
138;2018-05-29;21:00;35;36;113;ND;36;ND;ND;44
138;2018-05-29;23:00;30;9;306;ND;88;ND;ND;53
139;2018-05-30;3:00;ND;ND;79;24;ND;52;ND;ND
139;2018-05-30;5:00;ND;ND;222;28;ND;48;ND;ND
139;2018-05-30;7:00;144;35;83;28;ND;34;ND;ND
139;2018-05-30;9:00;40;11;117;36;41;ND;ND;24
139;2018-05-30;11:00;8;34;142;54;34;21;ND;23
139;2018-05-30;13:00;144;25;ND;ND;ND;ND;ND;ND
139;2018-05-30;15:00;22;10;202;134;75;73;ND;48
139;2018-05-30;17:00;124;31;226;168;ND;105;ND;79
139;2018-05-30;19:00;8;36;218;149;83;74;ND;78
139;2018-05-30;21:00;58;27;181;146;104;85;ND;ND
139;2018-05-30;23:00;15;32;238;ND;ND;219;ND;ND
