Número de extracción;Fecha;Hora;Peróxido de hidrogeno (ppm);Dióxido de azufre (ppm);NTU L1;NTU L3;NTU FP 1;NTU FP2;NTU FP 3;NTU FP 4
001;2018-01-02;1:00;124;4;ND;ND;ND;ND;ND;ND
001;2018-01-02;3:00;130;20;132;47;52;44;ND;ND
001;2018-01-02;5:00;24;4;ND;ND;ND;ND;ND;ND
001;2018-01-02;7:00;25;0;210;68;69;53;ND;ND
001;2018-01-02;9:00;28;4;ND;ND;ND;ND;ND;ND
001;2018-01-02;11:00;79;0;214;120;ND;64;ND;ND
001;2018-01-02;13:00;62;12;ND;ND;ND;ND;ND;ND
001;2018-01-02;15:00;43;0;202;140;135;81;ND;ND
001;2018-01-02;17:00;56;4;ND;ND;ND;ND;ND;ND
001;2018-01-02;19:00;25;0;174;126;72;52;ND;ND
001;2018-01-02;21:00;36;8;ND;ND;ND;ND;ND;ND
001;2018-01-02;23:00;17;12;ND;ND;ND;ND;ND;ND
002;2018-01-03;1:00;271;0;ND;ND;ND;ND;ND;ND
002;2018-01-03;3:00;169;0;ND;18;49;36;ND;ND
002;2018-01-03;5:00;100;0;ND;ND;ND;ND;ND;ND
002;2018-01-03;7:00;36;0;221;52;106;88;ND;ND
002;2018-01-03;9:00;35;0;ND;ND;ND;ND;ND;ND
002;2018-01-03;11:00;8;0;197;116;78;73;ND;ND
002;2018-01-03;13:00;214;14;ND;ND;ND;ND;ND;ND
002;2018-01-03;15:00;16;0;202;172;76;64;ND;ND
002;2018-01-03;17:00;68;12;ND;ND;ND;ND;ND;ND
002;2018-01-03;19:00;50;0;397;121;117;109;ND;ND
002;2018-01-03;21:00;115;6;ND;ND;ND;ND;ND;ND
002;2018-01-03;23:00;10;0;236;ND;ND;55;ND;ND
002;2018-01-04;1:00;168;0;ND;ND;ND;ND;ND;ND
003;2018-01-04;1:00;ND;ND;ND;ND;ND;ND;ND;ND
003;2018-01-04;3:00;ND;ND;41;27;21;20;ND;ND
003;2018-01-04;5:00;128;4;ND;ND;ND;ND;ND;ND
003;2018-01-04;7:00;25;0;101;47;32;27;ND;ND
003;2018-01-04;9:00;59;12;ND;ND;ND;ND;ND;ND
003;2018-01-04;11:00;10;0;183;76;ND;40;ND;ND
003;2018-01-04;13:00;222;10;ND;ND;ND;ND;ND;ND
003;2018-01-04;15:00;90;0;411;151;90;80;ND;ND
003;2018-01-04;17:00;130;0;ND;ND;ND;ND;ND;ND
003;2018-01-04;19:00;71;0;163;119;94;106;ND;ND
003;2018-01-04;21:00;258;0;ND;ND;ND;ND;ND;ND
003;2018-01-04;23:00;66;22;230;ND;ND;ND;ND;ND
003;2018-01-05;1:00;272;12;ND;ND;ND;ND;ND;ND
004;2018-01-05;3:00;ND;ND;ND;ND;ND;ND;ND;ND
004;2018-01-05;5:00;ND;ND;182;30;12;ND;ND;ND
004;2018-01-05;7:00;98;0;51;52;75;82;ND;ND
004;2018-01-05;9:00;110;16;ND;ND;ND;ND;ND;ND
004;2018-01-05;11:00;96;0;137;105;53;52;ND;ND
004;2018-01-05;13:00;75;12;ND;ND;ND;ND;ND;ND
004;2018-01-05;15:00;10;0;126;118;71;57;ND;ND
004;2018-01-05;17:00;107;0;ND;ND;ND;ND;ND;ND
004;2018-01-05;19:00;10;0;168;154;93;69;ND;ND
004;2018-01-05;21:00;255;20;ND;ND;ND;ND;ND;ND
004;2018-01-05;23:00;20;0;159;173;68;ND;ND;ND
004;2018-01-06;1:00;219;24;ND;ND;ND;ND;ND;ND
004;2018-01-06;3:00;24;0;ND;ND;ND;ND;ND;ND
005;2018-01-06;5:00;203;12;ND;ND;ND;ND;ND;ND
005;2018-01-06;7:00;ND;ND;62;30;35;29;ND;ND
005;2018-01-06;9:00;25;0;102;35;50;44;ND;ND
005;2018-01-06;11:00;10;0;119;74;52;43;ND;ND
005;2018-01-06;13:00;80;0;ND;ND;ND;ND;ND;ND
005;2018-01-06;15:00;8;0;153;101;53;46;ND;ND
005;2018-01-06;17:00;118;4;ND;ND;ND;ND;ND;ND
005;2018-01-06;19:00;8;0;136;97;ND;77;ND;ND
005;2018-01-06;21:00;267;8;ND;ND;ND;ND;ND;ND
005;2018-01-06;23:00;112;24;143;126;80;ND;ND;ND
005;2018-01-07;1:00;162;8;ND;ND;ND;ND;ND;ND
005;2018-01-07;3:00;37;0;ND;ND;ND;ND;ND;ND
006;2018-01-07;7:00;ND;ND;ND;18;ND;15;ND;ND
006;2018-01-07;9:00;156;14;ND;ND;ND;ND;ND;ND
006;2018-01-07;11:00;7;0;22;12;12;10;ND;ND
006;2018-01-07;13:00;123;0;ND;ND;ND;ND;ND;ND
006;2018-01-07;15:00;39;0;41;22;22;20;ND;ND
006;2018-01-07;17:00;255;12;ND;ND;ND;ND;ND;ND
006;2018-01-07;19:00;2;0;146;69;ND;ND;ND;ND
006;2018-01-07;21:00;89;4;ND;ND;ND;ND;ND;ND
006;2018-01-07;23:00;35;0;182;98;70;ND;ND;ND
006;2018-01-08;1:00;142;8;ND;ND;ND;ND;ND;ND
006;2018-01-08;3:00;65;0;132;102;68;65;ND;ND
006;2018-01-08;5:00;152;12;ND;ND;ND;ND;ND;ND
006;2018-01-08;7:00;45;0;ND;ND;ND;50;ND;ND
007;2018-01-08;11:00;ND;ND;24;25;21;17;ND;ND
007;2018-01-08;13:00;189;4;ND;ND;ND;ND;ND;ND
007;2018-01-08;15:00;5;0;32;39;79;31;ND;ND
007;2018-01-08;17:00;279;12;ND;ND;ND;ND;ND;ND
007;2018-01-08;19:00;25;0;114;53;54;51;ND;ND
007;2018-01-08;21:00;49;0;ND;ND;ND;ND;ND;ND
007;2018-01-08;23:00;30;0;244;101;79;66;ND;ND
007;2018-01-08;1:00;117;0;ND;ND;ND;ND;ND;ND
007;2018-01-08;3:00;18;0;126;120;63;53;ND;ND
007;2018-01-08;5:00;59;0;ND;ND;ND;ND;ND;ND
007;2018-01-08;7:00;18;0;171;ND;ND;31;ND;ND
007;2018-01-08;9:00;54;0;ND;ND;ND;ND;ND;ND
008;2018-01-09;11:00;ND;ND;ND;ND;ND;ND;ND;ND
008;2018-01-09;13:00;ND;ND;ND;ND;ND;ND;ND;ND
008;2018-01-09;15:00;61;12;96;16;48;40;ND;ND
008;2018-01-09;17:00;263;14;ND;ND;ND;ND;ND;ND
008;2018-01-09;19:00;76;0;130;133;62;54;ND;ND
008;2018-01-09;21:00;40;0;ND;ND;ND;ND;ND;ND
008;2018-01-09;23:00;30;20;ND;ND;ND;ND;ND;ND
008;2018-01-10;1:00;46;24;ND;ND;ND;ND;ND;ND
008;2018-01-10;3:00;10;0;149;122;96;76;ND;ND
008;2018-01-10;5:00;16;0;ND;ND;ND;ND;ND;ND
008;2018-01-10;7:00;90;0;146;166;69;ND;ND;ND
008;2018-01-10;9:00;20;0;ND;ND;ND;ND;ND;ND
008;2018-10-01;11:00;25;0;297;210;35;44;ND;ND
008;2018-01-10;13:00;79;12;ND;ND;ND;ND;ND;ND
008;2018-01-10;15:00;43;14;ND;ND;70;62;ND;ND
008;2018-01-10;17:00;25;12;ND;ND;ND;ND;ND;ND
008;2018-01.10;19:00;17;0;ND;18;54;ND;ND;ND
009;2018-01-10;21:00;ND;ND;ND;ND;ND;ND;ND;ND
009;2018-01-10;23:00;ND;ND;122;20;ND;37;ND;ND
009;2018-01-11;1:00;50;12;ND;ND;ND;ND;ND;ND
009;2018-01-11;3:00;10;10;153;46;63;60;ND;ND
009;2018-01-11;5:00;25;0;ND;ND;ND;ND;ND;ND
009;2018-01-11;7:00;10;0;148;118;86;67;ND;ND
009;2018-01-11;9:00;71;0;ND;ND;ND;ND;ND;ND
009;2018-01-11;11:00;98;0;134;162;82;68;ND;ND
009;2018-01-11;13:00;96;12;ND;ND;ND;ND;ND;ND
009;2018-01-11;15:00;118;20;160;147;56;45;ND;ND
009;2018-01-11;17:00;146;20;ND;ND;ND;ND;ND;ND
009;2018-01-11;19:00;38;24;72;ND;ND;59;ND;ND
009;2018-01-11;21:00;110;8;ND;ND;ND;ND;ND;ND
010;2018-01-11;23:00;56;ND;127;62;32;ND;ND;ND
010;2018-01-12;1:00;8;ND;ND;ND;ND;ND;ND;ND
010;2018-01-12;3:00;25;4;212;54;75;64;ND;ND
010;2018-01-12;5:00;91;12;ND;ND;ND;ND;ND;ND
010;2018-01-12;7:00;7;8;209;176;88;63;ND;ND
010;2018-01-12;9:00;31;6;ND;ND;ND;ND;ND;ND
010;2018-01-12;11:00;7;0;260;125;83;63;ND;ND
010;2018-01-12;13:00;86;12;ND;ND;ND;ND;ND;ND
010;2018-01-12;15:00;10;0;195;153;38;25;ND;ND
010;2018-01-12;17:00;136;14;ND;ND;ND;ND;ND;ND
010;2018-01-12;19:00;25;0;101;56;ND;51;ND;ND
010;2018-01-12;21:00;148;0;ND;ND;ND;ND;ND;ND
010;2018-01-12;23:00;78;0;ND;ND;ND;ND;ND;ND
011;2018-01-12;23:00;ND;ND;ND;ND;ND;ND;ND;ND
011;2018-01-13;1:00;ND;ND;ND;ND;ND;ND;ND;ND
011;2018-01-13;3:00;25;12;250;28;84;83;ND;ND
011;2018-01-13;5:00;144;0;ND;ND;ND;ND;ND;ND
011;2018-01-13;7:00;7;0;223;108;90;79;ND;ND
011;2018-01-13;9:00;141;0;ND;ND;ND;ND;ND;ND
011;2018-01-13;11:00;7;0;197;163;99;77;ND;ND
011;2018-01-13;13:00;65;14;ND;ND;ND;ND;ND;ND
011;2018-01-13;15:00;7;0;175;119;67;94;ND;ND
011;2018-01-13;17:00;146;8;ND;ND;ND;ND;ND;ND
011;2018-01-13;19:00;2;0;113;220;90;78;ND;ND
011;2018-01-13;21:00;34;6;ND;ND;ND;ND;ND;ND
011;2018-01-13;23:00;25;0;ND;ND;ND;ND;ND;ND
011;2018-01-14;1:00;79;12;ND;ND;ND;ND;ND;ND
012;2018-01-14;1:00;43;0;ND;ND;ND;ND;ND;ND
012;2018-01-14;3:00;25;0;121;18;35;ND;ND;ND
012;2018-01-14;5:00;17;0;ND;ND;ND;ND;ND;ND
012;2018-01-14;7:00;8;0;227;40;113;88;ND;ND
012;2018-01-14;9:00;16;0;ND;ND;ND;ND;ND;ND
012;2018-01-14;11:00;50;0;254;135;91;89;ND;ND
012;2018-01-14;13:00;10;12;ND;ND;ND;ND;ND;ND
012;2018-01-14;15:00;25;0;208;170;103;72;ND;ND
012;2018-01-14;17:00;10;4;ND;ND;ND;ND;ND;ND
012;2018-01-14;19:00;71;0;352;126;67;51;ND;ND
012;2018-01-14;21:00;98;10;ND;ND;ND;ND;ND;ND
012;2018-01-14;23:00;96;0;446;ND;45;ND;ND;ND
012;2018-01-15;1:00;40;16;ND;ND;ND;ND;ND;ND
013;2018-01-15;1:00;ND;ND;ND;ND;ND;ND;ND;ND
013;2018-01-15;3:00;ND;ND;33;22;ND;13;ND;ND
013;2018-01-15;5:00;93;10;ND;ND;ND;ND;ND;ND
013;2018-01-15;7:00;21,7;0;76;35;36;29;ND;ND
013;2018-01-15;9:00;77;12;ND;ND;ND;ND;ND;ND
013;2018-01-15;11:00;83;0;219;147;24;72;ND;ND
013;2018-01-15;13:00;79;8;ND;ND;ND;ND;ND;ND
013;2018-01-15;15:00;7;0;198;171;99;92;ND;ND
013;2018-01-15;17:00;79;6;ND;ND;ND;ND;ND;ND
013;2018-01-15;19:00;34;0;256;216;119;103;ND;ND
013;2018-01-15;21:00;108;4;ND;ND;ND;ND;ND;ND
013;2018-01-15;23:00;30;0;240;ND;58;ND;ND;ND
013;2018-01-16;3:00;30;12;ND;ND;ND;ND;ND;ND
014;2018-01-16;3:00;ND;ND;ND;ND;ND;ND;ND;ND
014;2018-01-16;5:00;ND;ND;ND;ND;ND;ND;ND;ND
014;2018-01-16;7:00;47;0;78;17;33;29;ND;ND
014;2018-01-16;9:00;81;12;ND;ND;ND;ND;ND;ND
014;2018-01-16;11:00;55;0;152;89;70;ND;ND;ND
014;2018-01-16;13:00;46;10;ND;ND;ND;ND;ND;ND
014;2018-01-16;15:00;7;0;174;134;34;79;ND;ND
014;2018-01-16;17:00;62;0;171;188;86;67;ND;ND
014;2018-01-16;19:00;8;0;179;119;90;69;ND;ND
014;2018-01-16;21:00;44;0;ND;ND;ND;ND;ND;ND
014;2018-01-16;23:00;34;0;85;ND;49;44;ND;ND
014;2018-01-17;1:00;135;0;ND;ND;ND;ND;ND;ND
014;2018-01-17;3:00;18;0;ND;ND;ND;ND;ND;ND
015;2018-01-17;5:00;115;12;11;ND;10;10;ND;ND
015;2018-01-17;7:00;51;20;65;14;20;21;ND;ND
015;2018-01-17;9:00;11;0;67;15;32;29;ND;ND
015;2018-01-17;11:00;8;0;110;27;46;41;ND;ND
015;2018-01-17;13:00;104;24;ND;ND;ND;ND;ND;ND
015;2018-01-17;15:00;7;0;161;71;72;58;ND;ND
015;2018-01-17;17:00;120;30;159;98;65;ND;ND;ND
015;2018-01-17;19:00;10;0;164;117;74;74;ND;ND
015;2018-01-17;21:00;103;30;125;126;72;62;ND;ND
015;2018-01-17;23:00;10;0;227;65;52;42;ND;ND
015;2018-01-18;1:00;52;36;ND;ND;ND;ND;ND;ND
015;2018-01-18;3:00;10;0;ND;ND;40;ND;ND;ND
016;2018-01-18;5:00;ND;ND;ND;11;ND;ND;ND;ND
016;2018-01-18;7:00;ND;ND;20;11;16;ND;ND;ND
016;2018-01-18;8:00;ND;ND;15;11;20;16;ND;ND
016;2018-01-18;9:00;91;12;17;11;16;19;ND;ND
016;2018-01-18;10:00;136;0;35;12;19;14;ND;ND
016;2018-01-18;11:00;20;0;44;20;26;23;ND;ND
016;2018-01-18;12:00;111;8;77;22;31;29;ND;ND
016;2018-01-18;13:00;144;10;88;32;38;35;ND;ND
016;2018-01-18;14:00;43;0;ND;ND;ND;ND;ND;ND
016;2018-01-18;15:00;20;0;100;61;55;50;ND;ND
016;2018-01-18;17:00;95;0;ND;ND;ND;ND;ND;ND
016;2018-01-18;19:00;10;0;172;95;68;48;ND;ND
016;2018-01-18;21:00;58;0;121;122;88;69;ND;ND
016;2018-01-18;23:00;10;0;161;153;88;ND;ND;ND
016;2018-01-19;1:00;57;12;ND;ND;ND;ND;ND;ND
016;2018-01-19;3:00;10;0;73;ND;47;39;ND;ND
017;2018-01-19;09.00;ND;ND;ND;28;ND;24;ND;ND
017;2018-01-19;11:00;29;0;33;29;26;20;ND;ND
017;2018-01-19;13:00;50;0;ND;75;36;32;ND;ND
017;2018-01-19;15:00;30;0;119;105;64;49;ND;ND
017;2018-01-19;17:00;60;14;ND;ND;ND;75;ND;ND
017;2018-01-19;19:00;15;0;219;107;100;92;ND;ND
017;2018-01-19;21:00;52;18;ND;ND;ND;128;ND;ND
017;2018-01-19;23:00;5;0;240;122;115;107;ND;ND
017;2018-01-20;1:00;83;0;ND;ND;ND;ND;ND;ND
017;2018-01-20;3:00;ND;16;219;ND;81;ND;ND;ND
017;2018-01-20;5:00;149;4;ND;ND;ND;ND;ND;ND
017;2018-01-20;7:00;17;0;ND;ND;ND;ND;ND;ND
018;2018-01-20;9:00;ND;ND;ND;18;ND;15;ND;ND
018;2018-01-20;11:00;25;0;29;22;25;20;ND;12
018;2018-01-20;13:00;57;12;ND;44;42;31;ND;17
018;2018-01-20;15:00;15;0;143;79;67;25;ND;ND
018;2018-01-20;17:00;139;0;ND;ND;92;87;ND;52
018;2018-01-20;19:00;17;0;219;102;97;88;ND;59
018;2018-01-20;21:00;115;14;ND;ND;79;ND;ND;40
018;2018-01-20;23:00;2;0;228;140;93;86;ND;77
018;2018-01-21;1:00;51;12;ND;112;82;70;ND;56
018;2018-01-21;3:00;2;0;152;84;63;54;ND;37
018;2018-01-21;5:00;133;18;ND;ND;ND;ND;ND;ND
018;2018-01-21;7:00;7;0;ND;ND;ND;ND;ND;ND
019;2018-01-21;9:00;ND;ND;ND;ND;18;16;ND;12
019;2018-01-21;11:00;10;0;28;17;18;25;ND;13
019;2018-01-21;13:00;33;0;ND;ND;37;32;ND;18
019;2018-01-21;15:00;20;0;126;78;66;60;ND;27
019;2018-01-21;17:00;43;0;ND;ND;64;56;ND;39
019;2018-01-21;19:00;10;0;222;154;97;50;ND;49
019;2018-01-21;21:00;63;12;ND;ND;94;86;ND;59
019;2018-01-21;23:00;25;0;214;212;74;79;ND;ND
019;2018-01-22;1:00;95;10;ND;158;ND;81;ND;ND
019;2018-01-22;3:00;ND;21;84;77;29;ND;ND;ND
019;2018-01-22;5:00;72;14;ND;ND;ND;ND;ND;ND
019;2018-01-22;7:00;129;0;ND;ND;ND;ND;ND;ND
020;2018-01-22;9:00;ND;ND;ND;ND;ND;16;ND;ND
020;2018-01-22;11:00;10;0;28;21;19;15;ND;ND
020;2018-01-22;13:00;ND;ND;ND;ND;28;25;ND;ND
020;2018-01-22;15:00;20;0;96;41;47;40;ND;ND
020;2018-01-22;17:00;137;12;ND;ND;ND;ND;ND;ND
020;2018-01-22;19:00;10;0;251;108;86;67;ND;ND
020;2018-01-22;21:00;69;10;243;121;83;78;ND;ND
020;2018-01-22;23:00;10;0;149;155;69;67;ND;ND
020;2018-01-23;1:00;96;0;ND;118;72;68;ND;ND
020;2018-01-23;3:00;15;0;444;107;47;25;ND;ND
020;2018-01-23;5:00;124;4;ND;ND;ND;ND;ND;ND
020;2018-01-23;7:00;8;0;ND;ND;ND;ND;ND;ND
021;2018-01-23;7:00;ND;ND;ND;ND;ND;31;ND;ND
021;2018-01-23;9:00;132;14;ND;ND;ND;ND;ND;ND
021;2018-01-23;11:00;9;0;19;19;28;23;ND;ND
021;2018-01-23;13:00;62;0;ND;ND;24;18;ND;ND
021;2018-01-23;15:00;8;0;105;51;47;41;ND;ND
021;2018-01-23;17:00;103;18;125;96;ND;62;ND;ND
021;2018-01-23;19:00;8;0;169;139;ND;72;ND;ND
021;2018-01-23;21:00;91;20;187;135;87;88;ND;ND
021;2018-01-23;23:00;30;0;163;217;72;65;ND;ND
021;2018-01-24;1:00;86;22;ND;ND;50;49;ND;ND
021;2018-01-24;3:00;15;0;161;ND;64;62;ND;ND
021;2018-01-24;5:00;ND;ND;ND;ND;ND;48;ND;ND
021;2018-01-24;7:00;7;0;ND;ND;ND;ND;ND;ND
022;2018-01-24;7:00;ND;ND;ND;ND;ND;ND;ND;ND
022;2018-01-24;9:00;ND;ND;ND;ND;ND;ND;ND;ND
022;2018-01-24;11:00;138;8;26;19;21;20;ND;ND
022;2018-01-24;13:00;42;14;ND;ND;ND;ND;ND;ND
022;2018-01-24;15:00;8;0;62;25;35;31;ND;ND
022;2018-01-24;17:00;76;20;98;46;65;55;ND;ND
022;2018-01-24;19:00;7;0;168;66;70;62;ND;35
022;2018-01-24;21:00;67;22;197;93;67;ND;ND;29
022;2018-01-24;23:00;10;0;194;130;93;78;ND;38
022;2018-01-25;1:00;74;0;ND;ND;82;78;ND;54
022;2018-01-25;3:00;10;0;129;ND;58;57;ND;55
022;2018-01-25;5:00;67;0;ND;ND;ND;46;ND;46
022;2018-01-25;7:00;8;0;ND;ND;ND;ND;ND;ND
023;2018-01-25;7:00;ND;ND;ND;20;ND;ND;ND;ND
023;2018-01-25;9:00;ND;ND;18;19;17;19;ND;22
023;2018-01-25;11:00;146;12;ND;ND;17;16;ND;15
023;2018-01-25;13:00;77;10;ND;ND;27;22;ND;16
023;2018-01-25;15:00;8;0;80;58;42;37;ND;24
023;2018-01-25;17:00;85;14;120;ND;48;52;ND;34
023;2018-01-25;19:00;2;0;174;155;34;ND;ND;53
023;2018-01-25;21:00;77;20;ND;184;77;73;ND;47
023;2018-01-25;23:00;10;0;109;208;84;51;ND;ND
023;2018-01-26;1:00;71;0;ND;ND;61;50;ND;49
023;2018-01-26;3:00;10;8;ND;ND;72;39;ND;45
023;2018-01-26;5:00;51;4;ND;ND;ND;ND;ND;ND
024;2018-01-26;7:00;ND;ND;ND;ND;ND;ND;ND;ND
024;2018-01-26;9:00;ND;ND;ND;ND;ND;ND;ND;ND
024;2018-01-26;11:00;18;0;29;37;40;16;ND;15
024;2018-01-26;13:00;138;12;ND;ND;ND;ND;ND;ND
024;2018-01-26;15:00;25;0;132;149;55;47;ND;46
024;2018-01-26;17:00;44;24;ND;193;92;81;ND;ND
024;2018-01-26;19:00;7;0;209;178;74;73;ND;73
024;2018-01-26;21:00;127;20;ND;204;70;95;ND;62
024;2018-01-26;23:00;20;0;209;127;75;64;ND;62
024;2018-01-27;1:00;120;30;71;60;51;50;ND;40
024;2018-01-27;3:00;20;0;ND;ND;36;29;ND;ND
025;2018-01-27;5:00;ND;ND;ND;ND;ND;ND;ND;ND
025;2018-01-27;7:00;ND;ND;ND;13;19;ND;ND;ND
025;2018-01-27;9:00;ND;ND;ND;17;20;17;ND;16
025;2018-01-27;11:00;58;0;41;17;23;24;ND;15
025;2018-01-27;13:00;65;12;ND;25;39;37;ND;18
025;2018-01-27;15:00;30;0;85;65;ND;63;ND;18
025;2018-01-27;17:00;88;10;ND;ND;66;65;ND;79
025;2018-01-27;19:00;50;0;194;101;86;81;ND;43
025;2018-01-27;21:00;112;0;ND;ND;74;67;ND;33
025;2018-01-27;23:00;2;0;157;129;ND;73;ND;49
025;2018-01-28;1:00;86;0;ND;ND;ND;ND;ND;ND
025;2018-01-28;3:00;1;0;27;ND;25;26;ND;ND
025;2018-01-28;5:00;47;0;ND;ND;ND;ND;ND;ND
026;2018-01-28;7:00;ND;ND;ND;ND;ND;ND;ND;ND
026;2018-01-28;9:00;ND;ND;ND;ND;30;28;ND;ND
026;2018-01-28;11:00;10;0;52;16;37;36;ND;18
026;2018-01-28;13:00;87;10;ND;27;55;50;ND;17
026;2018-01-28;15:00;92;0;115;52;57;55;ND;31
026;2018-01-28;17:00;61;0;ND;ND;60;60;ND;ND
026;2018-01-28;19:00;76;20;183;98;76;74;ND;60
026;2018-01-28;21:00;52;0;ND;ND;ND;ND;ND;ND
026;2018-01-28;23:00;0;9;184;108;ND;60;ND;61
026;2018-01-29;1:00;83;12;ND;165;71;62;ND;51
026;2018-01-29;3:00;20;4;162;62;52;47;ND;59
026;2018-01-29;5:00;129;0;ND;ND;ND;ND;ND;ND
027;2018-01-29;7:00;ND;ND;ND;ND;ND;ND;ND;ND
027;2018-01-29;9:00;ND;ND;ND;ND;ND;ND;ND;ND
027;2018-01-29;11:00;53;18;18;16;25;23;ND;12
027;2018-01-29;13:00;81;6;ND;ND;39;30;ND;19
027;2018-01-29;15:00;64;24;98;58;47;ND;ND;26
027;2018-01-29;17:00;83;8;ND;ND;76;70;ND;40
027;2018-01-29;19:00;56;32;148;149;84;53;ND;43
027;2018-01-29;21:00;113;10;ND;ND;85;80;ND;ND
027;2018-01-29;23:00;66;15;193;112;89;88;ND;62
027;2018-01-30;1:00;41;12;ND;81;80;81;ND;44
027;2018-01-30;3:00;2;0;200;32;59;ND;ND;ND
027;2018-01-30;5:00;45;16;ND;ND;74;ND;ND;ND
028;2018-01-30;7:00;20;0;ND;ND;ND;ND;ND;ND
028;2018-01-30;9:00;ND;ND;ND;ND;ND;ND;ND;ND
028;2018-01-30;11:00;ND;ND;36;15;22;21;ND;ND
028;2018-01-30;13:00;41;0;71;ND;38;33;ND;30
028;2018-01-30;15:00;85;0;107;47;46;40;ND;22
028;2018-01-30;17:00;102;14;ND;ND;80;54;ND;30
028;2018-01-30;19:00;74;0;124;132;66;62;ND;42
028;2018-01-30;21:00;130;12;ND;ND;40;58;ND;46
028;2018-01-30;23:00;123;12;207;137;80;75;ND;ND
028;2018-01-30;1:00;43;0;ND;ND;ND;ND;ND;ND
028;2018-01-30;3:00;20;0;175;124;54;76;ND;ND
028;2018-01-30;5:00;99;0;ND;ND;75;ND;ND;ND
028;2018-01-30;7:00;7;0;ND;ND;28;ND;ND;ND
029;2018-01-31;9:00;ND;ND;ND;ND;ND;ND;ND;ND
029;2018-01-31;11:00;ND;ND;187;24;24;26;ND;ND
029;2018-01-31;13:00;56;0;ND;ND;25;22;ND;20
029;2018-01-31;15:00;8;0;62;43;41;26;ND;ND
029;2018-01-31;17:00;50;12;75;90;48;45;ND;37
029;2018-01-31;19:00;10;0;117;129;57;47;ND;43
029;2018-01-31;21:00;50;16;154;152;66;46;ND;42
029;2018-01-31;23:00;58;0;126;81;49;45;ND;ND
029;2018-02-01;1:00;97;0;ND;ND;71;63;ND;49
029;2018-02-01;3:00;61;0;195;108;75;66;ND;ND
029;2018-02-01;5:00;87;20;ND;ND;45;ND;ND;ND
029;2018-02-01;7:00;8;0;ND;ND;51;ND;ND;ND
030;2018-02-01;9:00;36;20;ND;ND;ND;ND;ND;ND
030;2018-02-01;11:00;74;12;20;13;19;17;ND;16
030;2018-02-01;13:00;26;8;28;16;18;17;ND;16
030;2018-02-01;15:00;10;0;39;21;23;23;ND;16
030;2018-02-01;17:00;49;10;83;49;35;31;ND;20
030;2018-02-01;19:00;2;0;115;87;51;46;ND;29
030;2018-02-01;21:00;57;12;140;121;ND;70;ND;38
030;2018-02-01;23:00;50;0;183;165;64;69;ND;54
030;2018-02-02;1:00;46;8;ND;ND;74;74;ND;39
030;2018-02-02;3:00;40;0;223;181;85;74;ND;56
030;2018-02-02;5:00;87;4;ND;ND;61;ND;ND;ND
030;2018-02-02;7:00;7;0;69;ND;57;ND;ND;ND
030;2018-02-02;9:00;126;2;ND;ND;ND;ND;ND;ND
031;2018-02-02;11:00;ND;ND;28;11;ND;67;ND;26
031;2018-02-02;13:00;ND;ND;31;12;41;34;ND;17
031;2018-02-02;15:00;20;0;35;22;56;51;ND;16
031;2018-02-02;17:00;35;4;ND;71;ND;41;ND;22
031;2018-02-02;19:00;20;0;86;129;41;ND;ND;33
031;2018-02-02;21:00;38;0;ND;148;63;62;ND;55
031;2018-02-02;23:00;52;0;130;177;68;55;ND;ND
031;2018-02-03;1:00;141;0;ND;ND;ND;74;ND;56
031;2018-02-03;3:00;48;0;154;135;95;79;ND;57
031;2018-02-03;5:00;112;0;ND;ND;78;60;ND;38
031;2018-02-03;7:00;68;0;98;ND;68;62;ND;30
031;2018-02-03;9:00;83;8;ND;ND;ND;ND;ND;ND
031;2018-02-03;11:00;40;0;ND;ND;ND;ND;ND;ND
032;2018-02-03;11:00;63;10;15;15;67;ND;ND;ND
032;2018-02-03;13:00;65;12;22;14;61;52;ND;22
032;2018-02-03;15:00;78;0;37;15;42;33;ND;18
032;2018-02-03;17:00;55;16;ND;ND;41;44;ND;17
032;2018-02-03;19:00;34;0;106;ND;ND;37;ND;32
032;2018-02-03;21:00;131;14;ND;ND;60;55;ND;48
032;2018-02-03;23:00;48;0;146;133;75;74;ND;54
032;2018-02-04;1:00;84;20;133;177;74;ND;ND;54
032;2018-02-04;3:00;72;0;112;187;ND;54;ND;64
032;2018-02-04;5:00;68;0;116;ND;51;47;ND;56
032;2018-02-04;7:00;6;0;146;ND;46;ND;ND;ND
032;2018-02-04;9:00;129;12;ND;ND;ND;ND;ND;ND
032;2018-02-04;11:00;45;20;ND;ND;ND;ND;ND;ND
033;2018-02-04;11:00;ND;ND;ND;24;ND;30;ND;13
033;2018-02-04;13:00;ND;ND;ND;15;ND;20;ND;14
033;2018-02-04;15:00;52;0;47;28;33;28;ND;15
033;2018-02-04;17:00;12;0;ND;ND;62;54;ND;14
033;2018-02-04;19:00;34;0;138;74;81;71;ND;28
033;2018-02-04;21:00;46;12;ND;ND;72;63;ND;54
033;2018-02-04;23:00;12;0;224;160;79;ND;ND;ND
033;2018-02-05;1:00;30;20;230;198;90;93;ND;80
033;2018-02-05;3:00;6;0;248;102;ND;112;ND;48
033;2018-02-05;5:00;112;8;184;123;73;73;ND;64
033;2018-02-05;7:00;97;0;70;ND;57;57;ND;44
033;2018-02-05;9:00;83;0;ND;ND;ND;ND;ND;ND
034;2018-02-05;11:00;8;ND;ND;11;ND;12;ND;14
