Fecha/Hora;Concentración de licor pesado real (%);Frecuencia Triplex A (osc/min);Frecuencia Triplex B (osc/min);Frecuencia Triplex D (osc/min);Flujo votator A (kg gelatina/h);Flujo votator B (kg gelatina/h);Flujo votator D (kg gelatina/h);;;;
6/24/2020 4:00:00 PM;27,2;20,7;20,7;26;180,6;175,37;220,27;;;;
6/24/2020 5:00:00 PM;27,5;20,7;20,7;26;182,59;177,31;222,7;;;;
6/25/2020 1:14:55 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
6/25/2020 1:59:37 AM;26;20,5;20,5;26;171,01;166,01;210,56;;;;
6/25/2020 3:13:54 AM;27,1;20,5;20,5;25;178,25;173,04;211,02;;;;
6/25/2020 4:01:31 AM;29,9;20,5;20,5;25;196,67;190,92;232,83;;;;
6/25/2020 5:27:27 AM;21;20,5;20,5;25;138,13;134,09;163,52;;;;
6/25/2020 6:00:00 AM;27,2;20,5;20,5;26;178,91;173,68;220,27;;;;
6/25/2020 6:20:51 AM;28,1;20,1;20,1;25;181,33;175,92;218,81;;;;
6/25/2020 7:00:00 AM;29;20,5;20,5;26;190,75;185,17;234,85;;;;
6/25/2020 7:15:19 AM;28,2;20,1;20,1;25;181,97;176,55;219,59;;;;
6/25/2020 8:00:00 AM;28,4;20,5;20,5;26;186,8;181,34;229,99;;;;
6/25/2020 8:05:39 AM;27,6;20;20;25;177,24;171,93;214,92;;;;
6/25/2020 9:00:00 AM;27,5;20,6;20,6;26;181,74;176,45;222,7;;;;
6/25/2020 9:19:11 AM;27,4;20;20;25;175,96;170,69;213,36;;;;
6/25/2020 10:00:00 AM;27,8;20,6;20,6;26;183,72;178,37;225,13;;;;
6/25/2020 10:13:40 AM;27,8;0;20,5;26;5,41;177,51;225,13;;;;
6/25/2020 11:15:24 AM;28;20;20;25;179,81;174,42;218,03;;;;
6/25/2020 12:00:00 PM;28,3;20,6;20,6;26;187,02;181,58;229,18;;;;
6/25/2020 12:14:14 PM;27,7;20,5;20,5;25;182,2;176,87;215,69;;;;
6/25/2020 4:00:00 PM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
6/25/2020 5:00:00 PM;27,4;20;20;25;175,96;170,69;213,36;;;;
6/26/2020 1:00:56 AM;27,2;20;20;0;174,67;169,44;0;;;;
6/26/2020 1:57:34 AM;28,5;20;20;25;183,02;177,54;221,92;;;;
6/26/2020 3:01:16 AM;28,8;20;20;25;184,95;179,41;224,26;;;;
6/26/2020 4:07:43 AM;28,5;20,5;20,5;25,5;187,46;181,98;226,36;;;;
6/26/2020 4:58:29 AM;28,6;20,5;20,5;25,5;188,12;182,62;227,16;;;;
6/26/2020 6:00:00 AM;28,4;20,5;20,5;25,5;186,8;181,34;225,57;;;;
6/26/2020 7:00:00 AM;28,6;20,5;20,5;25,5;188,12;182,62;227,16;;;;
6/26/2020 8:00:00 AM;28,4;20,5;20,5;25,5;186,8;181,34;225,57;;;;
6/26/2020 9:00:00 AM;27,8;20,5;20,5;25,5;182,85;177,51;220,8;;;;
6/26/2020 10:00:00 AM;28,8;20,5;20,5;25,5;189,43;183,89;228,75;;;;
6/26/2020 11:00:00 AM;27,7;20,5;20,5;25,5;182,2;176,87;220,01;;;;
6/26/2020 12:00:00 PM;27,3;20,5;20,5;25,5;179,57;174,32;216,83;;;;
6/26/2020 12:25:58 PM;27,7;20;20;25;177,88;172,56;215,69;;;;
6/26/2020 1:00:00 PM;29;20,5;20,5;25,5;190,75;185,17;230,33;;;;
6/26/2020 2:00:00 PM;28,1;20,5;20,5;25,5;184,83;179,42;223,19;;;;
6/26/2020 3:00:00 PM;29,2;20,5;20,5;25,5;192,06;186,45;231,92;;;;
6/26/2020 4:00:00 PM;28,9;20,5;20,5;25,5;190,09;184,53;229,54;;;;
6/26/2020 5:00:00 PM;29,3;20,5;20,5;25,5;192,72;187,09;232,72;;;;
6/26/2020 6:00:00 PM;29;20,5;20,5;25,5;190,75;185,17;230,33;;;;
6/26/2020 7:00:00 PM;28,7;20,5;20,5;25,5;188,77;183,25;227,95;;;;
6/26/2020 8:00:00 PM;28,9;20,5;20,5;26;190,09;184,53;234,04;;;;
6/26/2020 9:00:00 PM;28,7;20,5;20,5;26;188,77;183,25;232,42;;;;
6/26/2020 10:00:00 PM;28,6;20,5;20,5;26;188,12;182,62;231,61;;;;
6/26/2020 11:00:00 PM;28,3;20,5;20,5;26;186,14;180,7;229,18;;;;
6/27/2020 12:00:00 AM;28,8;20,5;20,5;26;189,43;183,89;233,23;;;;
6/27/2020 1:00:00 AM;28,6;20,5;20,5;26;188,12;182,62;231,61;;;;
6/27/2020 2:00:00 AM;28,4;20,5;20,5;26;186,8;181,34;229,99;;;;
6/27/2020 3:00:00 AM;28,6;20,5;20,5;26;188,12;182,62;231,61;;;;
6/27/2020 4:00:00 AM;28,6;20,7;20,7;26;189,9;184,4;231,61;;;;
6/27/2020 5:00:00 AM;28,4;20,7;20,7;26;188,57;183,11;229,99;;;;
6/27/2020 6:00:18 AM;28,5;20,7;20,7;26;189,23;183,75;230,8;;;;
6/27/2020 7:00:04 AM;28,4;20,7;20,7;26;188,57;183,11;229,99;;;;
6/27/2020 8:00:38 AM;28,2;20,7;20,7;26;187,24;181,82;228,37;;;;
6/27/2020 9:00:00 AM;28,7;20,7;20,7;26;190,56;185,04;232,42;;;;
6/27/2020 10:06:00 AM;28,5;20,7;20,7;26;189,23;183,75;230,8;;;;
6/27/2020 10:59:16 AM;28,3;20,7;20,7;26;187,9;182,46;229,18;;;;
6/27/2020 12:00:00 PM;28,8;20,7;20,7;26;191,22;185,69;233,23;;;;
6/27/2020 1:00:00 PM;28,6;20,7;20,7;26;189,9;184,4;231,61;;;;
6/27/2020 2:00:00 PM;27,8;20,7;20,7;26;184,59;179,24;225,13;;;;
6/27/2020 3:00:00 PM;28;20,7;20,7;26;185,91;180,53;226,75;;;;
6/27/2020 5:00:00 PM;28,5;20,7;20,7;26;189,23;183,75;230,8;;;;
6/27/2020 6:00:00 PM;28,9;20,7;20,7;26;191,89;186,33;234,04;;;;
6/27/2020 7:00:00 PM;28,8;20,6;20,6;26;190,33;184,79;233,23;;;;
6/27/2020 8:00:00 PM;29;20,7;20,7;26;192,55;186,98;234,85;;;;
6/27/2020 9:00:00 PM;28,6;20,7;20,7;26;189,9;184,4;231,61;;;;
6/27/2020 10:00:00 PM;28,4;20,7;20,7;26;188,57;183,11;229,99;;;;
6/27/2020 11:00:00 PM;28,9;20,7;20,7;26;191,89;186,33;234,04;;;;
6/28/2020 1:00:00 AM;29;20,7;20,7;26;192,55;186,98;234,85;;;;
6/28/2020 2:00:00 AM;28,9;20,7;20,7;26;191,89;186,33;234,04;;;;
6/28/2020 3:00:00 AM;27,43;20,7;20,7;26;182,13;176,85;222,14;;;;
6/28/2020 3:00:00 AM;27,46;20,7;20,7;26;182,33;177,05;222,38;;;;
6/28/2020 4:00:00 AM;28;20,7;20,7;26;185,91;180,53;226,75;;;;
6/28/2020 5:00:00 AM;20,7;20,7;20,7;26;137,44;133,46;167,63;;;;
6/28/2020 1:00:00 PM;27,2;20,7;20,7;26;180,6;175,37;220,27;;;;
6/28/2020 2:00:00 PM;27;20,7;20,7;26;179,27;174,08;218,65;;;;
6/28/2020 3:00:00 PM;27;20,7;20,7;26;179,27;174,08;218,65;;;;
6/28/2020 4:00:00 PM;27,6;20,7;20,7;26;183,26;177,95;223,51;;;;
6/28/2020 5:00:00 PM;28;20,7;20,7;26;185,91;180,53;226,75;;;;
6/28/2020 6:00:00 PM;28,3;20,7;20,7;26;187,9;182,46;229,18;;;;
6/28/2020 7:00:00 PM;28;20,7;20,7;26;185,91;180,53;226,75;;;;
6/28/2020 8:00:00 PM;27,7;20,7;20,7;26;183,92;178,59;224,32;;;;
6/28/2020 9:00:00 PM;26,7;20,7;20,7;26;177,28;172,15;216,22;;;;
6/28/2020 11:00:00 PM;28,3;20,7;20,7;26;187,9;182,46;229,18;;;;
6/29/2020 12:00:00 AM;27,9;20,7;20,7;26;185,25;179,88;225,94;;;;
6/29/2020 12:00:00 AM;29,6;20,7;20,7;26;196,54;190,85;239,71;;;;
6/29/2020 1:00:00 AM;28,2;20,7;20,7;26;187,24;181,82;228,37;;;;
6/29/2020 2:00:00 AM;27,7;20,7;20,7;26;183,92;178,59;224,32;;;;
6/29/2020 3:00:00 AM;28,1;20,7;20,7;26;186,58;181,17;227,56;;;;
6/29/2020 4:00:00 AM;28,5;20,7;20,7;26;189,23;183,75;230,8;;;;
6/29/2020 5:00:00 AM;28,5;20,7;20,7;26;189,23;183,75;230,8;;;;
6/29/2020 6:00:00 AM;28,4;20,7;20,7;26;188,57;183,11;229,99;;;;
6/29/2020 7:00:00 AM;29,1;20,7;20,7;26;193,22;187,62;235,66;;;;
6/29/2020 8:00:30 AM;28,6;20,7;20,7;26;189,9;184,4;231,61;;;;
6/29/2020 9:00:00 AM;28,5;20,7;20,7;26;189,23;183,75;230,8;;;;
6/29/2020 10:04:37 AM;28,4;20,7;20,7;26;188,57;183,11;229,99;;;;
6/29/2020 11:00:00 AM;28,5;20,7;20,7;26;189,23;183,75;230,8;;;;
6/29/2020 12:00:00 PM;28,4;20,7;20,7;26;188,57;183,11;229,99;;;;
6/29/2020 1:00:00 PM;27,9;20,7;20,7;26;185,25;179,88;225,94;;;;
6/29/2020 2:00:00 PM;28,4;20,7;20,7;26;188,57;183,11;229,99;;;;
6/29/2020 3:00:00 PM;29,6;20,7;20,7;26;196,54;190,85;239,71;;;;
6/29/2020 4:00:00 PM;28,6;20,7;20,7;26;189,9;184,4;231,61;;;;
6/29/2020 5:00:00 PM;30,1;20,7;20,7;26;199,86;194,07;243,76;;;;
6/29/2020 6:00:00 PM;28,1;20,7;20,7;26;186,58;181,17;227,56;;;;
6/29/2020 7:00:00 PM;27,8;20,7;20,7;26;184,59;179,24;225,13;;;;
6/29/2020 8:00:00 PM;28;20,7;20,7;26;185,91;180,53;226,75;;;;
6/29/2020 9:00:00 PM;27,8;20,7;20,7;26;184,59;179,24;225,13;;;;
6/29/2020 10:00:00 PM;27;20,7;20,7;26;179,27;174,08;218,65;;;;
6/29/2020 10:00:00 PM;27,4;20,7;20,7;26;181,93;176,66;221,89;;;;
6/29/2020 11:00:00 PM;29,1;20,7;20,7;26;193,22;187,62;235,66;;;;
6/30/2020 1:00:00 AM;29,3;20,7;20,7;26;194,54;188,91;237,28;;;;
6/30/2020 1:10:15 AM;28,7;20,7;20,7;0;190,56;185,04;0;;;;
6/30/2020 2:00:00 AM;28,4;20,7;20,7;26;188,57;183,11;229,99;;;;
6/30/2020 2:07:30 AM;27,7;20,7;20,7;0;183,92;178,59;0;;;;
6/30/2020 3:00:00 AM;28,5;20,7;20,7;22;189,23;183,75;195,29;;;;
6/30/2020 3:03:04 AM;27,4;20,7;20,7;0;181,93;176,66;0;;;;
6/30/2020 4:00:00 AM;28,7;20,7;20,7;26;190,56;185,04;232,42;;;;
6/30/2020 4:17:09 AM;28,7;20,7;20,7;0;190,56;185,04;0;;;;
6/30/2020 5:00:00 AM;28,6;20,7;20,7;26;189,9;184,4;231,61;;;;
6/30/2020 5:12:10 AM;28,9;20,7;20,7;0;191,89;186,33;0;;;;
6/30/2020 6:06:43 AM;29,4;20,7;20,7;26;195,21;189,56;238,09;;;;
6/30/2020 7:12:49 AM;28,6;20,7;20,7;26;189,9;184,4;231,61;;;;
6/30/2020 8:25:34 AM;28,5;20,7;20,7;26;189,23;183,75;230,8;;;;
6/30/2020 9:22:17 AM;28,6;20,7;20,7;26;189,9;184,4;231,61;;;;
6/30/2020 10:07:37 AM;28,6;20,7;20,7;26;189,9;184,4;231,61;;;;
6/30/2020 11:05:12 AM;29,1;20,7;20,7;0;193,22;187,62;0;;;;
6/30/2020 12:07:14 PM;28,8;20,7;20,7;0;191,22;185,69;0;;;;
6/30/2020 7:00:00 PM;28,7;20,7;20,7;0;190,56;185,04;0;;;;
6/30/2020 9:00:00 PM;28,1;20,7;20,7;26;186,58;181,17;227,56;;;;
6/30/2020 10:00:00 PM;28,5;20,7;20,7;26;189,23;183,75;230,8;;;;
6/30/2020 11:00:00 PM;27,5;20,7;20,7;26;182,59;177,31;222,7;;;;
7/1/2020 12:00:00 AM;27,5;20,7;20,7;26;182,59;177,31;222,7;;;;
7/1/2020 1:02:08 AM;28,3;20,7;20,7;26;187,9;182,46;229,18;;;;
7/1/2020 1:09:42 AM;27,9;20,7;20,7;0;185,25;179,88;0;;;;
7/1/2020 2:04:16 AM;27,7;20,7;20,7;26;183,92;178,59;224,32;;;;
7/1/2020 2:06:45 AM;26,6;20,7;20,7;26;176,62;171,5;215,41;;;;
7/1/2020 2:58:03 AM;27,8;20,6;20,6;26;183,72;178,37;225,13;;;;
7/1/2020 3:06:59 AM;27,4;20,7;20,7;26;181,93;176,66;221,89;;;;
7/1/2020 3:52:04 AM;27,3;20,7;20,7;26;181,27;176,02;221,08;;;;
7/1/2020 4:00:00 AM;28,6;20,7;20,7;26;189,9;184,4;231,61;;;;
7/1/2020 5:02:07 AM;27,8;20,7;20,7;26;184,59;179,24;225,13;;;;
7/1/2020 5:46:39 AM;27,6;20;20;26;177,24;171,93;223,51;;;;
7/1/2020 9:01:17 AM;27,8;0;0;0;5,41;0;0;;;;
7/1/2020 9:49:05 AM;28;20,6;20,6;25;185,04;179,66;218,03;;;;
7/1/2020 10:50:54 AM;27,4;20,5;20,5;26;180,22;174,95;221,89;;;;
7/1/2020 12:09:41 PM;27,5;20,7;20,7;26;182,59;177,31;222,7;;;;
7/1/2020 7:00:00 PM;28,2;20;20;26;181,09;175,67;228,37;;;;
7/1/2020 8:00:00 PM;27,6;20;20;26;177,24;171,93;223,51;;;;
7/1/2020 9:00:00 PM;27,9;0;0;26;5,43;0;225,94;;;;
7/1/2020 10:00:00 PM;27,8;0;0;26;5,41;0;225,13;;;;
7/1/2020 11:00:00 PM;30,1;0;0;26;5,86;0;243,76;;;;
7/2/2020 12:00:00 AM;27,3;20,7;20,7;26;181,27;176,02;221,08;;;;
7/2/2020 1:06:45 AM;26,7;20,7;20,7;26;177,28;172,15;216,22;;;;
7/2/2020 2:00:00 AM;27,6;20,7;20,6;26;183,26;177,09;223,51;;;;
7/2/2020 3:00:00 AM;29;20,7;20,7;26;192,55;186,98;234,85;;;;
7/2/2020 4:00:00 AM;28,7;20,7;20,7;26;190,56;185,04;232,42;;;;
7/2/2020 5:00:00 AM;28,5;20,7;20,7;26;189,23;183,75;230,8;;;;
7/2/2020 5:58:41 AM;28;20,8;20,8;26;186,78;181,4;226,75;;;;
7/2/2020 6:00:00 AM;28,8;20,7;20,7;26;191,22;185,69;233,23;;;;
7/2/2020 6:56:57 AM;28,8;20,8;20,8;26;192,12;186,58;233,23;;;;
7/2/2020 7:00:00 AM;28,6;20,7;20,7;26;189,9;184,4;231,61;;;;
7/2/2020 7:56:18 AM;28,3;20,8;20,8;26;188,79;183,34;229,18;;;;
7/2/2020 8:00:00 AM;28,8;20,7;20,7;26;191,22;185,69;233,23;;;;
7/2/2020 9:00:00 AM;28,6;20,7;20,7;26;189,9;184,4;231,61;;;;
7/2/2020 9:09:37 AM;27,9;20,8;20,8;26;186,12;180,75;225,94;;;;
7/2/2020 10:00:00 AM;28,1;20,7;20,7;26;186,58;181,17;227,56;;;;
7/2/2020 10:06:23 AM;27,2;20,8;20,8;26;181,45;176,22;220,27;;;;
7/2/2020 11:00:00 AM;28,3;20,7;20,7;26;187,9;182,46;229,18;;;;
7/2/2020 11:13:14 AM;27,7;20,8;20,8;26;184,78;179,46;224,32;;;;
7/2/2020 11:55:46 AM;28;20,2;20,2;26;181,55;176,17;226,75;;;;
7/2/2020 12:00:00 PM;28,3;20,7;20,7;26;187,9;182,46;229,18;;;;
7/2/2020 1:00:00 PM;28,3;20,7;20,7;26;187,9;182,46;229,18;;;;
7/2/2020 2:00:00 PM;28,3;20,7;20,7;26;187,9;182,46;229,18;;;;
7/2/2020 3:00:00 PM;28,4;20,7;20,7;26;188,57;183,11;229,99;;;;
7/2/2020 4:00:00 PM;28,1;20,8;20,8;26;187,45;182,05;227,56;;;;
7/2/2020 5:00:00 PM;28,4;20,8;20,8;26;189,45;183,99;229,99;;;;
7/3/2020 1:52:16 AM;27,5;20,2;20,2;25;178,31;173,02;214,14;;;;
7/3/2020 3:18:35 AM;28,2;20,2;20,2;25;182,85;177,43;219,59;;;;
7/3/2020 4:23:54 AM;28;20,8;20,8;26;186,78;181,4;226,75;;;;
7/3/2020 5:13:19 AM;27,7;20,8;20,8;26;184,78;179,46;224,32;;;;
7/3/2020 6:00:00 AM;27,8;20,8;20,8;26;185,45;180,11;225,13;;;;
7/3/2020 6:13:04 AM;28,1;20,8;20,8;26;187,45;182,05;227,56;;;;
7/3/2020 7:00:00 AM;27,9;20,8;20,8;26;186,12;180,75;225,94;;;;
7/3/2020 7:01:55 AM;27,6;20,8;20,8;26;184,12;178,81;223,51;;;;
7/3/2020 7:55:09 AM;27,8;20,8;20,8;26;185,45;180,11;225,13;;;;
7/3/2020 8:00:00 AM;28;20,8;20,8;26;186,78;181,4;226,75;;;;
7/3/2020 9:00:00 AM;28,6;20,8;20,8;26;190,79;185,29;231,61;;;;
7/3/2020 9:59:31 AM;27,4;20,8;20,8;26;182,78;177,51;221,89;;;;
7/3/2020 10:00:00 AM;28,1;20,8;20,8;26;187,45;182,05;227,56;;;;
7/3/2020 10:00:26 AM;28,5;20,8;20,8;26;190,12;184,64;230,8;;;;
7/3/2020 11:00:00 AM;28;20,8;20,8;26;186,78;181,4;226,75;;;;
7/3/2020 11:12:14 AM;27,8;20,8;20,8;26;185,45;180,11;225,13;;;;
7/3/2020 12:00:00 PM;27,8;19,5;19,5;24;174,2;168,85;207,81;;;;
7/3/2020 12:58:54 PM;26,6;20,2;20,2;25;172,48;167,36;207,13;;;;
7/3/2020 1:00:00 PM;27,5;19,5;19,5;24;172,32;167,03;205,57;;;;
7/3/2020 2:00:00 PM;27,5;19,5;19,5;26;172,32;167,03;222,7;;;;
7/3/2020 3:00:00 PM;27,6;19,5;19,5;24;172,94;167,63;206,32;;;;
7/3/2020 4:00:00 PM;27,4;19,5;19,5;24;171,69;166,42;204,82;;;;
7/3/2020 5:00:00 PM;27,8;20,8;20,8;26;185,45;180,11;225,13;;;;
7/4/2020 1:15:28 AM;28,3;20,8;20,8;26;188,79;183,34;229,18;;;;
7/4/2020 2:06:11 AM;28,2;20,8;20,8;26;188,12;182,7;228,37;;;;
7/4/2020 3:22:15 AM;28,4;20,8;20,8;26;189,45;183,99;229,99;;;;
7/4/2020 4:04:57 AM;28;20,8;20,8;26;186,78;181,4;226,75;;;;
7/4/2020 5:14:22 AM;28;20,8;20,8;26;186,78;181,4;226,75;;;;
7/4/2020 6:00:00 AM;28,2;20,8;20,8;26;188,12;182,7;228,37;;;;
7/4/2020 7:00:00 AM;28,1;20,8;20,8;26;187,45;182,05;227,56;;;;
7/4/2020 8:00:00 AM;28,5;20,8;20,8;26;190,12;184,64;230,8;;;;
7/4/2020 9:00:00 AM;28,6;20,8;20,8;26;190,79;185,29;231,61;;;;
7/4/2020 10:00:00 AM;28,6;20,8;20,8;26;190,79;185,29;231,61;;;;
7/4/2020 11:00:00 AM;27,8;20,8;20,8;26;185,45;180,11;225,13;;;;
7/4/2020 12:00:00 PM;27,44;20,8;20,8;26;183,05;177,77;222,22;;;;
7/4/2020 12:22:26 PM;28,3;20,8;20,8;26;188,79;183,34;229,18;;;;
7/4/2020 1:00:00 PM;28,42;20,8;20,8;26;189,59;184,12;230,15;;;;
7/4/2020 2:00:00 PM;28,1;20,8;20,8;26;187,45;182,05;227,56;;;;
7/4/2020 3:00:00 PM;29,2;20,8;20,8;26;194,79;189,18;236,47;;;;
7/4/2020 4:00:00 PM;27;20,8;20,8;26;180,11;174,92;218,65;;;;
7/4/2020 4:00:00 PM;27,9;20,8;20,8;26;186,12;180,75;225,94;;;;
7/4/2020 5:00:00 PM;27,2;20,8;20,8;26;181,45;176,22;220,27;;;;
7/4/2020 7:00:00 PM;28,6;20,8;20,8;26;190,79;185,29;231,61;;;;
7/4/2020 8:00:00 PM;27,4;20,8;20,8;26;182,78;177,51;221,89;;;;
7/4/2020 9:00:00 PM;27,5;20,8;20,8;26;183,45;178,16;222,7;;;;
7/4/2020 10:00:00 PM;27,9;20,8;20,8;26;186,12;180,75;225,94;;;;
7/4/2020 11:00:00 PM;28,1;20,8;20,8;26;187,45;182,05;227,56;;;;
7/5/2020 12:00:00 AM;28;20,8;20,8;26;186,78;181,4;226,75;;;;
7/5/2020 1:00:00 AM;28,9;20,8;20,8;26;192,79;187,23;234,04;;;;
7/5/2020 2:00:00 AM;28,5;20,8;20,8;26;190,12;184,64;230,8;;;;
7/5/2020 3:00:00 AM;28,4;20,8;20,8;26;189,45;183,99;229,99;;;;
7/5/2020 4:00:00 AM;28,7;20,8;20,8;26;191,45;185,94;232,42;;;;
7/5/2020 9:04:35 AM;27,26;21;21;26;183,55;178,31;220,76;;;;
7/5/2020 10:03:50 AM;27,3;21;21;26;183,82;178,57;221,08;;;;
7/5/2020 11:00:00 AM;27,4;21;21;26;184,49;179,22;221,89;;;;
7/5/2020 12:00:00 PM;27,4;21;21;26;184,49;179,22;221,89;;;;
7/5/2020 1:00:00 PM;27,3;21;21;26;183,82;178,57;221,08;;;;
7/5/2020 2:00:00 PM;27;21;21;26;181,8;176,6;218,65;;;;
7/5/2020 3:00:00 PM;27;21;21;26;181,8;176,6;218,65;;;;
7/5/2020 4:00:00 PM;28,1;21;21;26;189,2;183,8;227,56;;;;
7/5/2020 5:00:00 PM;27,6;21;21;26;185,84;180,53;223,51;;;;
7/5/2020 6:00:00 PM;28,3;21;21;26;190,55;185,11;229,18;;;;
7/5/2020 7:00:00 PM;28,3;21;21;26;190,55;185,11;229,18;;;;
7/5/2020 8:00:00 PM;27,6;21;21;26;185,84;180,53;223,51;;;;
7/5/2020 9:00:00 PM;27,7;21;21;26;186,51;181,18;224,32;;;;
7/5/2020 10:00:00 PM;27,7;21;21;26;186,51;181,18;224,32;;;;
7/5/2020 11:00:00 PM;28,1;21;21;26;189,2;183,8;227,56;;;;
7/6/2020 12:00:00 AM;28,2;21;21;26;189,88;184,45;228,37;;;;
7/6/2020 1:00:00 AM;28,2;21;21;26;189,88;184,45;228,37;;;;
7/6/2020 2:00:00 AM;27,8;21;21;26;187,18;181,84;225,13;;;;
7/6/2020 3:00:00 AM;28;21;21;26;188,53;183,15;226,75;;;;
7/6/2020 4:00:00 AM;27,9;21;21;26;187,86;182,49;225,94;;;;
7/6/2020 5:00:00 AM;28,1;21;21;26;189,2;183,8;227,56;;;;
7/6/2020 6:00:59 AM;28;21;21;26;188,53;183,15;226,75;;;;
7/6/2020 7:00:00 AM;28,1;21;21;26;189,2;183,8;227,56;;;;
7/6/2020 8:02:03 AM;27,7;21;21;26;186,51;181,18;224,32;;;;
7/6/2020 9:04:11 AM;27,7;21;21;26;186,51;181,18;224,32;;;;
7/6/2020 10:00:00 AM;27,5;21;21;26;185,16;179,88;222,7;;;;
7/6/2020 11:00:00 AM;27,5;21;21;26;185,16;179,88;222,7;;;;
7/6/2020 12:00:00 PM;27,5;21;21;26;185,16;179,88;222,7;;;;
7/6/2020 1:00:00 PM;27,6;21;21;26;185,84;180,53;223,51;;;;
7/6/2020 2:00:00 PM;27,5;21;21;26;185,16;179,88;222,7;;;;
7/6/2020 3:00:00 PM;27,3;21;21;26;183,82;178,57;221,08;;;;
7/6/2020 4:00:00 PM;27,6;21;21;26;185,84;180,53;223,51;;;;
7/6/2020 5:00:00 PM;27,6;21;21;26;185,84;180,53;223,51;;;;
7/6/2020 6:00:00 PM;27,7;21;21;26;186,51;181,18;224,32;;;;
7/6/2020 7:00:00 PM;28;21;21;26;188,53;183,15;226,75;;;;
7/6/2020 8:00:00 PM;27,8;21;21;26;187,18;181,84;225,13;;;;
7/6/2020 9:00:00 PM;27,5;21;21;26;185,16;179,88;222,7;;;;
7/6/2020 10:00:00 PM;27,4;19,5;19,5;24;171,69;166,42;204,82;;;;
7/6/2020 11:00:00 PM;27,4;19,5;19,5;24;171,69;166,42;204,82;;;;
7/7/2020 12:00:00 AM;27,46;21;21;26;184,89;179,61;222,38;;;;
7/7/2020 12:00:00 AM;27,5;19,5;19,5;24;172,32;167,03;205,57;;;;
7/7/2020 1:00:00 AM;27,3;19,5;19,5;24;171,07;165,81;204,08;;;;
7/7/2020 2:00:00 AM;27,5;19,5;19,5;24;172,32;167,03;205,57;;;;
7/7/2020 3:00:00 AM;27,3;19,5;19,5;24;171,07;165,81;204,08;;;;
7/7/2020 4:00:00 AM;27,5;21;21;26;185,16;179,88;222,7;;;;
7/7/2020 5:00:00 AM;27,3;21;21;26;183,82;178,57;221,08;;;;
7/7/2020 6:00:21 AM;27,4;21;21;26;184,49;179,22;221,89;;;;
7/7/2020 7:00:00 AM;27,2;21;21;26;183,14;177,91;220,27;;;;
7/7/2020 8:00:00 AM;26,9;21;21;26;181,12;175,95;217,84;;;;
7/7/2020 8:59:59 AM;27,6;21;21;26;185,84;180,53;223,51;;;;
7/7/2020 10:00:00 AM;27,9;21;21;26;187,86;182,49;225,94;;;;
7/7/2020 11:00:00 AM;27,6;21;21;26;185,84;180,53;223,51;;;;
7/7/2020 12:00:00 PM;27,3;21;21;26;183,82;178,57;221,08;;;;
7/7/2020 1:00:00 PM;27,5;21;21;26;185,16;179,88;222,7;;;;
7/7/2020 2:00:00 PM;27,6;21;21;26;185,84;180,53;223,51;;;;
7/7/2020 3:00:00 PM;17,4;21;21;26;117,16;113,81;140,91;;;;
7/7/2020 4:00:00 PM;27,5;21;21;26;185,16;179,88;222,7;;;;
7/7/2020 5:00:00 PM;27,6;21;21;26;185,84;180,53;223,51;;;;
7/7/2020 6:00:00 PM;27,7;21;21;26;186,51;181,18;224,32;;;;
7/7/2020 7:00:00 PM;28;21;21;26;188,53;183,15;226,75;;;;
7/7/2020 8:00:00 PM;28,1;21;21;26;189,2;183,8;227,56;;;;
7/7/2020 9:00:00 PM;27,7;21;21;26;186,51;181,18;224,32;;;;
7/7/2020 10:00:00 PM;27;21;21;26;181,8;176,6;218,65;;;;
7/7/2020 11:00:00 PM;27,6;21;21;26;185,84;180,53;223,51;;;;
7/8/2020 1:00:00 AM;27,8;21;21;26;187,18;181,84;225,13;;;;
7/8/2020 1:46:39 AM;28;21;21;26;188,53;183,15;226,75;;;;
7/8/2020 2:00:00 AM;28,4;21;21;26;191,22;185,76;229,99;;;;
7/8/2020 3:00:00 AM;27,4;21;21;26;184,49;179,22;221,89;;;;
7/8/2020 3:01:22 AM;27,6;21;21;26;185,84;180,53;223,51;;;;
7/8/2020 3:50:19 AM;27,6;21;21;26;185,84;180,53;223,51;;;;
7/8/2020 4:00:00 AM;27,8;21;21;26;187,18;181,84;225,13;;;;
7/8/2020 5:00:00 AM;27,4;21;21;26;184,49;179,22;221,89;;;;
7/8/2020 5:40:13 AM;27,5;21;21;26;185,16;179,88;222,7;;;;
7/8/2020 6:00:36 AM;29,3;21;21;26;197,28;191,65;237,28;;;;
7/8/2020 11:33:12 AM;26,6;20;20;25;170,82;165,7;207,13;;;;
7/8/2020 12:00:00 PM;27,5;21;21;26;185,16;179,88;222,7;;;;
7/8/2020 12:00:30 PM;27,4;20;20;25;175,96;170,69;213,36;;;;
7/8/2020 12:57:09 PM;28,4;21;21;26;191,22;185,76;229,99;;;;
7/8/2020 7:00:00 PM;27,5;21;21;26;185,16;179,88;222,7;;;;
7/8/2020 8:00:00 PM;27,7;21;21;26;186,51;181,18;224,32;;;;
7/8/2020 9:00:00 PM;27,4;21;21;26;184,49;179,22;221,89;;;;
7/8/2020 10:00:00 PM;27,5;21;21;26;185,16;179,88;222,7;;;;
