Fecha/Hora;Concentración de licor pesado real (%);Frecuencia Triplex A (osc/min);Frecuencia Triplex B (osc/min);Frecuencia Triplex D (osc/min);Flujo votator A (kg gelatina/h);Flujo votator B (kg gelatina/h);Flujo votator D (kg gelatina/h);;;;
1/1/2020 1:05:04 AM;30,8;20,5;20,5;24,5;202,59;196,66;235,04;;;;
1/1/2020 2:11:32 AM;31,4;20,5;20,5;24,5;206,53;200,49;239,62;;;;
1/1/2020 2:16:57 AM;27,5;21;21;24,5;185,16;179,88;209,85;;;;
1/1/2020 2:56:45 AM;28;21;21;24,5;188,53;183,15;213,67;;;;
1/1/2020 3:01:46 AM;30;20,5;20,5;24,5;197,32;191,56;228,93;;;;
1/1/2020 4:02:50 AM;30;19,5;19,5;22;187,98;182,21;205,57;;;;
1/1/2020 4:17:47 AM;28,3;21;21;24,5;190,55;185,11;215,96;;;;
1/1/2020 4:57:52 AM;28,1;21;21;24,5;189,2;183,8;214,43;;;;
1/1/2020 5:00:48 AM;30;19,5;19,5;22;187,98;182,21;205,57;;;;
1/1/2020 5:45:04 AM;28,1;21;21;24,5;189,2;183,8;214,43;;;;
1/1/2020 6:00:00 AM;25;20;20;24;160,55;155,74;186,88;;;;
1/1/2020 7:00:00 AM;25,2;19;19;0;153,98;149,13;0;;;;
1/1/2020 7:00:28 AM;28,4;21;21;24,5;191,22;185,76;216,72;;;;
1/1/2020 8:00:00 AM;26;20;20;24,5;166,97;161,97;198,41;;;;
1/1/2020 8:07:44 AM;29,2;21;21;24,5;196,61;190,99;222,83;;;;
1/1/2020 8:54:13 AM;29;21;21;24,5;195,26;189,69;221,3;;;;
1/1/2020 9:00:00 AM;27;20;20;24,5;173,39;168,19;206,04;;;;
1/1/2020 10:00:00 AM;26,4;20,5;20,5;24,5;173,65;168,57;201,46;;;;
1/1/2020 11:00:00 AM;26,6;21;21;24,5;179,1;173,99;202,99;;;;
1/1/2020 12:00:00 PM;26,3;21;21;24,5;177,08;172,03;200,7;;;;
1/1/2020 1:00:00 PM;27;21;21;24,5;181,8;176,6;206,04;;;;
1/1/2020 10:00:00 PM;28,5;19;21;24,5;174,15;186,42;217,49;;;;
1/1/2020 11:00:00 PM;29,5;19,5;21;24,5;184,85;192,96;225,12;;;;
1/2/2020 12:00:00 AM;30,5;19,5;21;24,5;191,12;199,5;232,75;;;;
1/2/2020 1:00:00 AM;29,7;19,5;21;24,5;186,1;194,27;226,64;;;;
1/2/2020 1:02:24 AM;26,11;20,5;20,5;24,5;171,74;166,72;199,25;;;;
1/2/2020 2:00:00 AM;30,1;19,5;20;24,5;188,61;187,51;229,7;;;;
1/2/2020 4:00:00 AM;30,5;19;19;24,5;186,37;180,5;232,75;;;;
1/2/2020 5:00:00 AM;31,9;19;19;24,5;194,92;188,78;243,43;;;;
1/2/2020 5:53:42 AM;28,9;19;19;24,5;176,59;171,03;220,54;;;;
1/2/2020 11:59:33 AM;24,3;20,5;20,5;0;159,83;155,16;0;;;;
1/2/2020 2:00:00 PM;26,3;20,5;20,5;24,5;172,99;167,93;200,7;;;;
1/2/2020 3:00:00 PM;26,4;20,5;20,5;24,5;173,65;168,57;201,46;;;;
1/2/2020 4:00:00 PM;27,3;20,5;20,5;24,5;179,57;174,32;208,33;;;;
1/2/2020 5:00:00 PM;26,6;20,5;20,5;24,5;174,96;169,85;202,99;;;;
1/2/2020 6:00:00 PM;27,3;20,5;20,5;24,5;179,57;174,32;208,33;;;;
1/2/2020 7:00:00 PM;28,2;20,5;21;24,5;185,48;184,45;215,2;;;;
1/2/2020 8:00:00 PM;27,2;20,5;21;24,5;178,91;177,91;207,56;;;;
1/2/2020 9:00:00 PM;27,3;20,5;21;24,5;179,57;178,57;208,33;;;;
1/2/2020 10:00:00 PM;27;20,5;21;22;177,59;176,6;185,01;;;;
1/2/2020 11:00:00 PM;27,9;20,5;21;24,5;183,51;182,49;212,91;;;;
1/3/2020 12:00:00 AM;27,9;20,5;21;24,5;183,51;182,49;212,91;;;;
1/3/2020 1:00:00 AM;28,4;20,5;21;24,5;186,8;185,76;216,72;;;;
1/3/2020 2:00:00 AM;28,3;20,5;21;24,5;186,14;185,11;215,96;;;;
1/3/2020 3:00:00 AM;29,3;20,5;21;24,5;192,72;191,65;223,59;;;;
1/3/2020 4:00:00 AM;30,2;20,5;21;24,5;198,64;197,54;230,46;;;;
1/3/2020 5:00:00 AM;29,7;20,5;21;24,5;195,35;194,27;226,64;;;;
1/3/2020 6:11:15 AM;28,8;20;20;24,5;184,95;179,41;219,77;;;;
1/3/2020 6:54:59 AM;31,2;20;20;24,5;200,36;194,36;238,09;;;;
1/3/2020 7:50:50 AM;29,4;19,5;19,5;24,5;184,22;178,57;224,35;;;;
1/3/2020 9:03:42 AM;30;20,5;20,5;24,5;197,32;191,56;228,93;;;;
1/3/2020 10:19:09 AM;28;20;21;24;179,81;183,15;209,31;;;;
1/3/2020 11:12:17 AM;28,4;20;21;24,5;182,38;185,76;216,72;;;;
1/3/2020 11:16:27 AM;25,8;0;0;0;5,02;0;0;;;;
1/3/2020 11:54:52 AM;26,7;20,5;20,5;24,5;175,62;170,48;203,75;;;;
1/3/2020 2:00:00 PM;23,4;0;20,5;0;4,55;149,41;0;;;;
1/3/2020 3:00:00 PM;26;20;21;24,5;166,97;170,06;198,41;;;;
1/3/2020 4:00:00 PM;26,8;20;21;24,5;172,1;175,3;204,51;;;;
1/3/2020 5:00:00 PM;27,6;20;21;24,5;177,24;180,53;210,62;;;;
1/3/2020 6:00:00 PM;28,4;20;21;24,5;182,38;185,76;216,72;;;;
1/3/2020 7:00:00 PM;28,2;20;21;24,5;181,09;184,45;215,2;;;;
1/3/2020 8:00:00 PM;28,2;20;21;24,5;181,09;184,45;215,2;;;;
1/3/2020 9:00:00 PM;27,8;20;21;24,5;178,53;181,84;212,14;;;;
1/4/2020 2:05:59 AM;28,9;20;20;24,5;185,59;180,03;220,54;;;;
1/4/2020 3:04:28 AM;29,4;20;20;24,5;188,8;183,15;224,35;;;;
1/4/2020 4:09:41 AM;29,3;20;20;25;188,16;182,52;228,15;;;;
1/4/2020 4:57:47 AM;29,1;20;20;25;186,87;181,28;226,6;;;;
1/4/2020 6:00:00 AM;29,3;20;20;25;188,16;182,52;228,15;;;;
1/4/2020 7:00:00 AM;29,8;20;20;24;191,37;185,64;222,76;;;;
1/4/2020 8:00:00 AM;29,4;20;20;25;188,8;183,15;228,93;;;;
1/4/2020 9:00:00 AM;29,8;20;20;25;191,37;185,64;232,05;;;;
1/4/2020 10:00:00 AM;29,3;20;20;25;188,16;182,52;228,15;;;;
1/4/2020 10:31:07 AM;27,8;21;21;24;187,18;181,84;207,81;;;;
1/4/2020 11:00:00 AM;32,6;20;20;0;209,35;203,08;0;;;;
1/4/2020 11:16:07 AM;27,9;21;21;24,5;187,86;182,49;212,91;;;;
1/4/2020 12:00:00 PM;29,8;20;20;25;191,37;185,64;232,05;;;;
1/4/2020 12:23:13 PM;28,8;20;21;24,5;184,95;188,38;219,77;;;;
1/4/2020 12:53:23 PM;29;20;21;24,5;186,23;189,69;221,3;;;;
1/4/2020 1:00:00 PM;26,2;20;0;24;168,25;0;195,85;;;;
1/4/2020 2:00:00 PM;25,9;0;20;24;5,04;161,34;193,61;;;;
1/4/2020 3:00:00 PM;26,2;21;21;24;176,41;171,37;195,85;;;;
1/4/2020 4:00:00 PM;26,3;21;21;24;177,08;172,03;196,6;;;;
1/4/2020 5:00:00 PM;27,1;21;21;21;182,47;177,26;177,26;;;;
1/4/2020 6:00:00 PM;27,1;21;21;24;182,47;177,26;202,58;;;;
1/4/2020 7:00:00 PM;27,6;21;21;24;185,84;180,53;206,32;;;;
1/4/2020 8:00:00 PM;27,3;21;21;24;183,82;178,57;204,08;;;;
1/4/2020 9:00:00 PM;28,4;21;21;24;191,22;185,76;212,3;;;;
1/5/2020 1:58:27 AM;28,6;20,5;21;25;188,12;187,07;222,7;;;;
1/5/2020 2:58:53 AM;28,8;20,5;21;25;189,43;188,38;224,26;;;;
1/5/2020 4:03:59 AM;29;20,5;21;25;190,75;189,69;225,82;;;;
1/5/2020 6:00:00 AM;30;20,5;21;25;197,32;196,23;233,6;;;;
1/5/2020 7:00:00 AM;30;20,5;21;25;197,32;196,23;233,6;;;;
1/5/2020 8:00:00 AM;30,2;20,5;0;25;198,64;0;235,16;;;;
1/5/2020 9:07:44 AM;29,4;21;21;25;197,95;192,3;228,93;;;;
1/5/2020 10:00:00 AM;29,7;20;20;25;190,73;185,01;231,27;;;;
1/5/2020 10:25:11 AM;26,8;21;21;25;180,45;175,3;208,69;;;;
1/5/2020 10:55:56 AM;29,7;21;21;25;199,97;194,27;231,27;;;;
1/5/2020 11:05:40 AM;27;20,5;21;25;177,59;176,6;210,24;;;;
1/5/2020 12:03:39 PM;29,7;20;20;25;190,73;185,01;231,27;;;;
1/5/2020 12:03:58 PM;28,6;20,5;21;25;188,12;187,07;222,7;;;;
1/5/2020 12:55:37 PM;28,7;20,5;21;25;188,77;187,72;223,48;;;;
1/5/2020 6:00:00 PM;26,4;19;18;24;161,32;148,01;197,35;;;;
1/5/2020 7:00:00 PM;26,5;0;19;25;5,16;156,83;206,35;;;;
1/5/2020 8:00:00 PM;26,6;21;21;25;179,1;173,99;207,13;;;;
1/5/2020 9:00:00 PM;26,8;21;21;25;180,45;175,3;208,69;;;;
1/6/2020 2:00:49 AM;27,5;20,5;21;25;180,88;179,88;214,14;;;;
1/6/2020 2:03:13 AM;27,5;20,5;21;25;180,88;179,88;214,14;;;;
1/6/2020 3:19:21 AM;27,9;20,5;21;25;183,51;182,49;217,25;;;;
1/6/2020 4:02:45 AM;28,4;20,5;21;25;186,8;185,76;221,15;;;;
1/6/2020 4:47:18 AM;28,6;20,5;21;25;188,12;187,07;222,7;;;;
1/6/2020 6:00:00 AM;28,5;20,5;21;25;187,46;186,42;221,92;;;;
1/6/2020 7:00:00 AM;28,4;20,5;21;25;186,8;185,76;221,15;;;;
1/6/2020 8:00:00 AM;29;20,5;21;25;190,75;189,69;225,82;;;;
1/6/2020 9:00:00 AM;28,9;20,5;21;25;190,09;189,03;225,04;;;;
1/6/2020 10:00:00 AM;28,9;20;20;25;185,59;180,03;225,04;;;;
1/6/2020 11:00:00 AM;29,1;20;20;25;186,87;181,28;226,6;;;;
1/6/2020 12:00:00 PM;29,5;20;20;25;189,44;183,77;229,71;;;;
1/6/2020 12:00:53 PM;27,4;20,5;21;25;180,22;179,22;213,36;;;;
1/6/2020 12:57:24 PM;27,8;20,5;21;25;182,85;181,84;216,47;;;;
1/6/2020 1:00:00 PM;29,8;20;20;25;191,37;185,64;232,05;;;;
1/6/2020 2:00:00 PM;29,9;20;20;25;192,01;186,26;232,83;;;;
1/6/2020 3:00:00 PM;29,9;20;20;25;192,01;186,26;232,83;;;;
1/6/2020 6:00:00 PM;26,8;0;19,5;25;5,22;162,78;208,69;;;;
1/6/2020 7:00:00 PM;26,3;20;20;24;168,89;163,83;196,6;;;;
1/6/2020 8:00:00 PM;26,1;20;20;25;167,61;162,59;203,24;;;;
1/6/2020 9:00:00 PM;26,5;20;21;25;170,18;173,33;206,35;;;;
1/6/2020 10:00:00 PM;26,7;20;21;25;171,46;174,64;207,91;;;;
1/6/2020 11:00:00 PM;26;20;21;25;166,97;170,06;202,46;;;;
1/7/2020 1:00:00 AM;28,7;20;21;25;184,31;187,72;223,48;;;;
1/7/2020 2:00:00 AM;27,7;20;21;25;177,88;181,18;215,69;;;;
1/7/2020 3:00:00 AM;27,6;20;21;25;177,24;180,53;214,92;;;;
1/7/2020 4:00:00 AM;27,9;20;21;25;179,17;182,49;217,25;;;;
1/7/2020 5:00:00 AM;28,1;20;21;25;180,45;183,8;218,81;;;;
1/7/2020 6:00:00 AM;29,1;20;21;25;186,87;190,34;226,6;;;;
1/7/2020 7:00:00 AM;28,7;20;21;25;184,31;187,72;223,48;;;;
1/7/2020 8:00:00 AM;28,8;20;21;25;184,95;188,38;224,26;;;;
1/7/2020 9:00:00 AM;29,2;20;21;25;187,52;190,99;227,37;;;;
1/7/2020 10:00:00 AM;28,9;20;21;25;185,59;189,03;225,04;;;;
1/7/2020 11:00:00 AM;29,1;20;20,5;25;186,87;185,81;226,6;;;;
1/7/2020 12:00:00 PM;29,2;20;20,5;25;187,52;186,45;227,37;;;;
1/7/2020 2:00:00 PM;31;20;20,5;25;199,08;197,94;241,39;;;;
1/7/2020 4:00:00 PM;29,4;19;20,5;25;179,65;187,72;228,93;;;;
1/7/2020 5:00:00 PM;28,8;19;19;22;175,98;170,44;197,35;;;;
1/7/2020 7:00:00 PM;27,1;20;20;24,5;174,03;168,82;206,8;;;;
1/7/2020 8:00:00 PM;26,4;20;20;24,5;169,54;164,46;201,46;;;;
1/7/2020 9:00:00 PM;27;20,5;20,5;25;177,59;172,4;210,24;;;;
1/7/2020 10:00:00 PM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
1/7/2020 11:00:00 PM;27,3;20,5;20,5;25;179,57;174,32;212,58;;;;
1/8/2020 12:00:00 AM;27,7;20,5;20,5;25;182,2;176,87;215,69;;;;
1/8/2020 1:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
1/8/2020 2:00:00 AM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
1/8/2020 2:19:41 AM;30,2;20,5;20,5;25;198,64;192,83;235,16;;;;
1/8/2020 3:00:00 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/8/2020 3:08:46 AM;31;20,5;20,5;25;203,9;197,94;241,39;;;;
1/8/2020 3:44:33 AM;31,5;20,5;20,5;25;207,19;201,13;245,28;;;;
1/8/2020 4:00:00 AM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
1/8/2020 4:49:54 AM;30,6;20,5;20,5;25;201,27;195,39;238,28;;;;
1/8/2020 5:00:00 AM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
1/8/2020 5:59:32 AM;26,5;20,5;20,5;25;174,3;169,21;206,35;;;;
1/8/2020 6:08:13 AM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
1/8/2020 7:00:00 AM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
1/8/2020 7:04:09 AM;25,5;20,5;20,5;25;167,73;162,82;198,56;;;;
1/8/2020 7:52:47 AM;26,5;20,5;20,5;25;174,3;169,21;206,35;;;;
1/8/2020 8:08:57 AM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
1/8/2020 8:57:49 AM;29,2;20,5;20,5;25;192,06;186,45;227,37;;;;
1/8/2020 10:11:58 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
1/8/2020 11:04:38 AM;29,5;20,5;20,5;25;194,04;188,36;229,71;;;;
1/8/2020 12:09:45 PM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/8/2020 1:00:00 PM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/8/2020 9:05:20 PM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
1/8/2020 10:00:00 PM;27,1;20,5;20,5;25;178,25;173,04;211,02;;;;
1/8/2020 11:00:00 PM;27,3;20,5;20,5;25;179,57;174,32;212,58;;;;
1/9/2020 12:00:00 AM;27,2;20,5;20,5;25;178,91;173,68;211,8;;;;
1/9/2020 1:00:00 AM;27,6;20,5;20,5;25;181,54;176,23;214,92;;;;
1/9/2020 2:00:00 AM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
1/9/2020 2:24:16 AM;29,8;20,5;20,5;25;196,01;190,28;232,05;;;;
1/9/2020 3:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
1/9/2020 3:00:21 AM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/9/2020 4:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
1/9/2020 4:21:31 AM;30,7;20,5;20,5;25;201,93;196,02;239,05;;;;
1/9/2020 5:00:00 AM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
1/9/2020 5:01:29 AM;29,2;20,5;20,5;25;192,06;186,45;227,37;;;;
1/9/2020 6:13:20 AM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
1/9/2020 7:00:02 AM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
1/9/2020 7:02:47 AM;30,8;20,5;20,5;25;202,59;196,66;239,83;;;;
1/9/2020 7:46:04 AM;30,1;20,5;20,5;25;197,98;192,19;234,38;;;;
1/9/2020 8:06:06 AM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
1/9/2020 9:07:10 AM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
1/9/2020 10:00:21 AM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
1/9/2020 11:05:37 AM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
1/9/2020 12:07:02 PM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
1/9/2020 1:00:38 PM;29,7;20,5;20,5;25;195,35;189,64;231,27;;;;
1/10/2020 1:01:15 AM;26,3;0;0;0;5,12;0;0;;;;
1/10/2020 1:02:06 AM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
1/10/2020 2:07:55 AM;26,5;19;19;24;161,93;156,83;198,1;;;;
1/10/2020 3:08:40 AM;26,6;20,5;20,5;24;174,96;169,85;198,84;;;;
1/10/2020 4:00:07 AM;26,8;20,5;20,5;25;176,28;171,12;208,69;;;;
1/10/2020 5:02:17 AM;26,8;20,5;20,5;25;176,28;171,12;208,69;;;;
1/10/2020 6:24:48 AM;27,1;20,5;20,5;25;178,25;173,04;211,02;;;;
1/10/2020 6:57:29 AM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
1/10/2020 7:49:59 AM;27,6;20,5;20,5;25;181,54;176,23;214,92;;;;
1/10/2020 9:11:54 AM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
1/10/2020 9:52:28 AM;27,8;20,5;20,5;25;182,85;177,51;216,47;;;;
1/10/2020 10:54:27 AM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
1/10/2020 12:24:06 PM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/10/2020 2:00:00 PM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/10/2020 3:00:00 PM;28,3;20,5;20,5;25;186,14;180,7;220,37;;;;
1/10/2020 4:00:00 PM;29,7;20,5;20,5;25;195,35;189,64;231,27;;;;
1/10/2020 5:00:00 PM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
1/10/2020 6:00:00 PM;30;20,5;20,5;25;197,32;191,56;233,6;;;;
1/10/2020 7:00:00 PM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
1/10/2020 8:00:00 PM;28,3;20,5;20,5;25;186,14;180,7;220,37;;;;
1/10/2020 9:00:00 PM;30,7;20;20;25;197,15;191,24;239,05;;;;
1/10/2020 10:00:00 PM;35;20;20;25;224,76;218,03;272,54;;;;
1/10/2020 11:00:00 PM;25,8;20;20;25;165,68;160,72;200,9;;;;
1/11/2020 12:00:00 AM;26,3;20;20;25;168,89;163,83;204,79;;;;
1/11/2020 1:00:04 AM;25,2;19;19;24;153,98;149,13;188,38;;;;
1/11/2020 1:11:11 AM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
1/11/2020 2:09:57 AM;27,1;19;19;0;165,59;160,38;0;;;;
1/11/2020 3:06:07 AM;26,5;20;20;24;170,18;165,08;198,1;;;;
1/11/2020 4:09:12 AM;26,8;20;20;24;172,1;166,95;200,34;;;;
1/11/2020 5:00:29 AM;27;20,5;20,5;25;177,59;172,4;210,24;;;;
1/11/2020 6:24:24 AM;27;20,5;20,5;25;177,59;172,4;210,24;;;;
1/11/2020 7:10:08 AM;26,7;20,5;20,5;25;175,62;170,48;207,91;;;;
1/11/2020 7:51:06 AM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
1/11/2020 8:57:05 AM;27;20,5;20,5;25;177,59;172,4;210,24;;;;
1/11/2020 10:00:21 AM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
1/11/2020 10:10:05 AM;31,7;20;20;25;203,57;197,47;246,84;;;;
1/11/2020 10:49:44 AM;31,4;20;20;25;201,64;195,6;244,51;;;;
1/11/2020 10:56:19 AM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
1/11/2020 12:11:02 PM;28,96;20,5;20,5;25;190,48;184,91;225,51;;;;
1/11/2020 2:00:00 PM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
1/11/2020 3:00:00 PM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
1/11/2020 4:00:00 PM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
1/11/2020 5:00:00 PM;29,9;20,5;20,5;25;196,67;190,92;232,83;;;;
1/11/2020 6:00:00 PM;29,1;20;20;25;186,87;181,28;226,6;;;;
1/11/2020 6:00:00 PM;29,6;20;20;25;190,09;184,39;230,49;;;;
1/11/2020 8:00:00 PM;28,6;20;20;25;183,66;178,16;222,7;;;;
1/11/2020 9:00:00 PM;30;20;20;25;192,65;186,88;233,6;;;;
1/12/2020 1:02:11 AM;24,2;20;20;25;155,41;150,75;188,44;;;;
1/12/2020 2:02:28 AM;24,2;20,5;20,5;245;159,18;154,52;1846,72;;;;
1/12/2020 3:02:06 AM;24;20,5;20,5;25;157,86;153,24;186,88;;;;
1/12/2020 4:19:28 AM;25,6;20,5;20,5;25;168,38;163,46;199,34;;;;
1/12/2020 4:58:16 AM;26,7;20,5;20,5;25;175,62;170,48;207,91;;;;
1/12/2020 6:00:00 AM;10;20,5;20,5;25;65,77;63,85;77,87;;;;
1/12/2020 7:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
1/12/2020 8:00:00 AM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
1/12/2020 9:00:00 AM;27,7;20,5;20,5;25;182,2;176,87;215,69;;;;
1/12/2020 10:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
1/12/2020 10:08:02 AM;30,2;20,5;20,5;25;198,64;192,83;235,16;;;;
1/12/2020 11:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
1/12/2020 12:00:00 PM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
1/12/2020 12:01:07 PM;31;20;20;25;199,08;193,11;241,39;;;;
1/12/2020 1:00:00 PM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
1/12/2020 2:00:00 PM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
1/12/2020 3:00:00 PM;29,5;20,5;20,5;25;194,04;188,36;229,71;;;;
1/12/2020 4:00:00 PM;29,2;20,5;20,5;25;192,06;186,45;227,37;;;;
1/12/2020 5:00:00 PM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
1/12/2020 6:00:00 PM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
1/12/2020 7:00:00 PM;29,5;20,5;20,5;25;194,04;188,36;229,71;;;;
1/12/2020 8:00:00 PM;29,7;20,5;20,5;25;195,35;189,64;231,27;;;;
1/12/2020 9:00:00 PM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
1/12/2020 10:48:29 PM;30;20,5;20,5;25;197,32;191,56;233,6;;;;
1/13/2020 3:56:59 AM;22,6;0;0;0;4,4;0;0;;;;
1/13/2020 5:04:27 AM;25,8;20,5;20,5;25;169,7;164,74;200,9;;;;
1/13/2020 6:00:00 AM;26;20,5;20,5;25;171,01;166,01;202,46;;;;
1/13/2020 7:00:00 AM;25,3;20,5;20,5;25;166,41;161,54;197,01;;;;
1/13/2020 8:00:00 AM;25,1;20,5;20,5;25;165,09;160,27;195,45;;;;
1/13/2020 9:00:00 AM;27,2;20,5;20,5;25;178,91;173,68;211,8;;;;
1/13/2020 10:00:00 AM;26,7;20,5;20,5;25;175,62;170,48;207,91;;;;
1/13/2020 11:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
1/13/2020 12:00:00 PM;28,3;20,5;20,5;25;186,14;180,7;220,37;;;;
1/13/2020 1:00:00 PM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
1/13/2020 2:00:00 PM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
1/13/2020 3:00:00 PM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
1/13/2020 4:00:00 PM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
1/13/2020 5:00:00 PM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
1/13/2020 6:00:00 PM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
1/13/2020 7:00:00 PM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/13/2020 8:00:00 PM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
1/13/2020 9:00:00 PM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
1/13/2020 10:19:18 PM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
1/13/2020 11:05:30 PM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/14/2020 12:03:22 AM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
1/14/2020 1:51:21 AM;29,7;20,5;20,5;25;195,35;189,64;231,27;;;;
1/14/2020 2:57:35 AM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
1/14/2020 7:00:00 AM;25;20,5;0;22;164,44;0;171,31;;;;
1/14/2020 8:00:00 AM;25;20,5;20,5;24;164,44;159,63;186,88;;;;
1/14/2020 9:00:00 AM;26,4;20,5;20,5;24;173,65;168,57;197,35;;;;
1/14/2020 10:00:00 AM;26,2;20,5;20,5;24;172,33;167,29;195,85;;;;
1/14/2020 11:00:00 AM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
1/14/2020 12:00:00 PM;27,6;20,5;20,5;25;181,54;176,23;214,92;;;;
1/14/2020 12:44:55 PM;30,6;20,5;20,5;25;201,27;195,39;238,28;;;;
1/14/2020 1:00:00 PM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
1/14/2020 2:00:00 PM;28;20,5;20,5;24;184,17;178,78;209,31;;;;
1/14/2020 3:00:00 PM;27,8;20,5;20,5;25;182,85;177,51;216,47;;;;
1/14/2020 4:00:00 PM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
1/14/2020 5:00:00 PM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
1/14/2020 6:00:00 PM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
1/14/2020 7:00:00 PM;28,4;20,5;20,5;24,5;186,8;181,34;216,72;;;;
1/14/2020 8:00:00 PM;28,6;20,5;20,5;24,5;188,12;182,62;218,25;;;;
1/14/2020 9:00:00 PM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/14/2020 10:00:00 PM;29,2;20,5;20,5;25;192,06;186,45;227,37;;;;
1/14/2020 11:00:00 PM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
1/15/2020 12:00:00 AM;29,5;20;20;25;189,44;183,77;229,71;;;;
1/15/2020 1:00:00 AM;29,8;20;20;25;191,37;185,64;232,05;;;;
1/15/2020 2:00:00 AM;30,2;20;20;25;193,94;188,13;235,16;;;;
1/15/2020 3:00:00 AM;29,8;20;20;25;191,37;185,64;232,05;;;;
1/15/2020 4:00:00 AM;29,5;19,5;19,5;25;184,85;179,17;229,71;;;;
1/15/2020 5:00:00 AM;28,8;19,5;19,5;25;180,46;174,92;224,26;;;;
1/15/2020 9:00:00 AM;25,1;20;20;25;161,19;156,36;195,45;;;;
1/15/2020 10:00:00 AM;26,2;20;20;24;168,25;163,21;195,85;;;;
1/15/2020 11:00:00 AM;26,7;20,5;20,5;24;175,62;170,48;199,59;;;;
