Número de extracción;Fecha;Número tanque de residuo;Temperatura final de adición de vapor (°C);Tiempo de adición de vapor (min);Nivel de vacio (in);Claridad final (NTU);pH Inicial;pH final;Concentración licor de residuo (%);Volumen licor de residuo (L);Peso de carnaza de residuo (kg)
215;2018-08-30;1;85,0;3:00;6;64;4,11;4,50;5,0;11.526;576
215;2018-08-30;2;81,0;4:30;6;75;4,37;4,68;5,1;6.140;313
215;2018-08-30;1;81,0;4:30;8;65;4,20;4,55;4,2;11.350;477
215;2018-08-30;1;81,0;4:30;10;37;4,15;4,75;3,6;11.174;402
216;2018-09-02;1;83,0;3:00;7;67;4,95;4,95;4,8;11.438;549
216;2018-09-02;2;83,0;3:00;5;32;4,70;4,70;5,2;6.244;325
216;2018-09-02;1;83,0;3:00;8;28;4,20;4,70;4,4;11.350;499
216;2018-09-02;2;79,0;2:00;5;60;4,10;4,98;2,7;6.244;170
216;2018-09-02;2;85,0;4:30;8;27;4,30;4,94;2,6;5.930;157
216;2018-09-02;1;85,0;4:30;5;21;4,30;4,98;2,6;11.613;307
216;2018-09-02;2;85,0;4:30;5;14;4,30;5,02;2,6;6.244;160
216;2018-09-02;2;85,0;4:30;20;42;4.30;4.85;2,6;4.675;122
217;2018-09-03;1;82,0;3:30;9;50;4,40;5,05;2,0;11.262;225
217;2018-09-03;2;82,0;3:30;7;25;4,40;5,20;2,2;6.035;135
217;2018-09-03;2;82,0;3:30;6;32;4,35;5,25;2,3;6.140;142
217;2018-09-03;1;82,0;3:30;7;36;4,30;4,67;2,4;11.438;275
217;2018-09-03;1;82,0;5:00;10;38;3.40;4.85;3,1;11.174;346
217;2018-09-03;2;82,0;5:00;9;48;3.87;4.75;5,8;5.826;338
217;2018-09-03;1;82,0;2:00;6;35;3.40;4.85;3,1;11.526;357
218;2018-09-04;1;80,0;1:00;5;58;4,41;4,70;6,2;11.613;725
218;2018-09-04;2;82,0;2:30;6;57;4,22;4,51;6,2;6.140;383
218;2018-09-04;1;82,0;2:30;7;61;4,22;4,48;5,1;11.438;586
218;2018-09-04;2;81,0;4:30;9;68;4,17;4,71;4,1;5.826;238
218;2018-09-04;2;82,0;4:30;5;30;4,05;4,75;2,7;6.244;170
218;2018-09-04;1;82,0;4:30;5;38;4,10;4,85;2,0;11.613;232
218;2018-09-04;1;82,0;4:30;5;56;4,10;4,75;2,8;11.613;325
219;2018-09-05;1;80,0;3:30;7;22;4,19;4,95;5,6;11.438;641
219;2018-09-05;2;78,0;1:00;8;66;4,23;4,86;9,1;5.930;540
219;2018-09-05;2;80,0;3:30;5;48;4,20;4,80;6,7;6.244;418
219;2018-09-05;1;80,0;5:00;6;62;4,00;4,90;6,8;11.526;784
219;2018-09-05;1;80,0;5:00;6;58;4,24;4,55;7,8;11.526;899
219;2018-09-05;2;80,0;5:00;7;52;4,05;4,69;6,0;6.035;362
219;2018-09-05;2;80,0;5:00;6;37;4,43;4,85;5,7;6.140;350
220;2018-09-06;1;80,0;2:30;6;85;4,04;5,04;5,4;11.526;622
220;2018-09-06;2;80,0;2:30;7;84;4,34;4,86;5,2;6.035;314
220;2018-09-06;1;80,0;2:30;6;50;4,31;4,52;5,3;11.526;611
220;2018-09-06;2;82,0;2:30;5;41;4,22;4,68;5,2;6.244;325
220;2018-09-06;2;79,0;1:00;6;42;3,82;4,82;4,3;6.140;264
220;2018-09-06;1;82,0;5:00;8;41;4,29;4,71;4,7;11.350;533
220;2018-09-06;2;82,0;5:00;9;20;3,95;4,85;3,3;5.826;192
220;2018-09-06;1;82,0;5:00;8;37;3,91;4,76;3,2;11.350;363
220;2018-09-06;2;82,0;5:00;9;43;3,90;4,98;3,1;5.826;181
221;2018-09-07;1;89,0;4:00;5;54;4,80;4,80;4,3;11.613;499
221;2018-09-07;2;89,0;4:00;5;17;4,30;4,99;4,1;6.244;256
221;2018-09-07;1;89,0;4:00;6;28;4,31;4,53;5,8;11.526;668
221;2018-09-07;2;80,0;1:00;7;24;4,17;4,61;4,8;6.035;290
221;2018-09-07;1;83,0;5:00;6;30;4,17;4,50;5,5;11.526;634
221;2018-09-07;2;83,0;5:00;8;45;4,17;4,92;6,1;5.930;362
221;2018-09-07;1;83,0;5:00;10;76;4,17;4,84;6,0;11.174;670
222;2018-09-10;2;87,0;4:00;7;24;3,38;4,51;3,8;6.035;229
222;2018-09-10;1;87,0;4:00;6;13;3,38;4,58;3,7;11.526;426
222;2018-09-10;2;80,0;1:00;6;21;3,25;4,87;4,7;6.140;289
222;2018-09-10;2;81,0;5:00;8;26;3,75;4,85;4,8;5.930;285
222;2018-09-10;1;81,0;5:00;7;18;3,85;4,58;4,7;11.438;538
222;2018-09-10;2;81,0;0:00;9;29;3,82;4,82;4,7;5.826;274
222;2018-09-10;2;81,0;5:00;15;38;4,19;4,95;5,0;5.198;260
223;2018-09-11;2;81,0;1:30;7;36;4,00;4,60;5,0;6.035;299
223;2018-09-11;1;76,0;3:00;5;32;4,30;4,90;5,4;11.613;632
223;2018-09-11;1;76,0;3:00;5;18;4,05;4,70;6,4;11.613;743
223;2018-09-11;2;75,0;4:00;10;28;4,10;4,80;4,4;5.721;252
223;2018-09-11;2;77,0;4:00;9;17;4,22;4,86;3,8;5.826;219
223;2018-09-11;1;77,0;4:00;7;16;4,11;4,48;3,8;11.438;430
223;2018-09-11;2;75,0;4:00;8;15;4,13;4,77;3,7;5.930;218
224;2018-09-12;1;75,0;1:00;8;65;4,60;4,98;5,2;11.350;590
224;2018-09-12;2;83,0;4:30;5;20;4,05;4,95;5,7;6.244;355
224;2018-09-12;1;83,0;4:30;7;38;4,05;4,85;5,7;11.438;650
224;2018-09-12;2;83,0;4:30;8;21;4,15;4,90;3,6;5.930;213
224;2018-09-12;1;76,0;3:00;10;22;4,30;4,93;4,3;11.174;483
224;2018-09-12;2;76,0;3:00;9;38;4,20;5,00;3,2;5.826;186
224;2018-09-12;1;79,0;4:00;5;31;4,45;4,70;3,2;11.613;372
224;2018-09-12;2;79,0;4:00;5;31;4,45;5,05;3,2;6.244;200
225;2018-09-13;1;78,0;4:00;8;60;3,95;4,90;4,8;11.350;545
225;2018-09-13;2;78,0;4:00;6;27;3,90;5,80;4,5;6.140;275
225;2018-09-13;1;75,0;4:30;10;60;4,30;4,80;3,8;11.174;429
225;2018-09-13;1;75,0;4:30;8;47;3,98;4,44;5,2;11.350;590
225;2018-09-13;1;75,0;4:30;5;40;4,05;4,77;3,8;11.613;446
226;2018-09-14;2;85,0;5:00;15;10;3,89;4,80;3,2;5.198;166
226;2018-09-14;1;80,0;5:00;8;25;4,42;4,98;4,5;11.350;511
226;2018-09-14;2;80,0;4:30;6;40;4,49;5,03;5,0;6.140;307
226;2018-09-14;1;80,0;5:00;8;57;4,38;5,24;4,5;11.350;511
227;2018-09-15;2;80,0;3:00;8;48;4,11;4,52;4,4;5.930;261
227;2018-09-15;1;80,0;3:00;6;32;4,36;4,61;3,4;11.526;387
227;2018-09-15;1;81,0;4:00;4;50;4,32;4,65;5,6;11.701;655
227;2018-09-15;1;81,0;4:00;8;38;4,34;4,65;4,4;11.350;499
228;2018-09-17;1;78,0;3:30;10;38;4,40;4,61;5,2;11.174;581
228;2018-09-17;2;81,0;1:00;7;86;4,17;4,73;5,6;6.035;338
228;2018-09-17;1;78,0;3:30;5;44;3,80;4,60;5,2;11.613;604
228;2018-09-17;1;76,0;4:00;5;43;3,45;4,85;4,8;11.613;557
228;2018-09-17;2;76,0;4:00;15;28;3,95;4,90;4,8;5.198;250
229;2018-09-18;1;80,0;5:00;9;35;4,18;4,79;1,7;11.262;189
229;2018-09-18;2;50,0;0:00;7;38;5,35;5,35;7,6;6.035;459
229;2018-09-18;2;80,0;5:00;5;30;4,09;4,91;2,2;6.244;135
229;2018-09-18;1;80,0;5:00;7;30;4,45;4,95;3,0;11.438;339
229;2018-09-18;2;76,0;3:00;5;25;4,45;4,91;3,0;6.244;185
229;2018-09-18;1;76,0;3:00;5;15;4,30;4,71;5,4;11.613;622
230;2018-09-19;1;76,0;2:00;6;39;4,05;4,53;4,0;11.526;461
230;2018-09-19;2;75,0;2:00;8;28;4,21;4,79;3,8;5.930;223
230;2018-09-19;1;75,0;3:15;7;34;4,22;4,81;3,7;11.438;421
230;2018-09-19;2;76,0;3:15;5;30;4,22;4,71;5,4;6.244;340
230;2018-09-19;1;76,0;3:15;7;40;4,22;4,51;5,8;11.438;668
230;2018-09-19;2;76,0;2:00;8;51;4,17;4,66;6,0;5.930;356
231;2018-09-20;2;80,0;4:00;6;39;4,48;4,90;3,2;6.140;196
231;2018-09-20;1;80,0;4:00;10;55;4,45;4,71;3,0;11.174;340
231;2018-09-20;2;80,0;4:00;8;27;3,84;4,80;3,2;5.930;190
231;2018-09-20;2;80,0;4:00;7;32;4,38;4,79;2,8;6.035;169
231;2018-09-20;1;80,0;4:00;8;33;4,32;4,85;2,9;11.350;327
232;2018-09-21;2;80,0;4:00;8;34;4,38;4,99;7,2;5.930;427
232;2018-09-21;1;80,0;4:00;6;36;4,40;4,03;4,8;11.526;553
232;2018-09-21;2;80,0;4:00;5;32;4,50;4,91;4,0;6.244;250
232;2018-09-21;1;77,0;3:00;8;13;4,25;4,93;3,4;11.350;390
232;2018-09-21;2;77,0;3:00;5;38;4,20;5,30;3,7;6.244;230
232;2018-09-21;1;77,0;3:00;30;55;4,25;5,10;3,3;9.414;309
233;2018-09-22;2;75,0;0:30;6;36;4,60;4,99;6,2;6.140;378
233;2018-09-22;1;80,0;3:00;8;48;4,50;4,94;4,5;11.350;508
233;2018-09-22;2;80,0;3:00;6;40;4,10;5,10;4,2;6.140;260
233;2018-09-22;1;80,0;3:00;10;54;4,30;4,77;3,8;11.174;429
233;2018-09-22;2;80,0;3:00;8;51;4,44;5,00;6,9;5.930;408
233;2018-09-22;1;80,0;3:00;7;35;4,38;4,63;4,7;11.438;540
233;2018-09-22;2;80,0;3:00;6;52;4,38;4,69;4,9;6.140;300
234;2018-09-24;1;78,0;3:00;6;11;4,21;4,55;4,1;11.526;470
234;2018-09-24;2;75,0;1:30;5;66;4,44;5,00;3,4;6.244;215
234;2018-09-24;1;78,0;3:00;6;81;4,21;4,96;4,1;11.526;470
234;2018-09-24;1;78,0;3:00;7;30;4,25;4,51;5,3;11.438;604
234;2018-09-24;2;80,0;3:30;7;31;4,32;4,95;5,8;6.035;348
234;2018-09-24;2;80,0;3:30;8;58;4,31;4,55;4,5;5.930;266
234;2018-09-24;2;80,0;3:30;6;47;4,31;4,71;4,5;6.140;275
235;2018-09-25;2;80,0;3:30;7;25;3,96;4,50;4,2;6.035;251
235;2018-09-25;1;80,0;3:30;10;10;3,96;4,85;4,2;11.174;465
235;2018-09-25;2;78,0;3:30;9;59;4,29;4,63;3,5;5.826;205
235;2018-09-25;1;78,0;3:30;7;67;3,34;5,20;1,8;11.438;201
236;2018-09-27;1;77,0;3:00;11;35;4,35;5,09;3,8;11.086;417
236;2018-09-27;2;77,0;3:00;8;19;3,71;4,99;5,6;5.930;332
236;2018-09-27;1;77,0;3:00;7;25;4,10;5,02;5,4;11.438;613
236;2018-09-27;2;77,0;3:00;10;33;4,05;4,65;5,0;5.721;288
236;2018-09-27;1;75,0;4:00;15;70;4,00;5,26;5,2;10.734;558
236;2018-09-27;2;75,0;4:00;8;46;4,23;4,90;4,2;5.930;247
236;2018-09-27;1;75,0;4:00;5;35;4,10;4,80;4,4;11.613;511
237;2018-09-28;2;48,0;2:00;7;29;4,98;4,98;5,4;6.035;323
237;2018-09-28;1;48,0;2:00;9;50;4,94;4,94;5,2;11.262;586
237;2018-09-28;2;39,0;2:00;5;43;4,38;4,71;3,7;6.244;230
237;2018-09-28;1;39,0;2:00;7;66;4,30;5,05;5,2;11.438;595
237;2018-09-28;2;39,0;2:00;7;61;4,30;4,95;7,3;6.035;439
237;2018-09-28;2;39,0;2:00;6;74;4,30;5,10;5,4;6.140;329
237;2018-09-28;1;39,0;2:00;8;98;4,41;4,96;6,7;11.350;763
238;2018-09-29;1;70,0;0:00;6;57;4,73;5,01;5,8;11.526;673
238;2018-09-29;2;70,0;0:00;7;28;4,70;5,02;5,4;6.035;323
238;2018-09-29;1;70,0;0:00;8;90;4,40;4,96;4,2;11.350;481
238;2018-09-29;2;75,0;0:00;10;64;4,30;5,28;4,6;5.721;265
238;2018-09-29;1;75,0;0:00;6;66;4,47;5,12;3,5;11.526;406
238;2018-09-29;2;76,0;0:00;5;38;4,22;4,66;3,2;6.244;200
238;2018-09-29;2;76,0;0:00;5;75;4,22;4,92;3,9;6.244;246
239;2018-10-01;2;78,0;2:00;14;13;3,90;4,41;5,0;5.303;265
239;2018-10-01;1;75,0;2:00;15;21;3,82;4.34;6,0;10.734;644
239;2018-10-01;1;75,0;2:00;13;34;4,20;4,85;6,7;10.910;731
239;2018-10-01;2;75,0;2:00;15;26;3,90;5,10;6,7;5.198;348
239;2018-10-01;1;75,0;0:00;13;58;3,93;5,00;7,7;10.910;840
239;2018-10-01;2;75,0;3:30;18;36;4,05;4,98;7,0;4.884;342
239;2018-10-01;2;75,0;4:00;10;28;4,44;5,06;7,5;5.721;429
240;2018-10-02;1;75,0;3:30;8;46;4,13;4,98;6,5;11.350;735
240;2018-10-02;2;75,0;1:00;10;13;3,86;5,10;4,3;5.721;247
240;2018-10-02;1;75,0;3:30;7;81;4,36;5,02;5,9;11.438;677
240;2018-10-02;2;75,0;4:00;9;45;4,60;4,90;6,5;5.826;378
240;2018-10-02;1;75,0;4:00;8;31;4,21;4,55;6,0;11.350;681
240;2018-10-02;2;75,0;4:00;4;20;4,21;4,60;5,6;6.349;356
241;2018-10-03;1;65,0;2:00;5;61;4,22;4,68;5,0;11.613;585
241;2018-10-03;2;73,0;2:00;4;53;4,35;4,74;5,2;6.349;330
241;2018-10-03;1;67,0;2:30;6;55;4,18;4,63;3,6;11.526;415
241;2018-10-03;2;78,0;1:00;10;36;4,40;4,63;4,9;5.721;279
241;2018-10-03;1;78,0;2:00;12;84;4,39;5,00;4,6;10.998;501
242;2018-10-04;1;68.0;2:00;6;40;4.17;4.59;6,4;11.526;738
242;2018-10-04;2;68.0;2:00;6;20;4.20;4.66;6,8;6.140;417
242;2018-10-04;1;65,0;2:00;7;47;4.20;4.90;7,5;11.438;858
242;2018-10-04;2;65,0;1:00;10;53;4.60;4.90;7,6;5.721;435
242;2018-10-04;1;65,0;1:00;10;95;4.60;4.80;8,0;11.174;894
242;2018-10-04;1;65,0;1:00;15;45;4.20;5.10;4,7;10.734;504
243;2018-10-05;1;75,0;2:00;7;23;4,02;5,02;3,4;11.438;389
243;2018-10-05;2;75,0;1:30;8;26;4,40;4,99;5,2;5.930;308
243;2018-10-05;1;76,0;3:00;6;54;4,10;4,86;6,4;11.526;738
243;2018-10-05;2;78,0;3:00;4;40;4,18;5,01;4,4;6.349;279
243;2018-10-05;1;79,0;3:00;7;38;4,31;5,10;3,2;11.438;366
244;2018-10-06;1;75,0;2:00;7;23;4,02;5,02;2,7;11.438;311
244;2018-10-06;2;75,0;2:00;8;26;4,40;4,94;4,2;5.930;247
244;2018-10-06;1;76,0;3:00;6;54;4,10;4,86;5,1;11.526;590
244;2018-10-06;2;78,0;3:00;4;40;4,18;5,01;3,5;6.349;223
244;2018-10-06;1;79,0;3:00;7;38;4,31;5,10;3,2;11.438;366
245;2018-10-07;1;67,0;2:00;9;18;4.31;4.47;4,7;11.262;529
245;2018-10-07;2;67,0;2:00;7;25;4.32;4.47;3,5;6.035;211
245;2018-10-07;1;67,0;3:00;9;35;3.85;5.8;4,6;11.262;518
245;2018-10-07;2;67,0;3:00;8;42;4.6;5.10;4,2;5.930;249
245;2018-10-07;1;67,0;3:00;10;26;4.15;5.00;3,6;11.174;402
245;2018-10-07;2;67,0;3:00;6;33;4.90;4.90;6,3;6.140;387
246;2018-10-09;1;46,0;2:00;5;46;4,50;4,90;6,0;11.613;697
246;2018-10-09;2;44,0;2:00;3;87;4,70;4,70;5,2;6.453;337
246;2018-10-09;1;65,0;2:00;10;43;4,01;4,80;4,8;11.174;536
246;2018-10-09;2;46,0;1:00;8;66;5,10;5,10;5,6;5.930;332
246;2018-10-09;1;45,0;2:00;6;43;4,63;4,78;5,6;11.526;645
246;2018-10-09;2;60,0;2:00;8;31;4,05;4,43;8,0;5.930;474
246;2018-10-09;1;55,0;2:00;6;64;3,89;4,78;5,4;11.526;622
247;2018-10-10;2;70,0;1:00;6;75;4,21;5,02;4,8;6.140;295
247;2018-10-10;1;52,0;1:00;7;36;4,33;4,85;6,2;11.438;705
247;2018-10-10;2;66,0;2:00;5;89;4,40;4,55;6,5;6.244;405
247;2018-10-10;1;70,0;2:00;6;69;4,38;4,63;7,0;11.526;802
247;2018-10-10;1;71,0;2:00;7;48;4,32;4,67;5,6;11.438;641
248;2018-10-12;2;59,0;2:00;9;35;3,65;4,64;5,4;5.826;312
248;2018-10-12;1;59,0;2:00;7;20;3,77;4,68;5,4;11.438;613
248;2018-10-12;1;61,0;2:00;7;36;3,79;4,92;4,7;11.438;540
248;2018-10-12;2;58,0;2:00;9;63;3,81;4,98;4,0;5.826;233
248;2018-10-12;2;52,0;2:00;10;14;3,75;4,98;3,7;5.721;212
248;2018-10-12;1;52,0;2:00;6;68;3,86;5,10;4,5;11.526;519
249;2018-10-13;1;44,0;2:00;7;75;4,20;4,70;2,8;11.438;320
249;2018-10-13;2;44,0;2:00;10;37;3,60;4,80;3,6;5.721;206
249;2018-10-13;1;53,0;2:00;10;29;4,10;4,70;4,0;11.174;447
249;2018-10-13;2;77,0;0:45;8;74;3,90;4,90;6,8;5.930;403
249;2018-10-13;1;50,0;2:00;8;40;4,36;4,40;3,6;11.350;409
249;2018-10-13;2;59,0;2:00;9;80;4,30;5,10;3,1;5.826;182
249;2018-10-13;2;65,0;2:00;7;59;4,32;5,08;2,6;6.035;154
250;2018-10-14;1;50,0;2:00;6;58;4.22;4.73;5,2;11.526;599
250;2018-10-14;2;54,0;2:00;7;83;4.12;4.63;7,1;6.035;428
250;2018-10-14;1;58,0;2:00;7;82;4.03;4.51;7,7;11.438;881
250;2018-10-14;2;58,0;2:00;6;54;4.18;4.75;5,4;6.140;332
250;2018-10-14;1;60,0;2:00;8;32;4.18;4.61;8,1;11.350;919
250;2018-10-14;2;59,0;2:00;7;53;3.91;4.68;7,0;6.035;422
250;2018-10-14;2;65,0;2:00;7;34;4.01;4.59;7,5;6.035;453
250;2018-10-14;2;59,0;2:00;8;49;3.99;4.68;8,0;5.930;474
251;2018-10-15;1;44,0;2:00;6;69;4,23;4,57;5,4;11.526;622
251;2018-10-15;2;48,0;2:00;7;25;3,77;4,62;7,1;6.035;428
251;2018-10-15;2;44,0;2:00;9;37;4,31;4,85;4,3;5.826;251
251;2018-10-15;2;78,0;0:45;9;28;4,31;4,69;4,2;5.826;245
251;2018-10-15;1;65,0;2:00;8;38;4,35;4,87;4,4;11.350;499
251;2018-10-15;2;65,0;2:00;6;46;3,90;4,45;9,0;6.140;553
251;2018-10-15;1;65,0;2:00;6;53;3,90;4,79;9,1;11.526;1.049
252;2018-10-16;1;65,0;2:00;5;51;3.96;5.02;3,0;11.613;348
252;2018-10-16;2;65,0;2:00;5;36;4.87;4.99;3,6;6.244;225
252;2018-10-16;1;63,0;2:30;7;52;4.28;4.61;6,6;11.438;755
252;2018-10-16;2;78,0;0:45;6;39;4.37;4.72;7,7;6.140;473
252;2018-10-16;1;65,0;2:30;5;33;4.23;4.70;8,0;11.613;929
252;2018-10-16;1;65,0;2:30;12;23;4.40;4.90;14,0;10.998;1.540
253;2018-10-17;1;55,0;2:00;4;59;4,01;4,53;5,2;11.701;608
253;2018-10-17;2;48,0;2:00;6;66;3,96;4,61;5,2;6.140;319
253;2018-10-17;1;57,0;2:00;5;60;4,07;4,94;4,1;11.613;476
253;2018-10-17;1;57,0;2:00;7;92;4,10;4,75;4,2;11.438;480
253;2018-10-17;2;55,0;2:30;10;69;4,30;4,50;5,1;5.721;292
253;2018-10-17;2;55,0;2:30;5;19;4,50;4,75;6,2;6.244;387
254;2018-10-17;2;73,0;3:00;5;28;3,90;4,65;6,0;6.244;375
254;2018-10-17;1;73,0;3:00;10;24;4,10;4,51;7,0;11.174;782
254;2018-10-17;2;71,0;3:00;9;20;3,77;4,51;6,1;5.826;355
254;2018-10-17;1;69,0;2:00;8;23;4,01;4,85;5,2;11.350;590
254;2018-10-17;2;68,0;2:00;8;31;4,02;5,23;4,4;5.930;261
254;2018-10-17;2;68,0;0:00;20;40;4,90;4,90;6,7;4.675;313
255;2018-10-22;1;59,0;0:00;7;57;4,70;5,08;3,5;11.438;400
255;2018-10-22;2;56,0;2:00;10;92;4,78;4,98;5,0;5.721;286
255;2018-10-22;1;68,0;2:00;8;43;4,17;4,99;4,8;11.350;545
255;2018-10-22;2;65,0;2:00;6;67;4,37;4,83;4,6;6.140;282
255;2018-10-22;2;65,0;2:00;8;31;4,28;5,03;4,1;5.930;243
256;2018-10-24;1;45,0;0:00;6;76;4,08;4,51;3,0;11.526;350
256;2018-10-24;2;45,0;0:00;7;100;4,09;4,83;2,6;6.035;159
256;2018-10-24;1;57,0;2:00;4;75;4,14;4,62;3,6;11.701;421
256;2018-10-24;2;60,0;2:00;5;41;4,22;4,71;4,5;6.244;280
256;2018-10-24;1;60,0;2:00;7;66;4,22;4,88;4,6;11.438;522
256;2018-10-24;2;55,0;2:00;8;30;4,28;4,56;6,2;5.930;365
256;2018-10-24;2;55,0;2:00;9;54;4.5;4.63;6,6;5.826;387
256;2018-10-24;2;51.0;2:00;8;39;4.26;4.58;7,1;5.930;422
257;2018-10-25;1;58,0;3:00;10;60;4,05;5,10;3,3;11.174;366
257;2018-10-25;2;60,0;0:45;7;51;3,67;5,00;3,0;6.035;183
257;2018-10-25;1;66,0;3:00;5;30;4,15;4,63;3,8;11.613;446
257;2018-10-25;2;63,0;3:00;5;48;4,30;4,51;3,9;6.244;245
257;2018-10-25;2;65,0;2:30;5;12;4,02;4,84;3,3;6.244;205
257;2018-10-25;1;63,0;2:30;10;14;4,00;4,80;6,2;11.174;688
258;2018-10-26;2;57,0;2:00;6;69;4,03;4,60;5,2;6.140;319
258;2018-10-26;1;55,0;2:00;8;42;4,03;4,55;3,5;11.350;400
258;2018-10-26;2;66,0;1:00;8;47;4,26;4,78;9,3;5.930;550
258;2018-10-26;2;61,0;2:30;7;43;3,63;4,55;4,2;6.035;256
258;2018-10-26;1;69,0;2:30;8;15;3,91;4,51;3,8;11.350;427
259;2018-10-27;2;55,0;1:00;7;57;4,28;5,05;6,6;6.035;396
259;2018-10-27;1;44,0;0:00;8;45;4,33;4,61;3,2;11.350;363
259;2018-10-27;1;59,0;2:00;8;75;4,28;4,82;3,4;11.350;381
259;2018-10-27;2;62,0;2:00;7;56;4,25;4,58;4,1;6.035;246
259;2018-10-27;1;64,0;2:00;6;24;4,21;4,64;5,6;11.526;645
259;2018-10-27;1;61,0;2:00;5;41;4,21;4,95;5,6;11.613;650
260;2018-10-29;1;44,0;0:00;5;56;4,02;4,62;3,8;11.613;437
260;2018-10-29;2;44,0;0:00;6;59;4,06;4,71;4,9;6.140;300
260;2018-10-29;1;57,0;2:00;8;25;4,11;4,54;4,5;11.350;508
260;2018-10-29;2;78,0;1:00;7;30;4,44;4,82;4,7;6.035;285
261;2018-10-30;1;46,0;0:00;9;29;4,35;4,60;2,4;11.262;270
261;2018-10-30;2;61,0;2:00;6;23;3,87;4,88;7,6;6.140;467
261;2018-10-30;2;59,0;2:00;7;26;4,03;4,97;4,4;6.035;266
261;2018-10-30;1;61,0;2:00;5;75;4,85;5,15;2,8;11.613;325
261;2018-10-30;2;65,0;2:00;8;68;4,02;5,01;2,5;5.930;147
261;2018-10-30;2;65,0;2:00;8;37;3,85;5,02;6,4;5.930;380
262;2018-11-01;1;63,0;3:00;5;71;4,22;4,81;4,5;11.613;520
262;2018-11-01;2;66,0;3:00;6;69;4,20;4,50;4,5;6.140;275
262;2018-11-01;1;71,0;3:00;7;66;4,36;4,66;5,3;11.438;604
262;2018-11-01;2;76,0;0:45;5;57;4,12;4,56;4,8;6.244;300
262;2018-11-01;2;67,0;2:30;8;54;4,02;4,77;4,1;5.930;242
262;2018-11-01;1;67,0;2:30;8;56;4,04;4,51;3,8;11.350;436
262;2018-11-01;2;67,0;2:30;20;52;4,05;5,10;3,8;4.675;180
263;2018-11-02;2;070,0;2:30;5;18;3,70;4,90;4,8;6.244;300
263;2018-11-02;1;70,0;2:30;9;45;3,65;4,81;5,0;11.262;559
263;2018-11-02;2;78,0;1:00;5;15;3,81;4,89;3,8;6.244;235
263;2018-11-02;1;73,0;3:30;6;23;4,10;4,62;4,8;11.526;553
263;2018-11-02;2;73,0;3:30;6;25;4,18;4,77;3,9;6.140;241
263;2018-11-02;1;73,0;3:30;7;21;4,22;4,51;3,9;11.438;446
264;2018-11-03;2;70,0;2:30;5;33;4,90;4,90;8,8;6.244;549
264;2018-11-03;1;70,0;2:30;7;23;3,90;4,70;5,6;11.438;641
264;2018-11-03;2;65,0;1:30;10;19;4,00;4,65;8,0;5.721;458
264;2018-11-03;1;70,0;2:00;6;13;3,90;4,49;3,2;11.526;369
264;2018-11-03;2;61,0;2:00;7;50;3,99;4,87;3,2;6.035;193
264;2018-11-03;2;59,0;2:00;6;18;3,91;4,81;3,2;6.140;196
265;2018-11-05;2;64,0;2:00;9;28;3,71;4,95;3,0;5.826;172
265;2018-11-05;1;64,0;2:00;10;36;3,72;4,98;3,1;11.174;349
265;2018-11-05;2;68,0;1:00;9;53;3,77;4,69;5,8;5.826;336
265;2018-11-05;1;73,0;2:00;8;45;3,21;4,67;5,2;11.350;590
265;2018-11-05;1;76,0;2:00;8;61;3,22;4,70;5,2;11.350;590
266;2018-11-06;1;62,0;2:00;5;68;4,41;5,08;3,0;11.613;353
266;2018-11-06;2;62,0;0:00;6;60;4,38;4,61;4,4;6.140;270
266;2018-11-06;1;62,0;1:00;5;85;4,43;4,67;4,2;11.613;483
266;2018-10-06;2;63,0;2:30;9;96;4,39;4,58;5,7;5.826;331
266;2018-10-06;1;63,0;3:00;7;74;4,39;4,51;5,0;11.438;567
266;2018-10-06;2;63,0;2:30;9;62;4,35;5,23;5,8;5.826;340
266;2018-10-06;1;73,0;2:00;5;37;4,20;4,75;4,4;11.613;511
267;2018-10-06;1;72,0;1:30;9;68;4.05;4.46;4,8;11.262;541
267;2018-10-06;2;72,0;1:30;7;51;4.05;4.47;4,8;6.035;290
267;2018-10-06;2;65,0;2:00;15;58;3.74;4.88;3,9;5.198;203
267;2018-10-06;1;65,0;2:00;9;60;4.60;4.99;3,8;11.262;428
267;2018-10-07;2;64,0;2:00;9;60;3.87;4.53;6,1;5.826;355
267;2018-10-07;1;65,0;2:00;7;40;3.91;4.47;4,2;11.438;480
267;2018-10-07;2;65,0;2:00;7;41;3.92;4.82;5,0;6.035;302
268;2018-10-08;2;72,0;1:30;6;64;4,18;4,95;3,5;6.140;216
268;2018-10-08;2;61,0;1:30;7;45;4,21;4,63;3,0;6.035;183
268;2018-10-08;2;56,0;1:30;8;62;4.60;5.00;2,7;5.930;161
269;2018-11-10;2;52,0;0:20;6;80;4,20;5,22;2,6;6.140;162
269;2018-11-10;1;52,0;0:45;7;89;4,11;4,93;2,6;11.438;293
270;2018-11-11;2;60,0;1:00;4;60;4,20;4,80;4,2;6.349;264
270;2018-11-11;1;60,0;1:00;7;81;4,31;4,84;3,0;11.438;348
270;2018-11-11;2;60,0;1:00;6;53;4,31;4,89;3,0;6.140;184
271;2018-11-12;2;53,0;0:30;6;96;4,23;4,52;5,2;6.140;319
271;2018-11-12;1;52,0;1:00;5;61;4,38;4,66;6,2;11.613;720
271;2018-11-12;2;52,0;1:00;4;40;4,33;4,55;6,0;6.349;381
